volatility_threshold,bullish_ratio_threshold,strong_bullish_min,bullish_count_min,stop_loss_buffer,avg_score,stocks_count
0.16,0.7,2,3,0.99,0.6743567911361057,79
0.16,0.7,2,3,0.98,0.6743567911361057,79
0.16,0.7,2,3,0.97,0.6743567911361057,79
0.18,0.6,1,4,0.97,0.6736181643383292,79
0.18,0.6,1,4,0.98,0.6736181643383292,79
0.18,0.6,1,4,0.99,0.6736181643383292,79
0.14,0.6,2,3,0.97,0.6726864315521263,79
0.14,0.6,2,3,0.98,0.6726864315521263,79
0.14,0.6,2,3,0.99,0.6726864315521263,79
0.16,0.5,1,4,0.99,0.6711628775580488,79
0.16,0.5,1,4,0.98,0.6711628775580488,79
