Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_50,classification,PATTERN,LLDate,HHDate,SNO
2025-11-18,0340.HK,2.759999990463257,2.759999990463257,2.619999885559082,2.640000104904175,2.640000104904175,16582200,0.0,0.0,2.755407392051225,2.743594211722556,2.6263621657145064,2.368008754583212,1.7634143209513748,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/31,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,340.HK
2025-11-18,0347.HK,2.2300000190734863,2.2300000190734863,2.0899999141693115,2.119999885559082,2.119999885559082,20259200,0.0,0.0,2.1957896684929525,2.1898038324105698,2.182128390240736,2.1090815980681503,1.901793404819975,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/28,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,347.HK
2025-12-09,0347.HK,1.9700000286102293,1.9700000286102293,1.8799999952316284,1.8899999856948853,1.8899999856948853,8441555,0.0,0.0,1.9799795773141744,2.0315160831353145,2.091508446011128,2.07639372514737,1.9110872755597827,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/10/28,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,347.HK
2025-10-10,3600.HK,5.5,5.570000171661377,5.460000038146973,5.519999980926514,5.519999980926514,481000,0.0,0.0,5.499310707953484,5.420158695403631,5.189712644722288,4.8620518777047605,4.441300059591507,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/09/25,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,3600.HK
2025-11-18,3600.HK,5.289999961853027,5.289999961853027,5.050000190734863,5.090000152587891,5.090000152587891,810000,0.0,0.0,5.252814042599729,5.296126672285745,5.256155200808899,5.037423692546084,4.601690437931032,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/09/25,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,3600.HK
2025-11-18,3969.HK,3.539999961853028,3.549999952316284,3.490000009536743,3.490000009536743,3.490000009536743,7304000,0.0,0.0,3.564628049179146,3.5477644328423086,3.5184810573499297,3.468571595029043,3.353399111877551,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/24,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,3969.HK
2025-11-20,3983.HK,2.5199999809265137,2.559999942779541,2.5,2.5299999713897705,2.5299999713897705,3032500,0.0,0.0,2.55363209068208,2.50532046829933,2.43102504397599,2.335063258980431,2.207598677048179,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/27,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,3983.HK
2025-10-13,0041.HK,14.457123756408691,14.467101097106934,14.167781829833984,14.467101097106934,14.467101097106934,479112,0.0,0.0,14.532822878718942,14.486509481812432,14.439470046958707,14.140745437666991,13.308082521556926,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/09/16,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,41.HK
2025-11-05,0041.HK,14.75,14.9399995803833,14.579999923706056,14.9399995803833,14.9399995803833,418508,0.0,0.0,14.62453531214297,14.521584908258012,14.459417132265314,14.228619478440583,13.445242482303978,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2025/09/16,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,41.HK
2025-11-12,0041.HK,15.130000114440918,15.699999809265137,15.130000114440918,15.460000038146973,15.460000038146973,518016,0.0,0.0,14.968307259040325,14.74830683359797,14.581100038932682,14.314045448663014,13.511056159077752,True,True,True,14.369999885559082,15.119999885559082,15.199999809265137,14.489999771118164,14.140000343322754,TP2-2025/09/16,True,True,True,False,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHHLLH,2025-11-24,2025-11-26,41.HK
2025-11-27,0639.HK,3.049999952316284,3.069999933242798,2.75,2.930000066757202,2.930000066757202,51276000,0.0,0.0,3.0998361790256683,3.1183924077941416,3.048108555943693,2.9406648554002945,2.809302650786358,False,False,False,2.940000057220459,2.859999895095825,2.819999933242798,2.75,2.75,BY1-2025/09/30,,,,True,False,False,False,False,False,False,0.0,0,0,False,False,LL,LLLHHL,2025-12-04,2025-12-14,639.HK
2025-11-19,6669.HK,12.399999618530272,12.850000381469728,12.34000015258789,12.56999969482422,12.56999969482422,297189,0.0,0.0,12.76144827936466,12.606286915563883,12.521554594894448,11.872403213463183,10.298234863854464,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/30,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,6669.HK
2025-10-10,0853.HK,14.779999732971191,15.020000457763672,13.899999618530272,14.06999969482422,14.06999969482422,30006764,0.0,0.0,14.362509683339526,14.004046192451971,13.168847773391803,11.702199095083284,9.689434337828873,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/09/16,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,853.HK
2025-10-17,0853.HK,12.979999542236328,13.06999969482422,12.210000038146973,12.279999732971191,12.279999732971191,24604947,0.0,0.0,13.469272568261289,13.64283196614126,13.146411409811432,11.831088705471773,9.82173149204649,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/09/16,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,853.HK
2025-11-18,0914.HK,23.5,23.5,22.89999961853028,22.940000534057617,22.940000534057617,3766278,0.0,0.0,23.587057796404498,23.64594839312879,23.63456434516999,23.26219468813165,22.240974072571237,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/28,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,914.HK
2025-10-23,0916.HK,7.519999980926514,7.53000020980835,7.329999923706055,7.480000019073486,7.3669233322143555,22701186,0.0,0.0,7.829110173416604,7.880773233730217,7.669264295528667,7.354419059449666,6.962196405369223,False,False,False,7.610000133514404,7.300000190734863,7.079999923706055,7.329999923706055,7.329999923706055,BY1-2025/08/27,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,LL,LLLHLL,2025-10-28,2025-11-05,916.HK
