sno,TP12,TP1,TP2,TP1C,CL1,BY1,,,
8286.HK,0,0,0,0,0,1,1,0.00%,
8291.HK,1,0,0,0,1,0,2,50.00%,
8292.HK,0,0,0,0,1,0,1,0.00%,
8293.HK,0,0,0,0,1,2,3,0.00%,
8295.HK,0,1,0,0,2,1,4,25.00%,
8296.HK,1,0,1,2,1,1,6,33.33%,
8300.HK,1,0,0,0,0,0,1,100.00%,
8307.HK,0,0,0,0,1,0,1,0.00%,
8309.HK,1,0,0,2,1,0,4,25.00%,
8310.HK,0,0,0,0,1,0,1,0.00%,
8311.HK,0,1,0,0,3,0,4,25.00%,
8317.HK,0,1,0,0,6,1,8,12.50%,
8326.HK,1,0,0,0,0,0,1,100.00%,
8328.HK,1,0,0,0,3,0,4,25.00%,
8337.HK,1,0,0,0,0,1,2,50.00%,
8340.HK,2,0,0,0,0,0,2,100.00%,
8347.HK,1,1,0,0,0,1,3,66.67%,
8362.HK,0,0,0,0,1,0,1,0.00%,
8365.HK,0,0,0,0,1,0,1,0.00%,
8367.HK,0,0,0,0,2,0,2,0.00%,
8370.HK,1,0,0,0,0,0,1,100.00%,
8385.HK,0,0,0,0,3,2,5,0.00%,
8391.HK,0,0,1,0,0,0,1,100.00%,
8392.HK,0,0,0,0,0,1,1,0.00%,
8395.HK,1,0,0,0,1,2,4,25.00%,
8400.HK,0,1,0,0,0,0,1,100.00%,
8403.HK,0,0,0,0,2,1,3,0.00%,
8406.HK,0,0,0,0,0,1,1,0.00%,
8413.HK,1,0,1,0,0,0,2,100.00%,
8418.HK,0,0,0,0,1,1,2,0.00%,
8425.HK,0,1,0,0,0,0,1,100.00%,
8430.HK,0,0,0,0,1,0,1,0.00%,
8431.HK,0,0,0,0,2,0,2,0.00%,
8436.HK,1,1,0,0,0,0,2,100.00%,
8450.HK,1,0,0,0,2,0,3,33.33%,
8456.HK,1,0,0,0,1,0,2,50.00%,
8462.HK,0,0,0,0,1,1,2,0.00%,
8473.HK,1,0,1,0,2,1,5,40.00%,
8476.HK,0,0,0,0,1,0,1,0.00%,
8482.HK,1,0,0,0,1,1,3,33.33%,
8487.HK,1,0,0,0,3,0,4,25.00%,
8489.HK,0,0,0,0,0,1,1,0.00%,
8490.HK,0,0,0,0,0,3,3,0.00%,
8502.HK,0,0,0,1,0,0,1,0.00%,
8512.HK,2,0,0,0,0,0,2,100.00%,
8513.HK,0,2,0,1,2,0,5,40.00%,
8521.HK,0,0,0,0,1,1,2,0.00%,
8525.HK,0,0,0,0,1,0,1,0.00%,
8529.HK,0,0,0,0,1,1,2,0.00%,
8536.HK,0,0,0,0,1,2,3,0.00%,
8545.HK,1,0,0,0,4,0,5,20.00%,
8547.HK,0,0,1,0,4,0,5,20.00%,
8603.HK,0,0,0,0,0,1,1,0.00%,
8606.HK,1,0,0,0,0,0,1,100.00%,
8612.HK,1,0,0,0,4,0,5,20.00%,
8627.HK,0,0,0,0,1,0,1,0.00%,
8631.HK,0,0,1,0,1,1,3,33.33%,
8637.HK,0,0,0,0,1,0,1,0.00%,
8645.HK,0,1,1,0,0,0,2,100.00%,
8646.HK,0,2,1,0,2,2,7,42.86%,
8657.HK,0,0,1,0,1,0,2,50.00%,
8659.HK,2,0,0,0,1,0,3,66.67%,
9689.HK,0,0,0,0,0,1,1,0.00%,
9908.HK,0,0,0,0,1,0,1,0.00%,
9918.HK,0,0,1,0,1,0,2,50.00%,
9955.HK,0,0,0,0,1,0,1,0.00%,
9963.HK,0,0,0,1,1,0,2,0.00%,
9990.HK,0,0,0,1,0,0,1,0.00%,
9991.HK,0,0,0,0,1,0,1,0.00%,
,720,262,201,345,1660,613,3801,31.12%,-169
