sno,TP12,TP1,TP2,TP1C,CL1,BY1,,,
0338.HK,2,1,0,1,4,0,8,37.50%,
0340.HK,2,0,0,0,2,0,4,50.00%,
0341.HK,4,0,0,1,5,1,11,36.36%,
0345.HK,7,0,0,1,0,1,9,77.78%,
0347.HK,2,0,0,1,6,0,9,22.22%,
0354.HK,1,2,1,0,1,0,5,80.00%,
0357.HK,2,1,0,0,2,1,6,50.00%,
0363.HK,3,0,0,2,4,0,9,33.33%,
0369.HK,2,0,0,0,2,1,5,40.00%,
0370.HK,1,0,1,1,4,0,7,28.57%,
0371.HK,1,0,0,0,3,1,5,20.00%,
0373.HK,3,0,0,0,2,0,5,60.00%,
0376.HK,0,0,1,0,3,2,6,16.67%,
0390.HK,0,0,0,1,2,1,4,0.00%,
0393.HK,1,0,0,1,1,1,4,25.00%,
0400.HK,0,0,0,0,2,0,2,0.00%,
0410.HK,1,0,0,0,3,2,6,16.67%,
0411.HK,0,0,1,0,1,0,2,50.00%,
0412.HK,1,1,0,1,0,1,4,50.00%,
0434.HK,0,0,0,0,1,1,2,0.00%,
0440.HK,2,0,0,0,3,0,5,40.00%,
0460.HK,0,1,0,0,5,0,6,16.67%,
0467.HK,2,0,0,0,1,0,3,66.67%,
0468.HK,3,0,0,0,3,0,6,50.00%,
0489.HK,3,0,1,0,2,2,8,50.00%,
0506.HK,2,1,1,1,3,0,8,50.00%,
0512.HK,2,1,1,1,2,0,7,57.14%,
0517.HK,2,0,1,0,4,1,8,37.50%,
0521.HK,2,0,0,0,2,0,4,50.00%,
0525.HK,2,0,0,0,1,0,3,66.67%,
0546.HK,2,0,0,1,4,2,9,22.22%,
0547.HK,0,0,0,1,0,1,2,0.00%,
0548.HK,4,0,0,1,2,0,7,57.14%,
0551.HK,1,0,0,2,0,0,3,33.33%,
0552.HK,0,1,0,0,1,2,4,25.00%,
0558.HK,1,1,1,1,2,2,8,37.50%,
0564.HK,1,0,0,0,3,0,4,25.00%,
0565.HK,4,0,0,0,3,1,8,50.00%,
0570.HK,1,0,0,1,2,0,4,25.00%,
0576.HK,0,1,0,3,8,0,12,8.33%,
0579.HK,0,0,0,1,1,0,2,0.00%,
0580.HK,1,0,0,1,1,1,4,25.00%,
0581.HK,2,0,0,1,3,1,7,28.57%,
0586.HK,2,0,1,0,1,0,4,75.00%,
0590.HK,5,0,1,1,3,0,10,60.00%,
0596.HK,1,2,0,0,2,0,5,60.00%,
0598.HK,2,0,0,1,4,1,8,25.00%,
0604.HK,3,0,0,0,2,0,5,60.00%,
0622.HK,1,0,0,1,4,0,6,16.67%,
0631.HK,3,0,0,0,2,0,5,60.00%,
0636.HK,1,0,0,0,2,0,3,33.33%,
0639.HK,0,0,0,1,7,0,8,0.00%,
0658.HK,3,0,0,1,3,0,7,42.86%,
0662.HK,2,0,0,1,1,1,5,40.00%,
0666.HK,0,0,0,0,1,0,1,0.00%,
0667.HK,1,0,0,2,0,1,4,25.00%,
0670.HK,7,1,0,2,8,1,19,42.11%,
0686.HK,2,0,0,0,3,1,6,33.33%,
0691.HK,0,0,0,1,0,0,1,0.00%,
0693.HK,0,0,0,0,1,0,1,0.00%,
0694.HK,1,2,0,0,4,2,9,33.33%,
0695.HK,0,0,1,0,1,0,2,50.00%,
0696.HK,5,1,0,0,4,0,10,60.00%,
0697.HK,1,0,0,1,3,0,5,20.00%,
0709.HK,2,1,0,1,7,0,11,27.27%,
0710.HK,2,0,0,0,5,1,8,25.00%,
0732.HK,0,0,0,1,7,0,8,0.00%,
0737.HK,0,0,0,0,6,0,6,0.00%,
0743.HK,0,1,0,2,1,0,4,25.00%,
0751.HK,2,0,0,0,5,1,8,25.00%,
0752.HK,0,0,0,0,1,1,2,0.00%,
0775.HK,0,0,0,0,2,1,3,0.00%,
0777.HK,3,2,0,1,4,1,11,45.45%,
0797.HK,0,1,0,0,0,0,1,100.00%,
0799.HK,0,1,0,0,6,0,7,14.29%,
0806.HK,2,0,1,2,5,3,13,23.08%,
0811.HK,3,0,0,0,0,0,3,100.00%,
0816.HK,0,0,0,1,0,0,1,0.00%,
0819.HK,7,0,0,0,3,0,10,70.00%,
0826.HK,3,2,0,0,1,0,6,83.33%,
0830.HK,2,0,0,1,2,0,5,40.00%,
0837.HK,0,0,0,0,1,0,1,0.00%,
0838.HK,1,0,0,0,1,0,2,50.00%,
0839.HK,1,0,0,0,1,1,3,33.33%,
0842.HK,1,0,0,0,3,1,5,20.00%,
0853.HK,3,2,0,0,6,0,11,45.45%,
0855.HK,6,1,0,2,4,2,15,46.67%,
0856.HK,2,0,0,0,1,0,3,66.67%,
0861.HK,2,0,2,0,3,0,7,57.14%,
0863.HK,3,0,0,0,1,1,5,60.00%,
0866.HK,1,0,0,0,0,0,1,100.00%,
0874.HK,4,0,0,0,1,1,6,66.67%,
0880.HK,1,0,0,0,2,0,3,33.33%,
0882.HK,3,0,0,0,0,1,4,75.00%,
0887.HK,0,1,0,0,1,0,2,50.00%,
0900.HK,1,1,0,0,0,0,2,100.00%,
0902.HK,3,0,2,1,6,1,13,38.46%,
0909.HK,1,0,0,0,3,0,4,25.00%,
0916.HK,2,0,0,0,0,2,4,50.00%,
0921.HK,3,0,0,1,3,0,7,42.86%,
0931.HK,2,0,1,0,1,0,4,75.00%,
0934.HK,3,0,0,0,3,1,7,42.86%,
0956.HK,2,1,0,0,1,0,4,75.00%,
0975.HK,2,0,1,0,5,0,8,37.50%,
0990.HK,1,0,0,0,3,0,4,25.00%,
0991.HK,3,0,1,2,6,2,14,28.57%,
0995.HK,5,0,0,1,3,1,10,50.00%,
0999.HK,0,1,0,0,0,0,1,100.00%,
1033.HK,0,1,0,1,0,0,2,50.00%,
1050.HK,2,0,1,0,0,1,4,75.00%,
1051.HK,1,0,0,0,0,1,2,50.00%,
1052.HK,5,0,0,0,4,0,9,55.56%,
1055.HK,2,1,0,2,2,0,7,42.86%,
1060.HK,2,0,1,1,1,1,6,50.00%,
1061.HK,0,0,0,1,5,2,8,0.00%,
1066.HK,1,0,0,1,3,1,6,16.67%,
1070.HK,3,0,1,0,3,0,7,57.14%,
1071.HK,4,1,0,1,3,0,9,55.56%,
1072.HK,6,0,0,1,4,2,13,46.15%,
1083.HK,2,1,1,1,2,1,8,50.00%,
1086.HK,1,0,0,0,1,1,3,33.33%,
1091.HK,0,0,1,0,1,0,2,50.00%,
1099.HK,3,2,0,0,2,0,7,71.43%,
1104.HK,0,1,1,0,4,1,7,28.57%,
1112.HK,0,0,0,0,2,0,2,0.00%,
1114.HK,2,0,1,0,5,1,9,33.33%,
1117.HK,3,0,0,1,2,0,6,50.00%,
1121.HK,0,0,0,0,3,3,6,0.00%,
1126.HK,0,0,0,0,1,1,2,0.00%,
1133.HK,1,1,0,1,1,1,5,40.00%,
1138.HK,4,1,1,1,3,1,11,54.55%,
1140.HK,1,1,0,0,3,1,6,33.33%,
1142.HK,1,0,0,2,3,1,7,14.29%,
1157.HK,1,0,0,1,4,1,7,14.29%,
1164.HK,0,0,0,2,2,0,4,0.00%,
1167.HK,1,0,0,0,0,1,2,50.00%,
1168.HK,1,0,1,0,3,1,6,33.33%,
1184.HK,1,1,0,0,0,0,2,100.00%,
1186.HK,2,0,0,0,5,0,7,28.57%,
1196.HK,0,0,0,0,3,0,3,0.00%,
1199.HK,4,0,0,3,2,0,9,44.44%,
1205.HK,0,0,0,1,1,0,2,0.00%,
1216.HK,0,0,0,0,1,0,1,0.00%,
1223.HK,3,1,0,0,2,1,7,57.14%,
1224.HK,1,1,0,0,5,2,9,22.22%,
1234.HK,0,0,1,1,1,0,3,33.33%,
1250.HK,1,1,0,0,3,2,7,28.57%,
1263.HK,1,1,0,1,2,0,5,40.00%,
1268.HK,1,0,0,1,1,1,4,25.00%,
1277.HK,0,0,0,0,0,1,1,0.00%,
1280.HK,2,0,1,1,0,0,4,75.00%,
1286.HK,0,0,0,0,1,0,1,0.00%,
1302.HK,0,0,1,0,5,1,7,14.29%,
1310.HK,1,1,1,0,2,0,5,60.00%,
1313.HK,2,1,1,0,4,0,8,50.00%,
1316.HK,2,0,0,1,2,1,6,33.33%,
1330.HK,2,0,0,0,0,0,2,100.00%,
1333.HK,0,1,0,0,0,0,1,100.00%,
1341.HK,0,0,0,0,1,1,2,0.00%,
1345.HK,1,1,0,0,2,0,4,50.00%,
1358.HK,0,0,0,1,0,2,3,0.00%,
1359.HK,0,0,1,0,2,1,4,25.00%,
1361.HK,1,0,0,1,1,0,3,33.33%,
1368.HK,2,0,0,2,2,1,7,28.57%,
1375.HK,0,0,0,0,1,1,2,0.00%,
1382.HK,1,1,0,0,4,1,7,28.57%,
1385.HK,1,0,0,2,2,1,6,16.67%,
1415.HK,2,0,0,0,2,0,4,50.00%,
1428.HK,0,0,0,1,0,0,1,0.00%,
1440.HK,1,0,0,0,0,0,1,100.00%,
1448.HK,1,1,0,0,6,0,8,25.00%,
1456.HK,1,0,3,0,1,2,7,57.14%,
1458.HK,0,1,0,1,1,0,3,33.33%,
1475.HK,0,0,0,1,1,1,3,0.00%,
1477.HK,0,0,0,0,4,0,4,0.00%,
1478.HK,2,0,1,0,2,0,5,60.00%,
1501.HK,1,0,0,0,0,0,1,100.00%,
1508.HK,0,0,0,0,1,0,1,0.00%,
1513.HK,1,0,0,0,1,1,3,33.33%,
1515.HK,1,0,0,0,4,0,5,20.00%,
1516.HK,1,0,0,0,0,0,1,100.00%,
1521.HK,1,0,0,1,1,0,3,33.33%,
1523.HK,2,0,0,0,0,0,2,100.00%,
1551.HK,0,0,0,0,0,1,1,0.00%,
1571.HK,1,0,0,0,2,0,3,33.33%,
1578.HK,0,0,0,0,0,1,1,0.00%,
1579.HK,4,0,0,0,3,0,7,57.14%,
1600.HK,1,0,0,0,0,1,2,50.00%,
1606.HK,0,0,0,1,0,0,1,0.00%,
1610.HK,1,0,0,0,3,1,5,20.00%,
1611.HK,1,0,0,0,3,1,5,20.00%,
1618.HK,3,0,0,0,6,0,9,33.33%,
1635.HK,0,0,0,1,2,0,3,0.00%,
1640.HK,1,0,0,0,0,0,1,100.00%,
1651.HK,1,0,0,0,2,0,3,33.33%,
1660.HK,0,0,0,0,2,0,2,0.00%,
1666.HK,1,0,0,1,3,0,5,20.00%,
1672.HK,0,0,0,0,1,2,3,0.00%,
1675.HK,0,0,0,0,2,0,2,0.00%,
1681.HK,1,0,0,0,4,1,6,16.67%,
1686.HK,4,2,0,0,2,0,8,75.00%,
1691.HK,0,1,0,0,2,1,4,25.00%,
1696.HK,0,0,0,1,2,0,3,0.00%,
1709.HK,1,0,0,0,2,0,3,33.33%,
1717.HK,1,0,0,0,1,1,3,33.33%,
1730.HK,0,0,0,0,1,0,1,0.00%,
1755.HK,0,0,0,0,2,0,2,0.00%,
1766.HK,1,0,1,0,3,1,6,33.33%,
1772.HK,1,0,0,0,0,1,2,50.00%,
1773.HK,3,0,0,0,0,0,3,100.00%,
1782.HK,1,0,0,0,4,0,5,20.00%,
1789.HK,2,0,0,1,1,0,4,50.00%,
1797.HK,1,1,0,0,2,0,4,50.00%,
1798.HK,1,1,0,0,2,0,4,50.00%,
1799.HK,0,0,0,0,1,0,1,0.00%,
1800.HK,0,0,0,0,1,0,1,0.00%,
1809.HK,0,0,0,0,2,0,2,0.00%,
1811.HK,0,0,0,0,2,0,2,0.00%,
1815.HK,0,0,0,0,0,3,3,0.00%,
1836.HK,1,0,2,2,3,0,8,37.50%,
1837.HK,1,0,0,1,2,0,4,25.00%,
1848.HK,0,0,0,0,2,0,2,0.00%,
1857.HK,0,0,0,0,1,0,1,0.00%,
1860.HK,1,0,1,0,0,0,2,100.00%,
1866.HK,2,0,2,0,1,1,6,66.67%,
1872.HK,1,1,0,1,0,0,3,66.67%,
1873.HK,0,0,0,0,3,0,3,0.00%,
1877.HK,0,0,1,1,0,1,3,33.33%,
1880.HK,1,0,0,0,1,1,3,33.33%,
1883.HK,0,0,0,1,0,0,1,0.00%,
1890.HK,1,0,0,1,1,0,3,33.33%,
1896.HK,0,0,0,1,1,1,3,0.00%,
1899.HK,0,0,0,1,0,0,1,0.00%,
1905.HK,1,0,0,0,1,0,2,50.00%,
1907.HK,1,0,0,0,1,1,3,33.33%,
1910.HK,3,0,0,0,1,0,4,75.00%,
1911.HK,1,0,0,0,2,0,3,33.33%,
1931.HK,1,0,0,0,3,0,4,25.00%,
1939.HK,0,0,0,0,1,0,1,0.00%,
1948.HK,0,0,0,0,1,0,1,0.00%,
1951.HK,2,0,0,0,0,0,2,100.00%,
1952.HK,1,0,1,0,1,0,3,66.67%,
1958.HK,1,0,0,0,1,1,3,33.33%,
1963.HK,2,0,0,1,1,1,5,40.00%,
1969.HK,1,0,1,0,0,0,2,100.00%,
1979.HK,0,0,0,0,1,0,1,0.00%,
1981.HK,0,0,0,0,2,0,2,0.00%,
1982.HK,0,0,0,0,0,1,1,0.00%,
1995.HK,0,0,0,0,2,0,2,0.00%,
1999.HK,0,0,0,1,2,1,4,0.00%,
2001.HK,0,0,0,1,0,0,1,0.00%,
2005.HK,4,0,1,0,1,1,7,71.43%,
2013.HK,0,0,0,0,3,0,3,0.00%,
2016.HK,0,0,0,0,1,1,2,0.00%,
2038.HK,2,0,1,0,6,0,9,33.33%,
2039.HK,0,0,1,0,5,1,7,14.29%,
2066.HK,2,0,0,0,0,1,3,66.67%,
2111.HK,1,0,0,0,0,0,1,100.00%,
2121.HK,0,0,1,2,0,1,4,25.00%,
2128.HK,1,0,0,0,6,0,7,14.29%,
2142.HK,2,0,0,0,0,1,3,66.67%,
2145.HK,0,0,0,0,2,0,2,0.00%,
2155.HK,0,0,0,0,1,0,1,0.00%,
2157.HK,0,1,0,0,3,0,4,25.00%,
2158.HK,1,0,1,0,2,0,4,50.00%,
2160.HK,1,0,0,0,2,0,3,33.33%,
2161.HK,1,0,0,0,0,1,2,50.00%,
2162.HK,1,0,0,0,0,1,2,50.00%,
2172.HK,0,0,0,1,1,0,2,0.00%,
2179.HK,0,0,0,0,1,0,1,0.00%,
2181.HK,0,0,0,0,0,2,2,0.00%,
2186.HK,0,0,0,0,1,0,1,0.00%,
2190.HK,1,0,0,0,0,0,1,100.00%,
2196.HK,3,0,0,1,4,2,10,30.00%,
2197.HK,1,0,0,0,1,0,2,50.00%,
2198.HK,0,0,0,0,2,0,2,0.00%,
2208.HK,2,0,0,0,1,0,3,66.67%,
2209.HK,0,0,0,0,1,0,1,0.00%,
2225.HK,0,0,0,1,0,0,1,0.00%,
2233.HK,5,0,0,0,2,0,7,71.43%,
2238.HK,5,2,0,3,7,2,19,36.84%,
2245.HK,0,0,0,1,0,0,1,0.00%,
2252.HK,1,1,0,1,0,0,3,66.67%,
2255.HK,1,0,0,1,1,1,4,25.00%,
2273.HK,0,1,0,1,1,0,3,33.33%,
2276.HK,0,0,0,0,1,0,1,0.00%,
2283.HK,0,0,0,0,0,1,1,0.00%,
2285.HK,0,0,0,0,1,0,1,0.00%,
2299.HK,1,1,0,0,1,1,4,50.00%,
2302.HK,4,0,0,0,2,0,6,66.67%,
2314.HK,3,0,0,2,2,1,8,37.50%,
2315.HK,1,0,0,0,0,0,1,100.00%,
2338.HK,2,0,0,0,9,2,13,15.38%,
2342.HK,5,2,0,0,3,1,11,63.64%,
2343.HK,4,0,0,1,5,2,12,33.33%,
2356.HK,1,0,0,0,3,0,4,25.00%,
2357.HK,4,1,0,1,5,0,11,45.45%,
2360.HK,0,0,0,1,0,0,1,0.00%,
2362.HK,2,1,1,0,4,1,9,44.44%,
2368.HK,0,0,0,0,3,0,3,0.00%,
2385.HK,2,0,0,0,0,0,2,100.00%,
2386.HK,3,1,0,1,2,0,7,57.14%,
2390.HK,1,0,0,0,0,1,2,50.00%,
2410.HK,0,0,0,0,0,1,1,0.00%,
2411.HK,0,0,0,0,1,0,1,0.00%,
2419.HK,0,0,0,0,1,0,1,0.00%,
2429.HK,0,0,0,0,0,1,1,0.00%,
2469.HK,0,0,0,0,0,1,1,0.00%,
2473.HK,1,0,0,0,0,0,1,100.00%,
2498.HK,0,0,1,0,0,0,1,100.00%,
2511.HK,1,0,0,0,0,1,2,50.00%,
2517.HK,0,0,0,1,0,0,1,0.00%,
2518.HK,2,0,0,0,4,0,6,33.33%,
2533.HK,1,0,0,0,0,0,1,100.00%,
2552.HK,1,0,0,1,1,0,3,33.33%,
2555.HK,0,1,0,0,1,0,2,50.00%,
2570.HK,0,0,0,0,1,0,1,0.00%,
2598.HK,0,0,0,0,0,1,1,0.00%,
2616.HK,0,0,0,1,0,0,1,0.00%,
2660.HK,1,0,0,0,1,1,3,33.33%,
2678.HK,1,0,0,0,3,2,6,16.67%,
2689.HK,0,1,0,1,2,2,6,16.67%,
2727.HK,1,1,0,0,2,0,4,50.00%,
2858.HK,1,0,0,0,1,0,2,50.00%,
2866.HK,2,0,0,0,4,0,6,33.33%,
2880.HK,1,0,0,0,1,2,4,25.00%,
2883.HK,1,0,2,0,3,0,6,50.00%,
3323.HK,2,1,0,0,3,2,8,37.50%,
3330.HK,0,0,0,0,2,2,4,0.00%,
3336.HK,2,0,0,0,4,2,8,25.00%,
3337.HK,1,1,0,0,2,0,4,50.00%,
3339.HK,0,0,0,0,3,0,3,0.00%,
3347.HK,0,0,1,0,1,1,3,33.33%,
3369.HK,1,1,0,1,0,0,3,66.67%,
3382.HK,2,0,0,0,1,1,4,50.00%,
3396.HK,1,0,0,0,1,1,3,33.33%,
3600.HK,2,0,1,0,1,0,4,75.00%,
3613.HK,0,1,1,0,3,1,6,33.33%,
3618.HK,0,0,0,0,5,1,6,0.00%,
3633.HK,1,1,0,0,4,2,8,25.00%,
3660.HK,0,0,0,0,1,0,1,0.00%,
3669.HK,1,1,0,0,3,0,5,40.00%,
3681.HK,0,1,0,0,1,0,2,50.00%,
3698.HK,1,0,0,0,2,0,3,33.33%,
3700.HK,1,0,0,0,2,0,3,33.33%,
3759.HK,0,0,0,1,1,1,3,0.00%,
3788.HK,0,0,0,0,1,0,1,0.00%,
3798.HK,0,1,0,0,0,0,1,100.00%,
3813.HK,1,0,0,0,2,1,4,25.00%,
3818.HK,1,0,0,0,3,0,4,25.00%,
3833.HK,1,0,1,0,6,2,10,20.00%,
3866.HK,1,0,0,0,1,0,2,50.00%,
3868.HK,2,0,0,0,1,0,3,66.67%,
3877.HK,1,0,0,3,0,0,4,25.00%,
3896.HK,1,0,0,0,1,0,2,50.00%,
3898.HK,4,0,0,0,3,1,8,50.00%,
3899.HK,2,0,0,0,4,0,6,33.33%,
3918.HK,1,0,0,1,4,1,7,14.29%,
3931.HK,1,1,0,0,0,1,3,66.67%,
3969.HK,3,0,0,0,0,1,4,75.00%,
3983.HK,1,0,0,1,1,1,4,25.00%,
3996.HK,0,0,0,0,1,1,2,0.00%,
6055.HK,0,0,1,0,4,0,5,20.00%,
6060.HK,1,0,0,0,1,1,3,33.33%,
6198.HK,3,0,0,0,2,1,6,50.00%,
6288.HK,2,0,0,0,0,0,2,100.00%,
6606.HK,1,0,0,0,1,1,3,33.33%,
6616.HK,0,0,0,0,1,0,1,0.00%,
6655.HK,1,0,0,0,0,0,1,100.00%,
6683.HK,0,0,0,0,1,0,1,0.00%,
6808.HK,2,1,0,0,4,0,7,42.86%,
6865.HK,0,3,0,0,3,1,7,42.86%,
6869.HK,1,0,0,0,1,1,3,33.33%,
6889.HK,0,1,0,0,2,0,3,33.33%,
6896.HK,1,0,1,0,1,0,3,66.67%,
6929.HK,1,0,0,0,0,0,1,100.00%,
6963.HK,0,0,1,0,0,0,1,100.00%,
6993.HK,0,0,0,0,3,0,3,0.00%,
8137.HK,1,0,0,0,0,3,4,25.00%,
8279.HK,0,0,0,0,2,0,2,0.00%,
8299.HK,2,0,0,0,1,1,4,50.00%,
9663.HK,0,0,0,1,0,0,1,0.00%,
9676.HK,0,0,0,0,0,1,1,0.00%,
9858.HK,1,0,0,0,1,0,2,50.00%,
9890.HK,0,0,0,0,0,1,1,0.00%,
9898.HK,0,0,0,0,2,0,2,0.00%,
9911.HK,2,0,0,0,0,0,2,100.00%,
9933.HK,1,0,0,0,1,1,3,33.33%,
9956.HK,0,0,0,0,1,0,1,0.00%,
9996.HK,1,0,0,0,0,1,2,50.00%,
9997.HK,1,1,0,0,1,0,3,66.67%,
,569,119,80,166,890,231,2055,37.37%,296
