股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值,type
02105.HK,來凱醫藥－Ｂ,050204,15.010,+0.080,+0.536%,2.25百萬,3.37千萬,無盈利,7.15,0.00%,67.01億,02105.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02105.HK,1.84千萬,N/A,-3.24億,N/A,-4.04億,N/A,-1.842,N/A,2023/12,2105.HK,6701000000.000001,M
02111.HK,超盈國際控股,020603,3.220,+0.120,+3.871%,44.60萬,1.39百萬,5.51,0.97,9.08%,33.48億,02111.HK,1.37,0.89,5.80%,10.79%,23.89%,8.26%,50.00%,51.31%,2023/12,02111.HK,42.01億,-6.000%,3.85億,9.173%,3.47億,8.259%,0.334,15.954%,2023/12,2111.HK,3347999999.9999995,M
02157.HK,樂普生物－Ｂ,050201,5.120,+0.200,+4.065%,1.26千萬,6.31千萬,無盈利,11.72,0.00%,92.39億,02157.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02157.HK,2.47億,"1,306.000%",5.26百萬,2.128%,-2.42千萬,-9.805%,-0.011,97.686%,2023/12,2157.HK,9239000000.0,M
02158.HK,醫渡科技,050102,5.870,+0.020,+0.342%,6.61百萬,3.87千萬,無盈利,1.48,0.00%,60.38億,02158.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02158.HK,8.71億,-5.000%,-2.37億,-27.249%,-2.10億,-24.154%,-0.205,71.541%,2024/03,2158.HK,6038000000.0,M
02160.HK,微創心通－Ｂ－新,050203,3.480,-0.020,-0.571%,98.50萬,3.38百萬,無盈利,0.72,0.00%,44.31億,02160.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02160.HK,3.69億,30.000%,-3.44億,-93.289%,-5.17億,-140.248%,-0.219,-2.287%,2023/12,2160.HK,4431000000.0,M
02171.HK,科濟藥業－Ｂ,050204,16.120,+0.660,+4.269%,4.61百萬,7.34千萬,無盈利,10.54,0.00%,91.93億,02171.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02171.HK,0.00,N/A,-8.41億,N/A,-8.20億,N/A,-1.469,19.623%,2023/12,2171.HK,9193000000.0,M
02172.HK,微創腦科學,050101,11.440,-0.030,-0.262%,4.77百萬,5.57千萬,24.51,3.63,1.66%,65.89億,02172.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02172.HK,7.30億,18.000%,2.41億,33.025%,1.60億,21.866%,0.274,N/A,2023/12,2172.HK,6589000000.0,M
02186.HK,綠葉製藥,050201,2.470,+0.040,+1.646%,1.26千萬,3.08千萬,18.52,0.62,0.00%,98.66億,02186.HK,1.32,1.21,2.09%,4.25%,68.44%,8.67%,N/A,67.22%,2023/12,02186.HK,67.34億,N/A,7.67億,11.384%,5.84億,8.670%,0.157,-20.104%,2023/12,2186.HK,9866000000.0,M
02190.HK,歸創通橋,050203,21.240,-0.120,-0.562%,60.22萬,1.28千萬,64.40,2.10,0.51%,69.99億,02190.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02190.HK,5.79億,53.000%,-1.72億,-29.658%,-8.63千萬,-14.919%,-0.263,31.408%,2023/12,2190.HK,6998999999.999999,M
02192.HK,醫脈通,050102,8.940,+0.140,+1.591%,1.87百萬,1.67千萬,19.45,1.28,3.13%,66.06億,02192.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02192.HK,4.52億,27.000%,2.77億,61.438%,2.66億,58.810%,0.368,98.605%,2023/12,2192.HK,6606000000.0,M
02198.HK,中國三江化工,080101,4.360,+0.080,+1.869%,6.17百萬,2.65千萬,8.91,0.99,0.00%,51.88億,02198.HK,0.51,0.35,0.44%,2.09%,1.48%,0.70%,N/A,234.47%,2023/12,02198.HK,143.91億,44.000%,2.22千萬,0.154%,1.00億,0.697%,0.086,N/A,2023/12,2198.HK,5188000000.0,M
02238.HK,廣汽集團,020101,3.480,+0.050,+1.458%,1.04千萬,3.56千萬,41.28,0.30,1.57%,97.91億,02238.HK,1.31,1.09,2.03%,3.83%,4.26%,3.41%,35.71%,25.96%,2023/12,02238.HK,"1,421.84億",14.000%,-53.08億,-3.733%,48.55億,3.415%,0.460,-46.997%,2023/12,2238.HK,9791000000.0,M
02255.HK,海昌海洋公園,100401,0.520,+0.010,+1.961%,6.96百萬,3.60百萬,無盈利,2.30,0.00%,68.71億,02255.HK,0.93,0.91,-1.71%,-8.16%,25.18%,-10.86%,N/A,260.72%,2023/12,02255.HK,19.92億,122.000%,-2.04億,-10.243%,-2.16億,-10.857%,-0.027,86.359%,2023/12,2255.HK,6870999999.999999,M
02256.HK,和譽－Ｂ,050204,12.320,+0.200,+1.650%,1.45百萬,1.78千萬,125.20,3.87,0.00%,82.83億,02256.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02256.HK,2.09千萬,N/A,-4.73億,"-2,264.339%",-4.73億,"-2,264.339%",-0.734,18.618%,2023/12,2256.HK,8283000000.0,M
02273.HK,固生堂,050102,28.300,+1.820,+6.873%,3.78百萬,1.06億,21.08,2.70,1.91%,65.01億,02273.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02273.HK,25.47億,38.000%,3.11億,12.227%,2.76億,10.855%,1.162,30.383%,2023/12,2273.HK,6501000000.000001,M
02291.HK,心泰醫療,050101,15.260,-0.170,-1.102%,15.40萬,2.36百萬,20.26,2.49,4.42%,52.91億,02291.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02291.HK,3.57億,27.000%,1.74億,48.691%,1.66億,46.497%,0.482,N/A,2023/12,2291.HK,5291000000.0,M
02299.HK,百宏實業,020603,4.600,+0.050,+1.099%,4.00千,1.85萬,12.25,0.83,0.00%,97.11億,02299.HK,0.85,0.57,1.35%,3.45%,5.91%,1.99%,N/A,6.88%,2023/12,02299.HK,194.64億,10.000%,5.83億,2.994%,3.87億,1.990%,0.186,-46.712%,2023/12,2299.HK,9711000000.0,M
02302.HK,中核國際,080402,6.900,-0.200,-2.817%,1.76百萬,1.20千萬,17.31,5.01,0.00%,33.75億,02302.HK,1.66,0.81,10.73%,23.10%,21.87%,18.30%,N/A,40.55%,2023/12,02302.HK,5.81億,-35.000%,9.09千萬,15.654%,1.06億,18.300%,0.217,31.515%,2023/12,2302.HK,3375000000.0,M
02315.HK,百奧賽圖－Ｂ,050204,57.700,+3.450,+6.359%,60.75萬,3.47千萬,643.97,25.98,0.00%,63.92億,02315.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02315.HK,7.86億,30.000%,-2.96億,-37.701%,-4.20億,-53.417%,-1.052,40.959%,2023/12,2315.HK,6392000000.0,M
02339.HK,京西國際,020102,4.990,+0.310,+6.624%,3.22百萬,1.60千萬,無盈利,5.73,0.00%,64.48億,02339.HK,1.52,1.26,-2.83%,-6.48%,14.72%,-2.04%,N/A,35.12%,2023/12,02339.HK,27.09億,9.000%,-7.55千萬,-2.787%,-5.53千萬,-2.042%,-0.094,"-1,032.941%",2023/12,2339.HK,6448000000.0,M
02342.HK,京信通信,070301,1.730,-0.060,-3.352%,9.06百萬,1.57千萬,無盈利,1.80,0.00%,54.22億,02342.HK,1.30,1.05,0.07%,0.19%,27.79%,0.11%,500.00%,23.41%,2023/12,02342.HK,59.82億,-6.000%,5.47千萬,0.914%,6.70百萬,0.112%,0.002,-96.491%,2023/12,2342.HK,5422000000.0,M
02362.HK,金川國際,080402,0.640,0.000,0.000%,0.00,0.00,無盈利,1.14,0.31%,84.05億,02362.HK,1.07,0.61,-0.53%,-1.29%,11.07%,-1.81%,-28.45%,50.94%,2023/12,02362.HK,49.90億,-27.000%,2.11億,4.230%,-9.03千萬,-1.809%,-0.007,N/A,2023/12,2362.HK,8405000000.0,M
02408.HK,遇見小麵,100402,4.690,+0.020,+0.428%,11.50萬,53.90萬,N/A,N/A,0.00%,33.33億,02408.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02408.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2408.HK,3333000000.0,M
02410.HK,同源康醫藥－Ｂ,050201,10.840,+0.040,+0.370%,1.43百萬,1.54千萬,無盈利,8.06,0.00%,41.20億,02410.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02410.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2410.HK,4120000000.0000005,M
02411.HK,百果園集團,020702,1.580,0.000,0.000%,39.30萬,61.08萬,無盈利,0.87,0.45%,31.61億,02411.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02411.HK,124.86億,-2.000%,4.57億,3.658%,3.97億,3.176%,0.252,3.575%,2023/12,2411.HK,3161000000.0,M
02427.HK,GUANZE,050101,3.620,-0.150,-3.979%,99.50萬,3.62百萬,185.64,12.47,0.00%,34.39億,02427.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02427.HK,1.71億,-14.000%,4.24千萬,24.764%,3.02千萬,17.663%,0.033,45.758%,2023/12,2427.HK,3439000000.0,M
02431.HK,佑駕創新,070203,11.460,+0.210,+1.867%,1.92百萬,2.18千萬,無盈利,3.79,0.00%,37.23億,02431.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02431.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2431.HK,3722999999.9999995,M
02436.HK,凌雄科技,070303,12.400,0.000,0.000%,0.00,0.00,無盈利,5.77,0.00%,43.80億,02436.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02436.HK,19.66億,4.000%,-1.41億,-7.169%,-1.44億,-7.321%,-0.471,N/A,2023/12,2436.HK,4380000000.0,M
02442.HK,怡俊集團控股,100106,22.000,+8.980,+68.971%,1.25百萬,2.35千萬,無盈利,40.42,0.00%,89.76億,02442.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02442.HK,3.53億,4.000%,4.30千萬,12.178%,3.58千萬,10.151%,0.088,-35.772%,2024/06,2442.HK,8976000000.0,M
02451.HK,綠源集團控股,020101,16.100,+0.310,+1.963%,14.50萬,2.34百萬,51.23,4.15,0.93%,66.04億,02451.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02451.HK,55.72億,N/A,1.54億,2.762%,1.60億,2.865%,0.005,N/A,2023/12,2451.HK,6604000000.000001,M
02479.HK,天聚地合,070205,65.000,0.000,0.000%,0.00,0.00,N/A,N/A,0.00%,32.58億,02479.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02479.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2479.HK,3258000000.0,M
02480.HK,綠竹生物－Ｂ,050201,23.000,0.000,0.000%,8.60千,19.78萬,無盈利,5.09,0.00%,45.75億,02480.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02480.HK,4.19千萬,N/A,-2.44億,N/A,-2.73億,N/A,-1.370,N/A,2023/12,2480.HK,4575000000.0,M
02490.HK,樂艙物流,100507,5.770,-0.010,-0.173%,37.65萬,2.18百萬,7.85,2.07,5.11%,33.04億,02490.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02490.HK,13.58億,N/A,1.35億,9.909%,1.30億,9.599%,0.493,N/A,2023/12,2490.HK,3304000000.0,M
02509.HK,荃信生物－Ｂ,050201,18.110,+0.300,+1.684%,1.66萬,29.79萬,無盈利,16.52,0.00%,40.67億,02509.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02509.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2509.HK,4067000000.0,M
02552.HK,華領醫藥－Ｂ,050204,3.230,-0.020,-0.615%,2.17百萬,6.93百萬,無盈利,N/A,0.00%,34.13億,02552.HK,6.24,6.06,-12.24%,-208.83%,48.78%,-275.73%,N/A,165.85%,2023/12,02552.HK,8.40千萬,322.000%,-2.32億,-275.726%,-2.32億,-275.726%,-0.241,-1.799%,2023/12,2552.HK,3413000000.0000005,M
02555.HK,茶百道,020205,5.830,+0.350,+6.387%,1.87千萬,1.13億,16.29,2.07,10.40%,86.15億,02555.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02555.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2555.HK,8615000000.0,M
02556.HK,邁富時,070203,32.680,+0.660,+2.061%,1.93百萬,6.17千萬,無盈利,11.03,0.00%,83.47億,02556.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02556.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2556.HK,8347000000.0,M
02561.HK,維昇藥業－Ｂ,050201,30.740,-0.340,-1.094%,1.61萬,48.63萬,無盈利,4.13,0.00%,35.02億,02561.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02561.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2561.HK,3502000000.0000005,M
02575.HK,軒竹生物－Ｂ,050201,48.080,-1.920,-3.840%,35.90萬,1.73千萬,N/A,N/A,0.00%,77.27億,02575.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02575.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2575.HK,7727000000.0,M
02579.HK,中偉新材,080101,33.160,-0.980,-2.871%,2.26百萬,7.44千萬,N/A,N/A,0.00%,34.56億,02579.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02579.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2579.HK,3456000000.0,M
02582.HK,國富氫能,060101,32.200,+1.760,+5.782%,6.80百萬,2.15億,無盈利,3.20,0.00%,31.09億,02582.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02582.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2582.HK,3109000000.0,M
02583.HK,西普尼,020604,115.200,+0.200,+0.174%,26.29萬,3.24千萬,N/A,N/A,0.00%,67.77億,02583.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02583.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2583.HK,6777000000.0,M
02585.HK,夢金園,020604,22.540,-0.760,-3.262%,18.38萬,4.15百萬,26.05,2.35,1.44%,61.54億,02585.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02585.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2585.HK,6154000000.0,M
02589.HK,滬上阿姨,020205,80.300,+1.950,+2.489%,21.38萬,1.72千萬,N/A,N/A,0.00%,47.72億,02589.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02589.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2589.HK,4772000000.0,M
02631.HK,天岳先進,070101,56.100,+2.200,+4.082%,55.31萬,3.06千萬,N/A,N/A,0.00%,30.80億,02631.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02631.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2631.HK,3080000000.0,M
02657.HK,林清軒,020305,65.800,+3.800,+6.129%,22.21萬,1.48千萬,N/A,N/A,0.00%,71.19億,02657.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02657.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2657.HK,7119000000.0,M
02678.HK,天虹國際集團,020603,6.450,-0.090,-1.376%,26.80萬,1.73百萬,10.06,0.58,3.10%,59.14億,02678.HK,1.28,0.66,-1.65%,-4.11%,6.44%,-1.65%,N/A,86.70%,2023/12,02678.HK,249.11億,-7.000%,4.27億,1.715%,-4.12億,-1.653%,-0.449,N/A,2023/12,2678.HK,5914000000.0,M
02687.HK,卓越睿新,100104,135.700,-4.500,-3.210%,9.47萬,1.33千萬,N/A,N/A,0.00%,84.07億,02687.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02687.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2687.HK,8406999999.999999,M
02720.HK,樂欣戶外,020501,26.000,-0.700,-2.622%,8.75萬,2.30百萬,N/A,N/A,0.00%,33.33億,02720.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02720.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2720.HK,3333000000.0,M
02722.HK,重慶機電,060203,2.760,-0.030,-1.075%,2.14千萬,5.81千萬,22.17,1.18,1.38%,30.37億,02722.HK,1.60,1.27,1.74%,3.94%,19.21%,3.77%,25.00%,46.56%,2023/12,02722.HK,88.34億,8.000%,4.12億,4.669%,3.33億,3.768%,0.088,-2.828%,2023/12,2722.HK,3037000000.0,M
02866.HK,中遠海發,100507,1.230,+0.010,+0.820%,6.51千萬,7.96千萬,9.28,0.52,3.38%,42.38億,02866.HK,0.59,0.53,1.12%,4.81%,27.68%,9.06%,30.77%,307.77%,2023/12,02866.HK,170.28億,-40.000%,-2.17億,-1.275%,15.43億,9.062%,0.114,-65.176%,2023/12,2866.HK,4238000000.0000005,M
02880.HK,遼港股份,100507,0.950,-0.010,-1.042%,2.85百萬,2.73百萬,18.70,0.54,2.76%,49.01億,02880.HK,1.95,1.93,2.38%,3.39%,27.74%,10.99%,31.83%,27.55%,2023/12,02880.HK,133.95億,-2.000%,21.98億,16.411%,14.72億,10.991%,0.066,16.607%,2023/12,2880.HK,4901000000.0,M
02918.HK,微創心通－Ｂ－舊,050203,3.690,0.000,0.000%,0.00,0.00,N/A,N/A,0.00%,46.99億,02918.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02918.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2918.HK,4699000000.0,M
03200.HK,大族數控,060102,113.200,+4.200,+3.853%,65.41萬,7.20千萬,N/A,N/A,0.00%,65.68億,03200.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03200.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,3200.HK,6568000000.000001,M
03336.HK,巨騰國際,070303,2.580,-0.060,-2.273%,6.15百萬,1.59千萬,無盈利,0.67,0.00%,30.96億,03336.HK,1.20,0.87,-1.90%,-4.22%,7.32%,-3.33%,N/A,59.99%,2023/12,03336.HK,69.36億,-15.000%,-1.67億,-2.402%,-2.31億,-3.328%,-0.273,N/A,2023/12,3336.HK,3096000000.0,M
03337.HK,安東油田服務,030202,1.050,-0.040,-3.670%,1.73千萬,1.87千萬,11.56,0.84,2.60%,31.52億,03337.HK,1.35,1.17,2.00%,6.17%,29.82%,4.43%,19.26%,77.74%,2023/12,03337.HK,48.61億,22.000%,6.58億,13.545%,2.15億,4.431%,0.074,-35.250%,2023/12,3337.HK,3152000000.0,M
03347.HK,泰格醫藥,050204,43.000,+0.980,+2.332%,1.09百萬,4.62千萬,86.14,1.69,0.76%,52.94億,03347.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03347.HK,80.94億,1.000%,26.14億,32.300%,22.21億,27.444%,2.565,-2.411%,2023/12,3347.HK,5294000000.0,M
03382.HK,天津港發展,100507,0.700,+0.010,+1.449%,1.25百萬,86.22萬,6.24,0.31,6.40%,43.11億,03382.HK,1.57,1.56,1.79%,5.35%,27.42%,5.40%,40.08%,46.26%,2023/12,03382.HK,134.84億,3.000%,16.50億,12.235%,7.29億,5.403%,0.118,110.714%,2023/12,3382.HK,4311000000.0,M
03600.HK,現代牙科,050101,5.760,+0.040,+0.699%,60.20萬,3.41百萬,13.34,2.00,2.99%,53.85億,03600.HK,2.83,2.53,10.22%,15.35%,53.61%,12.74%,35.38%,32.37%,2023/12,03600.HK,31.72億,12.000%,5.10億,16.074%,4.04億,12.739%,0.424,83.550%,2023/12,3600.HK,5385000000.0,M
03613.HK,同仁堂國藥,050103,8.530,0.000,0.000%,48.40萬,4.11百萬,14.27,1.75,4.10%,71.40億,03613.HK,11.65,8.59,12.19%,13.98%,68.67%,35.44%,50.77%,3.41%,2023/12,03613.HK,15.25億,-11.000%,6.24億,40.929%,5.40億,35.437%,0.650,-15.584%,2023/12,3613.HK,7140000000.000001,M
03633.HK,中裕能源,120102,2.990,-0.030,-0.993%,2.34千萬,7.14千萬,56.95,1.13,0.67%,82.17億,03633.HK,0.55,0.48,0.93%,3.20%,14.01%,1.81%,N/A,158.73%,2023/12,03633.HK,136.44億,4.000%,5.54億,4.058%,2.47億,1.808%,0.087,42.345%,2023/12,3633.HK,8217000000.0,M
03759.HK,康龍化成,050204,19.440,-0.320,-1.619%,5.56百萬,1.09億,18.04,2.38,1.13%,68.57億,03759.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03759.HK,126.48億,9.000%,20.17億,15.947%,17.55億,13.877%,0.990,13.259%,2023/12,3759.HK,6856999999.999999,M
03788.HK,罕王黃金,080403,4.270,-0.070,-1.613%,9.71百萬,4.09千萬,42.62,5.49,0.94%,95.69億,03788.HK,0.81,0.70,4.20%,10.81%,20.54%,5.01%,46.19%,56.20%,2023/12,03788.HK,33.19億,13.000%,2.28億,6.861%,1.66億,5.013%,0.087,N/A,2023/12,3788.HK,9569000000.0,M
03969.HK,中國通號,060202,3.750,-0.070,-1.832%,4.83百萬,1.81千萬,10.98,0.82,4.96%,73.83億,03969.HK,1.40,1.35,2.92%,7.90%,25.93%,9.38%,53.13%,13.42%,2023/12,03969.HK,406.55億,-10.000%,51.09億,12.567%,38.12億,9.376%,0.351,-5.772%,2023/12,3969.HK,7383000000.0,M
03983.HK,中海石油化學,080102,3.240,-0.220,-6.358%,3.41千萬,1.10億,13.11,0.76,4.06%,58.19億,03983.HK,4.95,4.64,9.79%,13.01%,15.87%,18.33%,39.81%,11.05%,2023/12,03983.HK,142.39億,-11.000%,19.77億,13.884%,26.11億,18.335%,0.570,40.360%,2023/12,3983.HK,5819000000.0,M
06090.HK,不同集團,020304,90.000,-0.600,-0.662%,26.76萬,2.47千萬,N/A,N/A,0.00%,81.68億,06090.HK,0.55,0.55,4.61%,10.40%,68.47%,39.58%,11.76%,109.19%,2022/12,06090.HK,10.50億,27.000%,5.03億,47.850%,4.16億,39.582%,0.495,36.741%,2022/12,6090.HK,8168000000.000001,M
06166.HK,劍橋科技,070301,78.250,-2.150,-2.674%,3.36百萬,2.62億,N/A,N/A,0.00%,60.30億,06166.HK,1.96,0.37,1.17%,2.78%,64.14%,11.21%,N/A,86.45%,2021/12,06166.HK,18.71億,-34.000%,3.64億,19.433%,2.10億,11.213%,0.122,-79.856%,2021/12,6166.HK,6030000000.0,M
06168.HK,周六福,020604,21.700,+0.420,+1.974%,27.07萬,5.79百萬,N/A,N/A,0.00%,59.39億,06168.HK,0.22,0.22,-92.00%,35.39%,21.21%,-289.56%,N/A,-82.72%,2022/12,06168.HK,9.67千萬,33.000%,-1.70億,-175.793%,-2.80億,-289.564%,-0.098,-875.202%,2022/12,6168.HK,5939000000.0,M
06198.HK,青島港,100507,7.410,+0.140,+1.926%,2.79百萬,2.05千萬,8.64,1.06,4.64%,81.44億,06198.HK,1.73,1.72,8.17%,12.22%,35.61%,27.09%,38.51%,6.25%,2023/12,06198.HK,199.21億,-8.000%,74.03億,37.160%,53.97億,27.091%,0.833,5.501%,2023/12,6198.HK,8144000000.0,M
06288.HK,FAST,100301,30.280,-0.720,-2.323%,300.00,9.00千,40.48,8.00,0.85%,96.36億,06288.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06288.HK,"1,655.74億",11.000%,267.21億,16.138%,198.44億,11.985%,0.647,24.599%,2024/08,6288.HK,9636000000.0,M
06601.HK,朝雲集團,020301,2.250,-0.030,-1.316%,1.30百萬,2.91百萬,13.87,0.94,5.90%,30.00億,06601.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06601.HK,17.71億,8.000%,2.38億,13.448%,1.92億,10.833%,0.144,157.232%,2023/12,6601.HK,3000000000.0,M
06603.HK,IFBH,020205,13.200,+1.550,+13.305%,2.04千萬,2.72億,18.33,2.65,1.53%,34.96億,06603.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06603.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,6603.HK,3496000000.0,M
06669.HK,先瑞達醫療－Ｂ,050203,11.550,+0.050,+0.435%,30.90萬,3.57百萬,62.53,2.52,0.00%,36.20億,06669.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06669.HK,5.19億,16.000%,2.74千萬,5.278%,1.59千萬,3.057%,0.055,-78.876%,2023/12,6669.HK,3620000000.0000005,M
