sno,TP12,TP1,TP2,TP1C,CL1,BY1
0193.HK,2,0,0,0,3,0
0194.HK,1,0,0,0,4,1
0195.HK,0,0,0,0,2,0
0196.HK,0,0,0,0,4,1
0197.HK,3,1,0,0,2,1
0199.HK,0,2,0,0,4,1
0201.HK,1,0,1,0,1,0
0202.HK,0,2,0,0,3,1
0204.HK,0,0,0,0,3,1
0205.HK,1,0,0,0,4,0
0206.HK,1,0,0,0,3,0
0209.HK,1,1,0,0,1,1
0210.HK,0,0,0,1,2,1
0211.HK,0,0,0,0,2,1
0212.HK,0,0,0,0,1,0
0213.HK,0,1,0,0,2,1
0214.HK,1,0,0,2,1,0
0216.HK,0,1,0,0,0,0
0217.HK,2,1,1,0,1,0
0222.HK,0,2,1,0,1,0
0223.HK,1,0,1,0,1,3
0224.HK,0,0,0,0,1,0
0225.HK,0,0,1,0,1,0
0227.HK,3,1,0,0,2,1
0228.HK,2,0,0,0,3,0
0229.HK,0,0,0,0,2,0
0232.HK,2,0,0,2,5,0
0234.HK,2,1,0,1,1,0
0235.HK,1,1,0,1,2,2
0236.HK,0,1,0,1,1,1
0237.HK,0,0,0,0,0,1
0239.HK,2,0,0,0,0,0
0240.HK,0,1,0,0,2,1
0243.HK,2,1,0,2,2,0
0244.HK,1,0,1,0,1,2
0248.HK,0,0,2,0,0,1
0251.HK,4,0,0,0,0,0
0252.HK,0,0,0,0,0,1
0253.HK,0,0,0,0,1,0
0254.HK,1,1,0,1,0,0
0255.HK,0,0,1,1,3,1
0256.HK,0,0,0,0,4,2
0261.HK,0,1,0,0,0,0
0262.HK,1,0,0,0,3,0
0264.HK,0,0,2,0,3,0
0265.HK,2,0,0,0,2,1
0266.HK,1,0,0,0,0,0
0269.HK,1,1,0,0,3,2
0271.HK,1,0,0,0,2,0
0274.HK,1,0,1,0,0,0
0276.HK,1,0,0,0,3,0
0279.HK,0,0,1,0,3,0
0280.HK,1,2,1,3,1,1
0286.HK,2,0,0,0,3,1
0287.HK,0,1,0,0,0,0
0294.HK,2,0,0,0,0,1
0295.HK,2,0,1,1,1,0
0296.HK,0,0,0,0,1,0
0298.HK,1,0,0,0,3,0
0299.HK,0,1,0,0,3,0
0301.HK,0,0,0,0,1,0
0302.HK,0,0,0,0,1,0
0305.HK,1,1,0,0,1,1
0306.HK,0,0,0,1,1,0
0309.HK,2,1,0,0,2,2
0310.HK,0,0,0,0,3,0
0311.HK,1,1,1,0,1,0
0312.HK,1,0,0,0,1,1
0318.HK,0,2,1,0,3,1
0321.HK,2,1,0,0,2,1
0328.HK,1,1,0,1,0,0
0329.HK,0,0,0,1,4,0
0330.HK,2,0,0,1,2,0
0332.HK,6,0,0,0,2,0
0333.HK,1,0,0,1,1,0
0334.HK,0,0,0,1,2,1
0335.HK,1,0,0,0,1,1
0339.HK,0,0,0,0,0,1
0343.HK,0,1,0,0,4,3
0346.HK,2,0,0,0,1,1
0348.HK,0,0,0,0,1,0
0351.HK,0,1,1,0,2,0
0352.HK,0,0,2,0,1,0
0353.HK,1,0,0,0,1,2
0355.HK,1,0,0,0,3,2
0356.HK,0,0,0,1,0,0
0360.HK,0,0,0,0,1,1
0361.HK,0,0,0,0,6,2
0362.HK,1,0,0,1,3,1
0365.HK,1,0,0,0,2,1
0366.HK,1,1,1,1,2,0
0367.HK,1,0,0,2,1,0
0368.HK,0,0,0,1,0,0
0372.HK,2,1,0,0,0,1
0375.HK,0,0,0,1,0,2
0377.HK,0,0,1,0,3,2
0379.HK,1,0,0,0,4,2
0380.HK,0,0,1,0,0,0
0381.HK,0,1,0,1,1,0
0382.HK,0,0,0,0,1,0
0383.HK,0,0,1,0,2,1
0387.HK,0,1,0,0,0,1
0389.HK,0,0,0,0,4,1
0391.HK,1,0,0,1,1,0
0396.HK,1,0,0,0,1,0
0397.HK,0,0,0,2,0,1
0398.HK,0,0,0,3,2,0
0399.HK,0,0,1,1,2,0
0401.HK,0,0,0,0,2,1
0403.HK,0,0,0,0,2,0
0406.HK,0,0,0,0,3,0
0408.HK,2,0,1,0,3,1
0413.HK,1,1,0,0,1,0
0417.HK,0,0,1,0,2,0
0418.HK,1,1,0,1,4,0
0419.HK,1,2,1,1,1,2
0420.HK,0,0,0,1,3,0
0422.HK,0,1,1,0,1,1
0423.HK,1,0,0,0,0,0
0426.HK,0,0,0,0,3,0
0428.HK,0,0,1,0,2,1
0430.HK,1,2,0,1,2,1
0432.HK,0,0,0,1,1,1
0433.HK,0,1,0,2,3,1
0436.HK,0,0,0,0,1,0
0438.HK,0,1,0,0,1,0
0439.HK,1,0,0,0,1,0
0442.HK,0,0,0,0,1,1
0444.HK,5,0,0,1,2,0
0450.HK,1,0,0,0,2,0
0451.HK,1,0,0,0,2,4
0455.HK,0,0,0,0,4,1
0456.HK,0,0,0,0,1,0
0458.HK,1,0,0,0,0,0
0464.HK,0,0,0,1,0,1
0465.HK,1,0,0,0,0,0
0471.HK,1,0,0,2,5,2
0472.HK,1,0,0,0,2,1
0474.HK,3,1,0,0,6,0
0475.HK,2,0,0,1,0,2
0476.HK,1,0,0,1,2,3
0482.HK,0,0,0,0,2,0
0483.HK,2,0,0,0,5,0
0484.HK,0,0,1,0,1,2
0487.HK,0,0,2,0,4,2
0488.HK,1,0,0,0,3,0
0491.HK,0,0,0,1,4,0
0493.HK,1,0,1,1,1,0
0495.HK,0,0,0,0,1,0
0496.HK,0,1,0,2,6,0
0498.HK,1,1,0,0,3,0
0500.HK,4,0,0,0,4,0
0509.HK,0,0,0,1,1,0
0510.HK,0,0,0,0,3,0
0511.HK,2,0,0,1,4,1
0513.HK,1,0,0,0,2,1
0515.HK,0,3,0,0,3,1
0518.HK,0,0,0,0,0,1
0520.HK,1,0,0,0,2,1
0524.HK,0,0,0,0,2,0
0526.HK,2,0,0,1,3,0
0527.HK,0,1,1,0,2,1
0528.HK,0,0,0,0,1,1
0529.HK,0,0,0,0,2,0
0532.HK,1,0,0,0,0,0
0533.HK,0,1,0,1,2,0
0536.HK,0,1,1,0,1,0
0538.HK,0,1,0,1,3,0
0540.HK,0,0,2,0,2,1
0543.HK,1,0,0,0,2,2
0544.HK,0,0,0,1,2,1
0550.HK,0,0,0,0,6,0
0553.HK,1,1,1,3,2,2
0554.HK,1,0,0,0,0,0
0556.HK,1,0,0,0,3,0
0557.HK,0,2,0,0,1,2
0559.HK,0,0,0,1,4,1
0560.HK,2,0,0,0,1,1
0567.HK,0,0,0,0,3,3
0568.HK,2,0,0,1,2,2
0571.HK,1,1,1,0,0,1
0573.HK,0,0,0,0,1,0
0574.HK,1,0,0,0,2,2
0575.HK,1,0,0,0,3,1
0582.HK,2,0,0,0,5,0
0585.HK,1,0,2,0,1,0
0587.HK,0,0,0,0,4,0
0591.HK,0,0,0,0,2,1
0595.HK,2,0,0,0,6,1
0599.HK,0,0,0,0,1,0
0601.HK,0,1,0,0,0,0
0602.HK,0,0,0,1,1,0
0603.HK,2,0,0,0,2,1
0605.HK,0,2,0,0,2,2
0606.HK,0,0,0,0,1,0
0608.HK,0,0,0,0,1,0
0609.HK,0,1,0,0,1,0
0610.HK,0,1,0,0,0,0
0611.HK,1,2,0,0,0,0
0612.HK,3,0,0,1,1,1
0613.HK,1,0,0,0,2,0
0617.HK,2,0,1,0,0,0
0618.HK,0,0,0,0,1,1
0619.HK,0,0,0,0,2,1
0620.HK,1,0,0,0,0,0
0621.HK,1,1,0,0,3,1
0623.HK,1,0,0,0,1,0
0626.HK,1,0,1,1,2,0
0628.HK,0,0,0,2,1,0
0629.HK,0,0,1,1,1,0
0630.HK,0,1,1,2,1,0
0632.HK,4,0,1,1,1,1
0635.HK,2,0,0,1,1,0
0637.HK,1,0,0,0,2,0
0641.HK,0,0,0,0,4,0
0643.HK,1,1,0,0,4,0
0646.HK,0,0,0,0,0,4
0648.HK,3,1,0,0,2,1
0650.HK,2,0,2,0,5,1
0653.HK,1,0,1,0,3,0
0657.HK,0,0,0,0,0,1
0660.HK,0,0,0,0,3,0
0661.HK,1,1,1,0,3,1
0663.HK,1,1,1,0,2,0
0673.HK,0,1,1,2,6,0
0675.HK,1,0,0,1,1,1
0677.HK,0,0,0,0,1,0
0679.HK,2,1,0,0,0,0
0681.HK,0,0,0,0,2,1
0682.HK,2,0,0,0,2,0
0684.HK,0,0,0,0,0,1
0685.HK,1,1,0,0,0,1
0687.HK,0,0,0,1,0,0
0689.HK,0,2,0,2,3,1
0690.HK,1,1,0,1,3,1
0701.HK,3,0,0,0,4,0
0702.HK,0,0,0,0,4,1
0703.HK,1,0,0,0,5,0
0704.HK,1,0,0,0,2,2
0707.HK,2,0,0,1,5,0
0708.HK,2,0,0,0,2,0
0711.HK,1,0,0,0,0,0
0712.HK,2,0,0,3,4,0
0713.HK,1,0,0,1,1,0
0716.HK,2,1,0,2,4,1
0717.HK,1,0,0,0,1,1
0719.HK,0,0,0,0,2,2
0721.HK,1,0,0,1,3,1
0722.HK,0,0,0,1,0,1
0723.HK,0,0,0,1,2,2
0724.HK,0,0,0,1,2,2
0726.HK,0,0,0,0,5,2
0730.HK,2,0,0,3,5,1
0731.HK,0,0,0,0,2,1
0733.HK,4,0,0,0,2,0
0736.HK,0,0,0,0,1,0
0738.HK,0,0,1,2,1,0
0750.HK,0,1,0,2,3,2
0755.HK,1,1,1,1,1,1
0756.HK,0,0,0,0,1,0
0757.HK,2,0,0,1,2,0
0759.HK,0,0,0,1,5,3
0764.HK,0,1,1,0,3,3
0765.HK,3,1,0,0,5,1
0767.HK,1,0,0,1,4,1
0768.HK,1,0,0,0,2,0
0769.HK,2,0,0,2,0,0
0771.HK,1,0,0,0,1,1
0776.HK,0,0,1,1,0,0
0784.HK,0,0,0,0,0,1
0789.HK,2,0,0,0,5,1
0794.HK,0,1,0,1,2,0
0798.HK,0,0,0,0,1,0
0802.HK,1,0,0,0,1,0
0804.HK,0,0,0,0,1,0
0809.HK,2,1,0,1,1,2
0810.HK,0,1,0,1,1,0
0814.HK,1,0,0,2,3,0
0815.HK,1,0,0,0,1,1
0818.HK,1,0,0,1,1,2
0821.HK,0,0,1,0,3,1
0822.HK,0,0,0,1,0,0
0825.HK,2,0,0,1,5,0
0827.HK,1,0,0,0,2,0
0828.HK,1,1,0,0,0,0
0829.HK,0,1,1,0,2,0
0831.HK,0,0,1,0,2,1
0833.HK,0,0,0,0,3,1
0834.HK,1,1,0,0,2,0
0840.HK,2,0,0,0,3,0
0841.HK,0,1,0,0,0,0
0844.HK,0,0,0,0,1,0
0848.HK,1,0,1,1,2,1
0851.HK,0,0,0,1,2,1
0852.HK,0,1,1,0,0,0
0854.HK,0,2,0,0,0,0
0858.HK,1,1,0,1,2,1
0859.HK,1,1,0,0,0,0
0860.HK,1,1,0,2,0,0
0862.HK,3,2,0,0,2,0
0869.HK,1,0,0,0,3,0
0871.HK,2,0,0,0,0,0
0873.HK,1,0,0,1,1,0
0875.HK,1,0,1,0,2,0
0876.HK,0,0,0,0,1,0
0888.HK,1,1,0,2,2,1
0889.HK,2,0,0,0,0,0
0893.HK,0,0,0,2,0,0
0894.HK,3,0,0,0,3,1
0895.HK,1,1,0,0,5,0
0896.HK,2,0,0,0,0,0
0897.HK,0,0,0,0,1,1
0899.HK,1,0,1,0,2,1
0905.HK,0,0,0,0,3,1
0907.HK,3,0,1,0,1,2
0911.HK,1,0,0,0,1,0
0912.HK,0,0,1,0,1,0
0913.HK,0,0,0,1,4,2
0915.HK,0,1,0,3,2,2
0918.HK,1,1,1,1,4,0
0919.HK,1,1,1,0,1,2
0922.HK,0,0,0,0,3,0
0923.HK,0,0,2,0,2,1
0926.HK,2,1,1,0,3,0
0927.HK,1,0,0,0,2,0
0928.HK,2,1,0,0,7,1
0929.HK,0,0,1,1,2,0
0932.HK,0,0,0,2,3,0
0936.HK,0,0,0,1,1,0
0943.HK,0,0,1,1,1,0
0947.HK,2,0,0,1,1,0
0948.HK,1,0,0,0,0,1
0950.HK,1,0,2,0,2,0
0951.HK,2,0,0,1,3,1
0952.HK,0,0,0,0,2,1
0953.HK,0,1,0,0,2,2
0954.HK,2,1,0,0,1,0
0959.HK,0,1,1,3,3,1
0969.HK,0,0,0,1,2,1
0970.HK,1,0,0,0,6,1
0974.HK,0,0,0,0,0,1
0976.HK,2,0,0,1,0,0
0979.HK,0,1,0,0,1,1
0980.HK,2,1,0,1,2,1
0983.HK,1,0,0,2,5,1
0984.HK,0,0,0,0,2,2
0986.HK,0,0,0,0,3,0
0987.HK,4,0,1,0,2,0
0993.HK,2,0,0,1,2,0
0994.HK,0,1,0,0,0,1
1000.HK,0,0,0,2,2,0
1001.HK,0,1,0,0,2,1
1002.HK,0,0,0,0,4,1
1003.HK,1,1,0,1,2,2
1004.HK,1,1,0,0,3,0
1005.HK,1,2,0,0,1,0
1007.HK,0,0,0,0,1,0
1008.HK,1,0,0,1,1,2
1009.HK,0,1,0,0,3,2
1010.HK,0,0,0,0,2,0
1011.HK,3,0,0,0,2,1
1013.HK,1,0,0,0,0,1
1020.HK,0,1,0,0,1,2
1022.HK,1,0,0,0,3,0
1023.HK,0,0,0,0,4,0
1025.HK,1,0,0,1,0,1
1026.HK,2,0,0,1,1,1
1028.HK,0,0,0,1,1,2
1029.HK,1,0,0,0,2,0
1037.HK,0,0,0,0,2,0
1039.HK,1,0,0,0,3,0
1045.HK,1,0,0,0,3,1
1046.HK,1,0,0,0,5,1
1049.HK,1,0,0,0,4,0
1053.HK,1,0,1,0,1,1
1057.HK,1,1,0,0,0,1
1058.HK,2,0,2,0,2,0
1059.HK,1,1,0,0,1,1
1062.HK,0,0,0,1,3,1
1063.HK,1,0,0,0,3,2
1065.HK,2,0,0,2,5,0
1068.HK,4,0,2,1,3,0
1069.HK,0,0,0,2,1,3
1073.HK,1,0,0,0,1,0
1075.HK,2,0,0,0,2,2
1079.HK,1,0,0,1,2,4
1080.HK,1,0,0,1,3,1
1082.HK,0,0,0,1,2,0
1084.HK,1,0,0,1,0,0
1085.HK,0,1,0,0,2,1
1087.HK,2,1,0,0,2,0
1090.HK,1,0,0,0,1,0
1094.HK,0,0,0,0,1,1
1097.HK,0,0,1,2,0,1
1098.HK,1,1,0,1,4,2
1100.HK,1,1,1,0,3,0
1101.HK,2,0,0,0,1,0
1102.HK,3,0,0,0,0,0
1105.HK,0,0,0,0,1,2
1108.HK,1,1,0,0,3,0
1110.HK,0,1,0,0,3,2
1116.HK,0,0,0,0,1,0
1118.HK,0,0,0,0,3,2
1119.HK,3,0,0,1,3,1
1120.HK,0,0,0,0,1,0
1122.HK,2,0,0,2,0,0
1123.HK,3,0,0,0,0,0
1129.HK,1,0,0,2,5,0
1130.HK,2,0,0,1,3,0
1132.HK,3,0,0,0,2,1
1134.HK,0,0,0,0,1,0
1137.HK,1,0,0,2,4,0
1141.HK,2,0,1,1,3,2
1143.HK,1,0,0,0,2,0
1145.HK,1,0,1,0,2,0
1146.HK,0,0,0,0,0,1
1148.HK,1,0,0,0,2,1
1150.HK,1,0,0,0,1,2
1152.HK,1,0,1,1,2,0
1153.HK,0,0,0,0,1,0
1159.HK,2,1,0,1,2,1
1161.HK,0,0,1,0,0,0
1162.HK,1,0,0,0,0,0
1163.HK,0,2,0,0,0,0
1165.HK,0,0,0,0,3,0
1166.HK,0,0,0,0,3,0
1170.HK,2,0,0,0,1,0
1172.HK,1,0,0,0,2,3
1173.HK,1,1,0,0,0,0
1180.HK,1,0,0,0,3,0
1181.HK,0,1,1,0,0,0
1182.HK,2,0,0,0,1,3
1183.HK,0,0,0,0,3,1
1185.HK,1,0,0,2,0,1
1188.HK,2,0,1,0,0,0
1189.HK,0,0,1,0,1,0
1195.HK,1,0,0,0,3,1
1198.HK,3,0,0,0,2,0
1200.HK,0,2,0,0,1,0
1201.HK,1,0,0,0,4,1
1202.HK,0,0,1,1,2,0
1203.HK,0,0,1,0,2,1
1215.HK,1,0,0,0,3,2
1220.HK,1,0,0,1,3,1
1221.HK,0,0,0,1,1,0
1222.HK,0,0,0,1,2,0
1225.HK,5,1,1,0,1,0
1226.HK,0,0,0,0,2,1
1229.HK,2,0,0,0,4,1
1231.HK,1,0,0,0,0,2
1235.HK,1,0,0,0,1,1
1237.HK,0,0,1,0,0,1
1239.HK,0,1,0,0,2,1
1240.HK,1,1,0,0,2,0
1241.HK,0,1,3,0,3,2
1245.HK,0,0,0,0,1,1
1247.HK,0,1,0,0,1,0
1251.HK,0,0,0,1,3,0
1252.HK,0,0,0,0,1,0
1253.HK,1,0,0,0,0,1
1259.HK,0,0,0,0,0,2
1260.HK,0,0,0,0,1,0
1262.HK,2,0,0,1,1,0
1265.HK,1,0,1,0,3,0
1269.HK,3,0,0,1,4,0
1272.HK,0,0,0,0,0,1
1273.HK,0,0,0,0,0,2
1282.HK,0,0,0,0,4,0
1283.HK,2,0,0,0,0,0
1285.HK,1,0,0,0,2,0
1290.HK,0,0,0,1,2,1
1292.HK,2,0,0,0,2,0
1293.HK,0,0,0,0,2,1
1298.HK,0,0,0,0,2,0
1301.HK,0,0,0,1,0,0
1312.HK,0,0,0,2,1,0
1314.HK,0,0,0,1,2,0
1315.HK,1,0,0,3,0,2
1317.HK,2,0,0,0,1,0
1319.HK,0,1,0,0,0,0
1323.HK,3,0,0,0,1,0
1326.HK,0,1,0,1,2,1
1327.HK,0,0,0,0,1,0
1328.HK,1,0,0,0,2,0
1332.HK,0,0,0,0,3,3
1334.HK,0,0,0,0,1,0
1335.HK,0,0,0,0,2,3
1338.HK,1,0,0,0,0,0
1340.HK,2,0,1,0,3,1
1343.HK,0,1,0,0,1,0
1348.HK,0,0,0,0,1,0
1349.HK,2,0,0,0,5,0
1351.HK,0,0,0,0,0,1
1355.HK,1,1,0,0,0,1
1362.HK,0,0,0,1,2,0
1370.HK,1,0,0,0,2,0
1371.HK,1,0,1,2,1,0
1372.HK,0,1,0,0,2,1
1373.HK,0,1,0,0,1,0
1380.HK,0,0,2,0,1,1
1388.HK,1,0,0,0,0,0
1389.HK,0,1,0,0,1,0
1393.HK,1,1,0,0,2,2
1395.HK,0,0,0,1,2,0
1397.HK,1,0,0,0,0,0
1399.HK,0,0,0,2,0,0
1400.HK,1,2,1,0,1,0
1401.HK,0,0,0,0,0,1
1402.HK,0,1,0,0,0,0
1406.HK,0,0,0,0,1,0
1413.HK,0,0,0,0,1,0
1416.HK,0,1,0,0,0,0
1418.HK,1,1,0,0,0,1
1419.HK,1,0,1,0,0,0
1420.HK,0,0,0,0,1,1
1421.HK,0,0,0,0,1,1
1427.HK,2,0,0,0,0,0
1429.HK,0,0,0,0,1,0
1431.HK,1,0,0,1,1,0
1442.HK,1,0,0,0,1,0
1443.HK,0,0,0,0,2,0
1446.HK,1,1,0,0,1,0
1447.HK,0,1,0,1,0,1
1449.HK,0,0,0,1,0,0
1450.HK,0,0,0,0,0,1
1451.HK,0,0,0,0,2,0
1461.HK,1,0,0,0,2,0
1463.HK,0,0,0,0,1,0
1466.HK,0,0,0,0,2,1
1468.HK,0,0,0,0,4,0
1470.HK,1,0,0,0,2,0
1473.HK,0,0,0,0,2,0
1480.HK,0,0,0,0,1,0
1483.HK,1,1,0,0,1,0
1488.HK,0,0,0,0,1,0
1495.HK,1,0,0,0,0,0
1496.HK,2,0,0,0,1,0
1502.HK,0,0,0,0,1,0
1518.HK,2,0,0,0,0,0
1520.HK,0,1,1,0,2,0
1522.HK,0,0,0,0,2,0
1525.HK,0,0,0,1,1,0
1526.HK,0,0,0,1,2,0
1527.HK,0,0,0,1,2,0
1529.HK,2,1,0,0,0,1
1532.HK,0,0,0,0,1,0
1536.HK,1,0,0,0,1,1
1538.HK,0,1,0,1,1,0
1539.HK,0,1,0,0,3,0
1542.HK,0,0,0,0,1,0
1543.HK,0,0,0,0,1,0
1545.HK,0,1,0,0,1,1
1549.HK,1,0,0,1,2,0
1555.HK,0,0,0,0,1,3
1556.HK,1,0,0,1,0,0
1557.HK,0,0,0,0,1,0
1559.HK,0,0,0,0,1,1
1561.HK,0,0,1,0,2,0
1563.HK,0,0,0,0,2,0
1565.HK,0,0,0,1,0,0
1569.HK,0,0,0,0,1,0
1572.HK,0,1,0,0,2,0
1575.HK,0,1,0,0,2,0
1580.HK,1,0,0,1,0,0
1581.HK,0,0,0,0,1,0
1583.HK,0,0,0,0,0,1
1588.HK,1,1,0,0,1,0
1593.HK,0,1,0,0,1,0
1596.HK,1,0,0,0,1,0
1597.HK,0,0,0,0,1,0
1598.HK,0,0,0,0,1,0
1599.HK,0,0,0,0,3,0
1601.HK,0,0,1,0,0,0
1608.HK,0,1,0,0,1,0
1612.HK,0,0,2,0,0,0
1613.HK,0,0,0,0,2,0
1616.HK,0,0,0,0,0,1
1617.HK,1,0,0,0,5,0
1620.HK,1,0,0,0,0,0
1621.HK,1,0,0,1,0,1
1623.HK,0,0,0,0,2,0
1629.HK,0,0,0,0,1,0
1631.HK,1,0,0,1,0,0
1643.HK,0,0,1,0,0,0
1645.HK,1,1,0,2,0,1
1652.HK,1,0,1,0,0,0
1653.HK,1,0,0,0,0,0
1655.HK,0,0,0,1,0,0
1661.HK,0,0,0,0,2,0
1662.HK,0,0,0,0,1,0
1669.HK,0,0,0,0,1,0
1671.HK,1,0,0,0,2,0
1673.HK,2,0,0,0,3,0
1676.HK,0,0,0,0,1,0
1679.HK,0,0,0,0,0,1
1680.HK,0,0,0,0,0,2
1682.HK,0,0,0,0,3,0
1689.HK,1,1,0,0,2,0
1692.HK,0,0,0,1,0,0
1695.HK,0,0,0,0,0,1
1697.HK,0,0,1,0,2,0
1701.HK,0,0,0,0,0,1
1703.HK,0,0,0,2,1,1
1707.HK,0,0,0,0,1,1
1708.HK,0,1,0,0,1,1
1710.HK,0,0,0,0,1,0
1711.HK,0,0,0,1,2,1
1712.HK,1,0,0,0,0,1
1713.HK,0,0,0,0,1,0
1715.HK,0,0,0,0,2,0
1716.HK,0,0,0,0,1,1
1718.HK,0,1,0,1,0,1
1719.HK,0,1,0,0,4,0
1720.HK,0,0,1,0,0,0
1721.HK,0,1,0,0,0,0
1723.HK,0,0,0,0,1,0
1725.HK,0,0,1,0,0,3
1728.HK,1,0,0,2,4,1
1731.HK,0,1,0,0,0,1
1732.HK,0,0,0,0,1,0
1736.HK,0,0,1,0,2,0
1737.HK,0,0,1,0,1,0
1738.HK,1,0,0,1,2,1
1739.HK,0,0,0,0,2,0
1740.HK,0,0,2,0,0,0
1745.HK,0,0,0,0,0,1
1746.HK,0,0,0,0,0,1
1748.HK,0,0,0,0,0,1
1752.HK,0,0,0,1,1,0
1753.HK,0,0,0,0,2,0
1757.HK,1,0,0,0,0,0
1758.HK,0,0,0,0,1,3
1760.HK,2,1,0,0,0,1
1762.HK,0,0,1,0,0,0
1763.HK,1,0,0,0,0,1
1769.HK,0,0,0,0,2,0
1771.HK,0,0,0,1,0,0
1786.HK,0,0,0,0,2,0
1792.HK,0,0,0,0,0,1
1795.HK,0,0,1,0,0,0
1803.HK,0,1,0,1,1,1
1808.HK,1,1,0,0,2,0
1812.HK,4,0,0,1,7,0
1817.HK,1,0,0,1,0,0
1822.HK,0,0,0,0,2,0
1823.HK,0,0,0,0,0,1
1825.HK,0,0,0,0,0,1
1826.HK,0,0,0,0,1,1
1827.HK,1,0,0,0,1,0
1830.HK,0,0,0,0,1,0
1831.HK,1,0,0,0,2,1
1832.HK,0,0,0,0,0,1
1842.HK,0,0,1,1,2,0
1845.HK,0,0,0,0,0,1
1846.HK,0,0,0,0,1,0
1847.HK,0,0,0,0,1,0
1849.HK,0,0,0,0,1,0
1851.HK,0,0,0,0,1,2
1854.HK,0,0,0,1,2,0
1856.HK,1,0,0,0,0,0
1858.HK,1,0,0,1,2,2
1861.HK,0,0,0,0,0,1
1865.HK,1,0,0,0,0,0
1868.HK,2,1,1,1,1,1
1869.HK,1,0,0,1,1,0
1871.HK,0,1,0,0,2,0
1875.HK,0,0,0,0,0,1
1878.HK,1,0,1,0,4,1
1884.HK,1,0,0,1,0,1
1889.HK,0,0,0,0,1,0
1891.HK,1,0,0,0,0,1
1894.HK,0,0,0,0,1,0
1900.HK,3,0,0,1,1,0
1906.HK,1,1,0,0,0,1
1912.HK,0,0,0,0,0,1
1915.HK,0,0,0,0,0,1
1917.HK,0,0,0,0,3,1
1922.HK,0,0,0,1,0,0
1925.HK,0,0,0,0,0,1
