index,price,type,date,consensus_ratio,window,close,volume,classification
5770,106.1999969482422,low,2023-07-07 08:00:00+08:00,1.0,5,106.9000015258789,1482096,LL
5775,111.6999969482422,high,2023-07-14 08:00:00+08:00,0.5,3,110.9000015258789,697622,LH
5777,107.5,low,2023-07-19 08:00:00+08:00,0.5,3,109.1999969482422,1130818,HL
5785,120.1999969482422,high,2023-07-31 08:00:00+08:00,1.0,5,118.6999969482422,1701569,HH
5802,97.0,low,2023-08-23 08:00:00+08:00,1.0,5,98.5,995816,LL
5809,102.0,high,2023-09-04 08:00:00+08:00,1.0,5,101.1999969482422,1569343,LH
5814,94.8000030517578,low,2023-09-12 08:00:00+08:00,1.0,5,96.0500030517578,912998,LL
5817,99.1999969482422,high,2023-09-15 08:00:00+08:00,0.5,3,98.6999969482422,2143326,LH
5827,98.6500015258789,high,2023-09-29 08:00:00+08:00,1.0,5,97.4499969482422,2543442,HH
5829,93.1500015258789,low,2023-10-04 08:00:00+08:00,1.0,5,93.9000015258789,1195213,LL
5835,98.6999969482422,high,2023-10-12 08:00:00+08:00,1.0,5,98.6500015258789,1552383,-H
5844,87.5999984741211,low,2023-10-26 08:00:00+08:00,1.0,5,88.9000015258789,1667769,LL
5848,88.5999984741211,low,2023-11-01 08:00:00+08:00,0.5,3,89.3499984741211,1565333,HL
5851,93.5,high,2023-11-06 08:00:00+08:00,1.0,5,92.8000030517578,798311,LH
5855,86.0,low,2023-11-10 08:00:00+08:00,1.0,5,86.75,1550325,LL
5858,91.8000030517578,high,2023-11-15 08:00:00+08:00,0.5,3,91.3499984741211,2358621,LH
5862,92.4000015258789,high,2023-11-21 08:00:00+08:00,1.0,5,90.8000030517578,1646458,HH
5875,87.6500015258789,high,2023-12-08 08:00:00+08:00,0.5,3,85.8499984741211,1455391,LH
5876,84.0999984741211,low,2023-12-11 08:00:00+08:00,1.0,5,85.9000015258789,1030643,LL
5880,90.0,high,2023-12-15 08:00:00+08:00,1.0,5,89.6500015258789,2528541,HH
5884,86.30000305175781,low,2023-12-21 08:00:00+08:00,0.5,3,87.80000305175781,892709,HL
5888,92.0,high,2023-12-29 08:00:00+08:00,1.0,5,91.0500030517578,846893,HH
5891,86.4000015258789,low,2024-01-04 08:00:00+08:00,0.5,3,87.3499984741211,1191103,-L
5903,78.8499984741211,low,2024-01-22 08:00:00+08:00,1.0,5,79.25,2201636,LL
5908,84.75,high,2024-01-29 08:00:00+08:00,1.0,5,84.30000305175781,1302414,LH
5913,78.69999694824219,low,2024-02-05 08:00:00+08:00,0.5,3,80.19999694824219,1273914,-L
5918,78.05000305175781,low,2024-02-14 08:00:00+08:00,1.0,5,81.0,1303911,LL
5925,91.8499984741211,high,2024-02-23 08:00:00+08:00,1.0,5,90.5999984741211,3297871,HH
5931,91.1999969482422,high,2024-03-04 08:00:00+08:00,1.0,5,91.1500015258789,2984630,LH
5933,83.69999694824219,low,2024-03-06 08:00:00+08:00,1.0,5,85.44999694824219,2164500,HL
5938,89.9000015258789,high,2024-03-13 08:00:00+08:00,1.0,5,88.69999694824219,1966276,LH
5942,85.75,low,2024-03-19 08:00:00+08:00,1.0,5,86.19999694824219,1387446,HL
5944,89.9000015258789,high,2024-03-21 08:00:00+08:00,1.0,5,89.3499984741211,2052712,-H
5948,85.0,low,2024-03-27 08:00:00+08:00,1.0,5,85.55000305175781,2595481,LL
5955,99.8000030517578,high,2024-04-10 08:00:00+08:00,1.0,5,99.6999969482422,4881689,HH
5962,93.9000015258789,low,2024-04-19 08:00:00+08:00,1.0,5,96.0500030517578,1964396,HL
5983,117.5,high,2024-05-22 08:00:00+08:00,1.0,5,115.1999969482422,3233693,HH
5985,109.3000030517578,low,2024-05-24 08:00:00+08:00,0.5,3,110.0999984741211,2561570,HL
5990,107.4000015258789,low,2024-05-31 08:00:00+08:00,1.0,5,108.5999984741211,9407612,LL
5999,108.4000015258789,high,2024-06-14 08:00:00+08:00,0.5,3,107.1999969482422,893105,LH
6003,108.4000015258789,high,2024-06-20 08:00:00+08:00,0.5,3,107.4000015258789,774625,-H
6015,98.0999984741211,low,2024-07-09 08:00:00+08:00,1.0,5,99.0500030517578,1552499,LL
6018,103.1999969482422,high,2024-07-12 08:00:00+08:00,1.0,5,102.9000015258789,2156497,LH
6022,103.0999984741211,high,2024-07-18 08:00:00+08:00,0.5,3,102.1999969482422,1011169,-H
6024,99.0,low,2024-07-22 08:00:00+08:00,1.0,5,101.3000030517578,1651933,HL
6029,104.3000030517578,high,2024-07-29 08:00:00+08:00,1.0,5,103.8000030517578,1718880,HH
6034,87.44999694824219,low,2024-08-05 08:00:00+08:00,1.0,5,89.0999984741211,6092698,LL
6042,88.8499984741211,low,2024-08-15 08:00:00+08:00,1.0,5,89.80000305175781,2713839,HL
6045,92.5,high,2024-08-20 08:00:00+08:00,0.5,3,91.9000015258789,1001100,LH
6053,95.8000030517578,high,2024-08-30 08:00:00+08:00,1.0,5,94.3000030517578,3814761,HH
6060,87.9000015258789,low,2024-09-11 08:00:00+08:00,1.0,5,88.75,4291881,LL
6076,104.5,high,2024-10-07 08:00:00+08:00,1.0,5,103.5,2387382,HH
6078,95.0,low,2024-10-09 08:00:00+08:00,1.0,5,96.1500015258789,4089567,HL
6085,98.75,high,2024-10-21 08:00:00+08:00,0.5,3,98.0,1585618,LH
6092,97.8000030517578,high,2024-10-30 08:00:00+08:00,1.0,5,96.3000030517578,1386606,LH
6093,94.6500015258789,low,2024-10-31 08:00:00+08:00,0.5,3,95.0999984741211,2809704,-L
6099,97.25,high,2024-11-08 08:00:00+08:00,1.0,5,95.6500015258789,1212173,LH
6103,91.0,low,2024-11-14 08:00:00+08:00,1.0,5,91.3499984741211,3791405,LL
6112,91.0,low,2024-11-27 08:00:00+08:00,1.0,5,92.3000030517578,1092816,-L
6116,96.4000015258789,high,2024-12-03 08:00:00+08:00,0.5,3,96.0500030517578,3220520,LH
6121,97.9499969482422,high,2024-12-10 08:00:00+08:00,1.0,5,96.5999984741211,2185831,HH
6129,91.0999984741211,low,2024-12-20 08:00:00+08:00,1.0,5,91.3499984741211,3925511,-L
6132,96.1999969482422,high,2024-12-30 08:00:00+08:00,1.0,5,95.3499984741211,1578328,LH
6140,90.8000030517578,low,2025-01-13 08:00:00+08:00,1.0,5,91.5500030517578,1557319,-L
6152,99.8000030517578,high,2025-02-04 08:00:00+08:00,1.0,5,98.8499984741211,2833908,HH
6163,97.8000030517578,low,2025-02-19 08:00:00+08:00,1.0,5,100.5,10779001,HL
6169,111.3000030517578,high,2025-02-27 08:00:00+08:00,1.0,5,110.9000015258789,3402732,HH
6172,105.0,low,2025-03-04 08:00:00+08:00,1.0,5,105.9000015258789,2114080,HL
6179,106.0999984741211,low,2025-03-13 08:00:00+08:00,1.0,5,106.6999969482422,1514057,HL
6184,109.6999969482422,high,2025-03-20 08:00:00+08:00,1.0,5,107.5999984741211,2325285,LH
6187,103.6999969482422,low,2025-03-25 08:00:00+08:00,1.0,5,104.4000015258789,1897374,LL
6189,106.8000030517578,high,2025-03-27 08:00:00+08:00,0.5,3,106.5999984741211,1827945,LH
6193,107.4000015258789,high,2025-04-02 08:00:00+08:00,1.0,5,107.1999969482422,1628510,HH
6197,92.0500030517578,low,2025-04-09 08:00:00+08:00,1.0,5,93.8000030517578,3821809,LL
6204,98.5,low,2025-04-22 08:00:00+08:00,0.5,3,101.0,1723594,HL
6217,112.6999969482422,high,2025-05-13 08:00:00+08:00,1.0,5,112.4000015258789,3375223,HH
6221,106.0999984741211,low,2025-05-19 08:00:00+08:00,1.0,5,108.5999984741211,1445170,HL
6223,111.0,high,2025-05-21 08:00:00+08:00,0.5,3,109.8000030517578,2473052,LH
6231,107.6999969482422,low,2025-06-02 08:00:00+08:00,1.0,5,109.6999969482422,2022555,HL
6238,117.5,high,2025-06-11 08:00:00+08:00,1.0,5,115.6999969482422,1942051,HH
6245,111.5999984741211,low,2025-06-20 08:00:00+08:00,1.0,5,112.9000015258789,3079315,HL
6250,120.1999969482422,high,2025-06-27 08:00:00+08:00,1.0,5,118.0,1345213,HH
6261,125.0,high,2025-07-15 08:00:00+08:00,1.0,5,123.4000015258789,2409030,HH
6268,120.5999984741211,low,2025-07-24 08:00:00+08:00,0.5,3,122.8000030517578,2141096,HL
6269,124.0,high,2025-07-25 08:00:00+08:00,1.0,5,123.5,2003270,LH
6273,110.3000030517578,low,2025-07-31 08:00:00+08:00,1.0,5,114.5999984741211,4465508,LL
6280,116.3000030517578,high,2025-08-11 08:00:00+08:00,1.0,5,116.0,2120350,LH
6287,111.0,low,2025-08-20 08:00:00+08:00,1.0,5,112.3000030517578,1471503,HL
6290,114.0,high,2025-08-25 08:00:00+08:00,1.0,5,113.1999969482422,1438241,LH
6296,111.3000030517578,low,2025-09-02 08:00:00+08:00,1.0,5,113.0999984741211,1763155,-L
6304,119.9000015258789,high,2025-09-12 08:00:00+08:00,1.0,5,119.3000030517578,1940739,HH
6314,123.8000030517578,high,2025-09-26 08:00:00+08:00,1.0,5,118.1999969482422,8405421,HH
6314,113.5,low,2025-09-26 08:00:00+08:00,1.0,5,118.1999969482422,8405421,HL
6321,168.0,high,2025-10-09 08:00:00+08:00,1.0,5,149.8000030517578,56149624,HH
6331,151.1999969482422,low,2025-10-23 08:00:00+08:00,1.0,5,151.8000030517578,2665304,HL
6335,152.0,high,2025-10-30 08:00:00+08:00,0.5,3,151.6999969482422,2158158,LH
