Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,BOSS1,bullish_count,bullish_ratio,strong_bullish,medium_bullish,weak_bullish
2025-09-24,1963.HK,7.360000133514404,7.480000019073486,7.340000152587891,7.400000095367432,7.400000095367432,1993501,0.0,0.0,7.445612280271517,7.539277611212494,7.704898312665986,7.631982831414966,6.802069677447474,False,False,True,False,LH,LHLLHH,6.929999828338623,2025-10-08,7.670000076293945,2025-10-17,True,5.0,0.71,3.0,2,0.0
2025-09-22,1866.HK,7.420000076293945,7.429999828338623,7.179999828338623,7.309999942779541,7.309999942779541,1355000,0.0,0.0,7.360943629104914,7.319920091813992,6.896290340718313,6.167107978762614,5.065896375909732,True,True,False,False,LH,LHLLHH,7.050000190734863,2025-09-24,8.3100004196167,2025-10-06,True,5.0,0.71,2.0,0,3.0
2025-09-17,1501.HK,32.0,32.0,31.239999771118164,31.5,31.5,49000,0.0,0.0,32.17066449718461,31.888567129315305,30.125051429648607,28.556720342111085,27.651171085853637,True,True,False,False,LH,LHLLHH,29.520000457763672,2025-09-22,32.220001220703125,2025-09-30,True,5.0,0.83,4.0,1,0.0
2025-09-30,1313.HK,1.7899999618530271,1.830000042915344,1.7899999618530271,1.809999942779541,1.809999942779541,7946355,0.0,0.0,1.807982086534765,1.8258288415465325,1.8355931661584988,1.8041994887791808,1.7629042192766229,False,False,False,False,LH,LHLLHH,1.7300000190734863,2025-10-08,1.8600000143051147,2025-10-10,True,2.0,1.0,1.0,0,1.0
2025-09-18,1302.HK,1.8899999856948853,1.919999957084656,1.8600000143051147,1.8799999952316284,1.8799999952316284,28178000,0.0,0.0,1.8934098970625373,1.942338600091571,1.9442123649085503,1.862544579703056,1.7583156627493353,False,False,False,False,LH,LHLLHH,1.7400000095367432,2025-09-29,2.309999942779541,2025-10-08,True,5.0,1.0,3.0,2,0.0
2025-09-30,1071.HK,4.199999809265137,4.230000019073486,4.170000076293945,4.190000057220459,4.09158992767334,10881033,0.0,0.0,4.161105343130639,4.230331581979285,4.252888532471926,4.218196354341298,4.049673590997877,False,False,False,False,LH,LHLLHH,4.050000190734863,2025-10-02,4.360000133514404,2025-10-17,True,8.0,0.8,0.0,7,1.0
2025-09-18,1066.HK,5.920000076293945,6.059999942779541,5.849999904632568,5.980000019073486,5.980000019073486,27817814,0.0,0.0,5.889090020169905,6.04774150450052,6.204497864277049,6.069156237141796,5.6873727558996485,False,False,False,False,LH,LHLLHH,5.519999980926514,2025-09-26,6.28000020980835,2025-10-08,True,5.0,0.83,3.0,2,0.0
2025-10-02,999.HK,10.550000190734863,10.550000190734863,9.93000030517578,9.93000030517578,9.93000030517578,224189,0.0,0.0,10.391150980013355,10.651600308433885,10.51609176734335,10.10425558989574,9.50107545073078,False,False,False,False,LH,LHLLHH,9.600000381469728,2025-10-06,10.619999885559082,2025-10-10,True,2.0,0.67,1.0,0,1.0
2025-09-17,551.HK,13.260000228881836,13.390000343322754,13.130000114440918,13.1899995803833,13.1899995803833,1833250,0.0,0.0,13.056606572281014,12.995996140265111,12.638108702646916,12.322096284429817,12.110639692136814,True,True,False,False,LH,LHLLHH,12.479999542236328,2025-09-25,13.489999771118164,2025-10-03,True,4.0,0.8,1.0,2,1.0
2025-09-17,325.HK,94.5500030517578,98.3000030517578,94.1500015258789,96.5500030517578,96.5500030517578,1295529,0.0,0.0,96.34304252783562,101.645598423789,112.35464446404276,118.80971938773504,112.5452656924137,False,False,False,False,LH,LHLLHH,86.3499984741211,2025-09-29,108.0,2025-10-15,True,6.0,0.6,1.0,5,0.0
2025-10-02,148.HK,27.799999237060547,28.100000381469727,27.479999542236328,27.86000061035156,27.86000061035156,2351100,0.0,0.0,27.25969398778353,27.381251466911078,27.193260897880005,25.89716867606412,22.860137927641656,False,False,False,False,LH,LHLLHH,25.600000381469727,2025-10-13,28.18000030517578,2025-10-16,True,2.0,0.67,1.0,0,1.0
