股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值,type
02020.HK,安踏體育,020605,75.700,+0.850,+1.136%,1.30千萬,9.76億,13.92,2.89,3.24%,"2,117.07億",02020.HK,2.53,2.18,11.10%,19.89%,62.59%,16.42%,48.70%,41.72%,2023/12,02020.HK,683.55億,12.000%,168.45億,24.644%,112.21億,16.415%,4.045,27.151%,2023/12,2020.HK,211707000000.00003,L
02026.HK,小馬智行－Ｗ,100509,66.850,-5.450,-7.538%,1.10百萬,7.36千萬,無盈利,2.25,0.00%,289.82億,02026.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02026.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2026.HK,28982000000.0,L
02039.HK,中集集團,060205,9.750,-0.500,-4.878%,3.55百萬,3.49千萬,345.75,0.99,2.04%,295.27億,02039.HK,1.12,0.88,0.22%,0.78%,13.77%,0.28%,31.43%,87.89%,2023/12,02039.HK,"1,401.05億",-12.000%,31.04億,2.216%,3.91億,0.279%,0.077,-88.471%,2023/12,2039.HK,29527000000.0,L
02057.HK,中通快遞－Ｗ,100508,188.500,-3.200,-1.669%,2.27百萬,4.25億,14.88,2.03,2.85%,"1,451.26億",02057.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02057.HK,421.15億,5.000%,109.71億,26.049%,95.91億,22.773%,11.872,25.134%,2023/12,2057.HK,145126000000.0,L
02076.HK,ＢＯＳＳ直聘－Ｗ,100105,52.000,+0.550,+1.069%,6.75萬,3.52百萬,15.39,2.24,1.26%,501.31億,02076.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02076.HK,65.25億,28.000%,6.37億,9.761%,12.05億,18.468%,1.381,920.308%,2023/12,2076.HK,50131000000.0,L
02096.HK,先聲藥業,050202,12.700,+0.150,+1.195%,5.97百萬,7.60千萬,21.07,3.15,1.58%,329.65億,02096.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02096.HK,72.43億,1.000%,7.80億,10.772%,7.84億,10.817%,0.296,-27.121%,2023/12,2096.HK,32964999999.999996,L
02097.HK,蜜雪集團,020205,293.000,+8.000,+2.807%,56.39萬,1.63億,16.82,4.09,0.00%,442.09億,02097.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02097.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2097.HK,44209000000.0,L
02099.HK,中國黃金國際,080402,151.200,-5.000,-3.201%,2.95百萬,4.50億,123.08,4.38,0.41%,599.38億,02099.HK,1.56,0.60,-0.90%,-1.49%,17.49%,-5.55%,N/A,44.99%,2023/12,02099.HK,35.89億,-58.000%,-1.46億,-4.064%,-1.99億,-5.550%,-0.502,N/A,2023/12,2099.HK,59938000000.0,L
02228.HK,晶泰控股,070401,9.010,-0.280,-3.014%,5.03千萬,4.61億,247.53,3.71,0.00%,387.73億,02228.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02228.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2228.HK,38773000000.0,L
02252.HK,微創機器人－Ｂ,050203,25.240,-0.460,-1.790%,6.99百萬,1.78億,無盈利,56.95,0.00%,258.64億,02252.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02252.HK,1.15億,370.000%,-10.69億,-932.325%,-11.10億,-967.736%,-1.162,13.443%,2023/12,2252.HK,25864000000.0,L
02259.HK,紫金黃金國際,080601,174.100,-3.900,-2.191%,1.35千萬,24.04億,27.28,7.15,0.86%,"4,659.51億",02259.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02259.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2259.HK,465951000000.0,L
02268.HK,藥明合聯,050201,58.200,+0.950,+1.659%,6.72百萬,3.92億,42.93,6.12,0.00%,732.15億,02268.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02268.HK,23.28億,N/A,4.53億,19.455%,3.11億,13.350%,0.307,N/A,2023/12,2268.HK,73215000000.0,L
02269.HK,藥明生物,050204,33.020,+1.660,+5.293%,4.69千萬,15.42億,24.34,2.60,0.00%,"1,366.22億",02269.HK,2.78,2.54,6.01%,8.43%,40.08%,19.96%,N/A,11.31%,2023/12,02269.HK,186.73億,8.000%,45.75億,24.502%,37.27億,19.958%,0.899,-24.829%,2023/12,2269.HK,136622000000.0,L
02276.HK,康耐特光學,020303,46.640,-6.310,-11.917%,4.42百萬,2.16億,42.68,11.80,0.66%,236.43億,02276.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02276.HK,19.29億,9.000%,4.31億,22.342%,3.58億,18.585%,0.844,29.005%,2023/12,2276.HK,23643000000.0,L
02282.HK,美高梅中國,100405,11.070,+0.030,+0.272%,4.72百萬,5.21千萬,8.29,12.95,6.02%,420.66億,02282.HK,0.50,0.48,9.04%,-198.78%,100.00%,10.69%,50.00%,"-1,960.90%",2023/12,02282.HK,246.84億,368.000%,45.47億,18.423%,26.38億,10.688%,0.694,N/A,2023/12,2282.HK,42066000000.0,L
02318.HK,中國平安,040301,59.450,+0.550,+0.934%,3.63千萬,21.51億,6.96,0.97,5.03%,"4,427.58億",02318.HK,0.74,0.74,0.74%,9.53%,100.00%,8.30%,50.21%,108.37%,2023/12,02318.HK,"11,311.28億",1.000%,"1,316.72億",11.641%,939.06億,8.302%,5.306,-26.051%,2023/12,2318.HK,442758000000.0,L
02319.HK,蒙牛乳業,020206,17.200,-0.140,-0.807%,3.46千萬,5.99億,39.04,1.48,3.37%,667.17億,02319.HK,1.05,0.86,4.17%,10.85%,37.15%,4.88%,40.08%,84.41%,2023/12,02319.HK,"1,081.12億",3.000%,68.19億,6.307%,52.72億,4.876%,1.337,-11.662%,2023/12,2319.HK,66716999999.99999,L
02328.HK,中國財險,040303,14.260,-0.230,-1.587%,4.65千萬,6.63億,7.06,1.00,5.31%,983.84億,02328.HK,0.16,0.16,3.49%,10.62%,100.00%,5.38%,44.25%,4.18%,2023/12,02328.HK,"5,011.86億",4.000%,246.70億,4.922%,269.50億,5.377%,1.211,-18.097%,2023/12,2328.HK,98384000000.0,L
02331.HK,李寧,020605,21.400,+0.400,+1.905%,2.60千萬,5.53億,16.88,1.80,2.94%,553.15億,02331.HK,1.88,1.54,9.32%,13.06%,48.38%,11.55%,44.43%,10.42%,2023/12,02331.HK,302.53億,3.000%,39.01億,12.896%,34.93億,11.547%,1.351,-22.946%,2023/12,2331.HK,55315000000.0,L
02333.HK,長城汽車,020101,12.340,+0.490,+4.135%,2.90千萬,3.56億,7.79,1.26,3.99%,286.14億,02333.HK,1.07,0.83,3.49%,10.25%,18.73%,4.05%,36.59%,43.80%,2023/12,02333.HK,"1,898.75億",22.000%,78.94億,4.157%,76.97億,4.054%,0.899,-12.438%,2023/12,2333.HK,28614000000.0,L
02338.HK,濰柴動力,060202,27.320,-1.100,-3.871%,2.09千萬,5.76億,19.35,2.30,2.96%,530.84億,02338.HK,1.35,1.09,2.70%,11.36%,21.09%,4.21%,49.90%,51.11%,2023/12,02338.HK,"2,345.41億",18.000%,141.47億,6.032%,98.81億,4.213%,1.140,77.297%,2023/12,2338.HK,53084000000.0,L
02357.HK,中航科工,100502,3.320,-0.020,-0.599%,3.66千萬,1.22億,11.39,0.73,2.65%,206.19億,02357.HK,1.69,1.22,1.32%,7.75%,25.18%,2.89%,28.30%,40.09%,2023/12,02357.HK,928.75億,4.000%,76.62億,8.249%,26.82億,2.888%,0.341,0.401%,2023/12,2357.HK,20619000000.0,L
02359.HK,藥明康德,050204,117.500,+3.400,+2.980%,5.80百萬,6.84億,15.71,3.95,1.82%,599.81億,02359.HK,2.06,1.87,14.51%,19.39%,40.59%,26.50%,27.02%,10.43%,2023/12,02359.HK,442.22億,N/A,144.60億,32.698%,117.18億,26.499%,3.990,17.511%,2023/12,2359.HK,59980999999.99999,L
02367.HK,巨子生物,020305,27.500,-0.500,-1.786%,5.25百萬,1.45億,13.51,2.67,4.90%,294.50億,02367.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02367.HK,38.63億,44.000%,19.13億,49.518%,15.91億,41.194%,1.633,46.249%,2023/12,2367.HK,29450000000.0,L
02378.HK,保誠,040302,107.500,+1.000,+0.939%,5.12萬,5.45百萬,8.96,1.75,1.93%,"2,718.51億",02378.HK,2.12,2.12,0.98%,9.54%,100.00%,8.89%,32.96%,27.35%,2023/12,02378.HK,"1,523.38億",-193.000%,184.57億,12.350%,132.87億,8.890%,4.851,N/A,2023/12,2378.HK,271851000000.00003,L
02380.HK,中國電力,120105,3.160,-0.050,-1.558%,3.86千萬,1.22億,12.07,0.82,6.05%,390.90億,02380.HK,0.61,0.58,0.87%,6.92%,100.00%,6.01%,60.00%,438.89%,2023/12,02380.HK,510.62億,1.000%,95.54億,19.690%,29.16億,6.010%,0.241,-2.828%,2023/12,2380.HK,39090000000.0,L
02382.HK,舜宇光學科技,070306,53.450,+0.450,+0.849%,1.52千萬,8.23億,20.25,2.22,1.00%,576.71億,02382.HK,1.65,1.41,2.19%,4.90%,14.49%,3.47%,19.84%,25.78%,2023/12,02382.HK,347.29億,-7.000%,14.64億,4.216%,12.05億,3.470%,1.104,-55.565%,2023/12,2382.HK,57671000000.0,L
02388.HK,中銀香港,040101,42.800,+2.260,+5.575%,2.16千萬,9.16億,11.84,1.34,4.65%,"4,525.15億",02388.HK,0.75,N/A,0.85%,10.22%,N/A,49.96%,54.02%,N/A,2023/12,02388.HK,654.98億,20.000%,425.58億,64.976%,327.23億,49.960%,3.095,26.146%,2023/12,2388.HK,452514999999.99994,L
02400.HK,心動公司,070204,60.450,-2.550,-4.048%,4.56百萬,2.78億,N/A,N/A,0.00%,298.88億,02400.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02400.HK,366.01億,845.000%,-5.72百萬,-0.016%,-9.10千萬,-0.249%,-0.197,85.050%,2023/12,2400.HK,29888000000.0,L
02460.HK,華潤飲料,020205,8.730,-0.120,-1.356%,1.87百萬,1.64千萬,19.09,1.75,4.70%,209.36億,02460.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02460.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2460.HK,20936000000.0,L
02513.HK,智譜,070401,693.500,-40.000,-5.453%,1.51百萬,10.60億,N/A,N/A,0.00%,"1,534.82億",02513.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02513.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2513.HK,153482000000.0,L
02525.HK,禾賽－Ｗ,070205,141.300,-4.900,-3.352%,1.29百萬,1.81億,40.52,2.23,0.00%,222.04億,02525.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02525.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2525.HK,22204000000.0,L
02577.HK,英諾賽科,070101,50.200,-1.400,-2.713%,6.06百萬,3.03億,無盈利,13.97,0.00%,263.82億,02577.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02577.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2577.HK,26382000000.0,L
02588.HK,中銀航空租賃,100502,77.250,-0.450,-0.579%,36.40萬,2.81千萬,8.75,1.01,4.57%,536.12億,02588.HK,0.24,0.24,3.16%,13.29%,100.00%,31.04%,35.02%,287.47%,2023/12,02588.HK,192.25億,6.000%,67.22億,34.964%,59.67億,31.037%,8.592,"3,568.075%",2023/12,2588.HK,53612000000.0,L
02600.HK,中國鋁業,080401,11.250,-0.350,-3.017%,5.15千萬,5.84億,14.64,2.66,2.10%,443.70億,02600.HK,1.00,0.61,3.15%,11.40%,12.25%,2.96%,20.46%,132.83%,2023/12,02600.HK,"2,467.23億",-24.000%,193.41億,7.839%,73.02億,2.960%,0.429,58.972%,2023/12,2600.HK,44370000000.0,L
02601.HK,中國太保,040301,31.880,+0.080,+0.252%,1.81千萬,5.79億,5.15,0.91,4.02%,884.77億,02601.HK,0.12,0.12,1.16%,10.92%,100.00%,8.41%,36.04%,51.77%,2023/12,02601.HK,"3,551.09億",-5.000%,351.44億,9.897%,298.79億,8.414%,3.102,-29.307%,2023/12,2601.HK,88477000000.0,L
02610.HK,南山鋁業國際,080401,53.500,-2.500,-4.464%,1.69百萬,9.08千萬,9.54,2.17,1.98%,331.93億,02610.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02610.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2610.HK,33193000000.0,L
02611.HK,國泰海通,040202,13.380,-0.220,-1.618%,8.80百萬,1.18億,9.07,0.72,3.51%,469.07億,02611.HK,1.17,1.17,0.94%,5.89%,100.00%,19.91%,40.82%,390.39%,2023/12,02611.HK,573.35億,3.000%,129.01億,27.051%,94.95億,19.911%,1.074,-23.203%,2023/12,2611.HK,46907000000.0,L
02618.HK,京東物流,100508,13.650,+0.050,+0.368%,1.09千萬,1.49億,11.58,1.49,0.00%,910.79億,02618.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02618.HK,"1,826.54億",17.000%,17.57億,0.962%,6.75億,0.370%,0.110,N/A,2023/12,2618.HK,91079000000.0,L
02628.HK,中國人壽,040301,24.600,+0.220,+0.902%,4.75千萬,11.68億,4.05,1.05,3.85%,"1,830.53億",02628.HK,1.38,1.38,0.80%,9.68%,100.00%,13.40%,26.38%,10.28%,2023/12,02628.HK,"3,779.11億",-9.000%,488.64億,12.930%,506.24億,13.396%,1.787,-32.885%,2023/12,2628.HK,183053000000.0,L
02638.HK,港燈－ＳＳ,120101,6.460,+0.030,+0.467%,5.86百萬,3.74千萬,18.13,1.16,4.96%,570.82億,02638.HK,0.49,0.29,2.66%,6.44%,52.80%,27.67%,89.67%,102.51%,2023/12,02638.HK,114.06億,5.000%,49.76億,43.626%,31.56億,27.670%,0.357,6.850%,2023/12,2638.HK,57082000000.00001,L
02656.HK,健康１６０,050103,103.900,+5.750,+5.858%,1.15百萬,1.16億,N/A,N/A,0.00%,349.57億,02656.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02656.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2656.HK,34957000000.0,L
02688.HK,新奧能源,120102,63.350,+0.050,+0.079%,5.12百萬,3.22億,11.13,1.49,4.74%,717.02億,02688.HK,0.76,0.71,6.61%,15.98%,12.59%,5.99%,44.48%,53.27%,2023/12,02688.HK,"1,248.11億",N/A,109.52億,8.775%,74.72億,5.986%,6.632,13.056%,2023/12,2688.HK,71702000000.0,L
02689.HK,玖龍紙業,080502,6.610,-0.080,-1.196%,2.65千萬,1.73億,16.02,0.60,0.00%,310.16億,02689.HK,1.16,0.84,0.54%,1.66%,9.60%,1.26%,N/A,152.83%,2024/06,02689.HK,636.58億,4.000%,28.30億,4.446%,8.03億,1.262%,0.171,N/A,2024/06,2689.HK,31016000000.000004,L
02788.HK,創新實業,080401,28.940,-1.100,-3.662%,7.21百萬,2.13億,14.81,5.61,2.66%,600.51億,02788.HK,4.30,4.15,-1.67%,-2.10%,21.29%,-3.75%,-205.20%,1.31%,2020/12,02788.HK,3.79億,-20.000%,-1.41千萬,-3.719%,-1.42千萬,-3.750%,-0.017,N/A,2020/12,2788.HK,60051000000.0,L
02799.HK,中信金融資產,040203,0.790,-0.010,-1.250%,1.25億,1.00億,6.81,1.63,0.00%,279.36億,02799.HK,1.50,1.23,0.18%,6.29%,100.00%,2.33%,N/A,"3,067.90%",2023/12,02799.HK,830.92億,99.000%,5.14億,0.618%,19.36億,2.330%,0.024,N/A,2023/12,2799.HK,27936000000.0,L
02888.HK,渣打集團,040101,160.000,+0.800,+0.503%,1.91百萬,3.04億,10.52,1.00,2.98%,"3,582.29億",02888.HK,0.72,N/A,0.37%,6.79%,N/A,16.74%,24.86%,N/A,2023/12,02888.HK,"1,407.46億",10.000%,465.54億,33.076%,235.66億,16.743%,8.483,26.475%,2023/12,2888.HK,358229000000.0,L
02899.HK,紫金礦業,080601,34.360,+0.140,+0.409%,6.90千萬,23.81億,15.85,4.46,1.93%,"2,057.77億",02899.HK,0.92,0.57,6.16%,19.64%,15.81%,7.20%,31.25%,132.01%,2023/12,02899.HK,"3,216.29億",5.000%,350.09億,10.885%,231.51億,7.198%,0.877,2.287%,2023/12,2899.HK,205777000000.0,L
03328.HK,交通銀行,040101,7.040,+0.020,+0.285%,3.45千萬,2.42億,5.71,0.51,5.82%,"2,464.84億",03328.HK,0.76,N/A,0.61%,8.90%,N/A,33.04%,32.61%,N/A,2023/12,03328.HK,"2,828.35億",-2.000%,"1,092.89億",38.641%,934.57億,33.043%,1.261,-1.975%,2023/12,3328.HK,246484000000.0,L
03330.HK,靈寶黃金,080601,25.800,-1.400,-5.147%,1.85千萬,4.99億,19.20,6.11,0.91%,302.11億,03330.HK,0.80,0.37,4.65%,11.95%,9.21%,3.02%,20.09%,107.93%,2023/12,03330.HK,115.47億,1.000%,6.38億,5.522%,3.49億,3.020%,0.355,13.076%,2023/12,3330.HK,30211000000.0,L
03606.HK,福耀玻璃,020102,58.650,+1.100,+1.911%,2.81百萬,1.64億,14.77,3.66,3.96%,355.86億,03606.HK,2.22,1.88,9.94%,17.91%,34.14%,16.97%,60.19%,46.22%,2023/12,03606.HK,363.51億,14.000%,69.93億,19.236%,61.70億,16.974%,2.368,15.325%,2023/12,3606.HK,35586000000.0,L
03668.HK,兗煤澳大利亞,030101,44.540,-2.860,-6.034%,3.47百萬,1.57億,25.63,1.25,2.22%,588.12億,03668.HK,2.42,2.02,16.16%,21.55%,100.00%,23.39%,50.44%,1.73%,2023/12,03668.HK,415.13億,-27.000%,137.40億,33.209%,96.76億,23.386%,7.330,-49.268%,2023/12,3668.HK,58812000000.0,L
03690.HK,美團－Ｗ,070201,82.950,-1.250,-1.485%,4.13千萬,34.44億,無盈利,3.02,0.00%,"5,121.65億",03690.HK,1.82,1.80,4.73%,9.11%,35.12%,5.01%,N/A,39.88%,2023/12,03690.HK,"3,033.68億",22.000%,147.06億,4.848%,151.89億,5.007%,2.445,N/A,2023/12,3690.HK,512164999999.99994,L
03750.HK,寧德時代,060103,613.500,-18.500,-2.927%,2.15百萬,13.44億,34.15,7.41,1.45%,956.54億,03750.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03750.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,3750.HK,95654000000.0,L
03800.HK,協鑫科技,060107,0.860,-0.030,-3.371%,3.04億,2.62億,無盈利,0.59,0.00%,285.66億,03800.HK,1.57,1.44,3.03%,5.89%,34.69%,7.45%,N/A,37.43%,2023/12,03800.HK,369.42億,-8.000%,44.93億,12.162%,27.52億,7.448%,0.104,-84.658%,2023/12,3800.HK,28566000000.000004,L
03808.HK,中國重汽,060202,38.780,-1.980,-4.858%,5.23百萬,2.04億,17.07,2.45,3.28%,"1,070.71億",03808.HK,1.20,1.02,4.37%,13.21%,16.65%,6.22%,50.24%,12.54%,2023/12,03808.HK,937.23億,39.000%,71.11億,7.587%,58.30億,6.220%,2.116,207.447%,2023/12,3808.HK,107071000000.0,L
03896.HK,金山雲,070205,6.900,-0.340,-4.696%,8.14千萬,5.69億,無盈利,3.02,0.00%,312.69億,03896.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03896.HK,77.25億,-16.000%,-23.11億,-29.919%,-23.86億,-30.881%,-0.669,18.801%,2023/12,3896.HK,31269000000.0,L
03899.HK,中集安瑞科,030202,10.080,-0.470,-4.455%,9.24百萬,9.32千萬,16.15,1.51,3.08%,212.83億,03899.HK,1.51,1.17,4.04%,9.92%,15.75%,4.71%,49.40%,24.74%,2023/12,03899.HK,258.99億,17.000%,16.72億,6.454%,12.21億,4.715%,0.607,1.957%,2023/12,3899.HK,21283000000.0,L
03931.HK,中創新航,060103,31.660,-1.060,-3.240%,1.01千萬,3.25億,89.23,1.50,0.00%,241.09億,03931.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03931.HK,296.04億,28.000%,8.38億,2.830%,3.23億,1.090%,0.182,-63.384%,2023/12,3931.HK,24109000000.0,L
03939.HK,萬國黃金集團,080601,13.480,-0.130,-0.955%,5.04千萬,6.96億,39.02,11.36,1.21%,596.53億,03939.HK,1.38,0.98,14.20%,23.86%,47.08%,25.50%,45.68%,17.45%,2023/12,03939.HK,14.42億,87.000%,4.62億,32.059%,3.68億,25.501%,0.444,80.526%,2023/12,3939.HK,59653000000.0,L
03968.HK,招商銀行,040101,49.280,-0.120,-0.243%,1.68千萬,8.30億,8.18,1.12,4.44%,"2,262.40億",03968.HK,0.77,N/A,1.22%,13.80%,N/A,42.20%,35.03%,N/A,2023/12,03968.HK,"3,689.83億",-4.000%,"1,908.94億",51.735%,"1,557.09億",42.199%,6.172,4.008%,2023/12,3968.HK,226240000000.0,L
03988.HK,中國銀行,040101,4.970,+0.080,+1.636%,4.31億,21.32億,6.21,0.57,5.26%,"4,156.03億",03988.HK,0.84,N/A,0.67%,9.22%,N/A,34.71%,31.95%,N/A,2023/12,03988.HK,"6,841.80億",3.000%,"3,229.88億",47.208%,"2,374.46億",34.705%,0.811,-0.129%,2023/12,3988.HK,415603000000.0,L
06055.HK,中煙香港,060108,33.800,-0.580,-1.687%,88.99萬,3.04千萬,23.85,6.41,1.54%,233.79億,06055.HK,1.55,0.81,8.88%,24.01%,9.19%,5.06%,36.78%,99.86%,2023/12,06055.HK,118.36億,42.000%,10.26億,8.672%,5.99億,5.059%,0.870,61.111%,2023/12,6055.HK,23379000000.0,L
06060.HK,眾安在線,040302,12.750,-0.180,-1.392%,1.32千萬,1.68億,16.39,0.76,0.00%,208.44億,06060.HK,0.20,0.20,9.51%,20.31%,100.00%,12.55%,N/A,35.80%,2023/12,06060.HK,356.31億,25.000%,3.50億,0.981%,44.70億,12.546%,3.036,N/A,2023/12,6060.HK,20844000000.0,L
06181.HK,老鋪黃金,020604,625.500,+8.000,+1.296%,1.18百萬,7.34億,19.83,8.93,3.81%,897.85億,06181.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06181.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,6181.HK,89785000000.0,L
06186.HK,中國飛鶴,020206,3.480,-0.010,-0.287%,2.40千萬,8.44千萬,14.55,1.13,7.18%,306.51億,06186.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06186.HK,214.11億,-10.000%,53.23億,24.863%,37.16億,17.356%,0.406,-34.630%,2023/12,6186.HK,30651000000.0,L
06600.HK,臥安機器人,020401,92.000,-4.950,-5.106%,32.50萬,3.06千萬,無盈利,11.06,0.00%,207.33億,06600.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06600.HK,34.59億,11.000%,13.21億,38.189%,12.30億,35.553%,2.006,40.020%,2023/12,6600.HK,20733000000.0,L
06690.HK,海爾智家,020402,20.720,+0.020,+0.097%,3.69千萬,7.63億,8.78,1.46,6.19%,591.26億,06690.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06690.HK,"2,865.71億",4.000%,196.49億,6.857%,181.94億,6.349%,1.962,10.088%,2023/12,6690.HK,59126000000.0,L
06823.HK,香港電訊－ＳＳ,110101,12.220,+0.120,+0.992%,8.36百萬,1.02億,17.52,2.52,6.69%,926.57億,06823.HK,0.47,0.42,4.45%,14.13%,49.16%,14.54%,116.09%,132.01%,2023/12,06823.HK,343.30億,N/A,56.16億,16.359%,49.91億,14.538%,0.659,1.824%,2023/12,6823.HK,92657000000.0,L
06862.HK,海底撈,100402,14.270,-0.240,-1.654%,1.67千萬,2.39億,17.14,7.14,5.06%,795.41億,06862.HK,2.06,1.91,18.23%,39.03%,100.00%,10.85%,90.56%,63.37%,2023/12,06862.HK,464.72億,30.000%,63.36億,13.943%,49.32億,10.853%,0.910,222.612%,2023/12,6862.HK,79541000000.0,L
06869.HK,長飛光纖光纜,070301,183.000,-14.000,-7.107%,3.24千萬,60.03億,192.96,11.22,0.16%,771.47億,06869.HK,1.60,1.28,4.45%,11.47%,24.50%,9.72%,30.06%,70.11%,2023/12,06869.HK,146.37億,-6.000%,13.36億,9.127%,14.22億,9.717%,1.875,7.899%,2023/12,6869.HK,77147000000.0,L
06969.HK,思摩爾國際,060108,8.880,-0.300,-3.268%,1.50千萬,1.33億,45.73,2.26,4.51%,550.11億,06969.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06969.HK,122.43億,-10.000%,21.23億,17.339%,18.03億,14.730%,0.296,-36.999%,2023/12,6969.HK,55011000000.0,L
06979.HK,珍酒李渡,020204,9.390,+0.040,+0.428%,5.32百萬,5.07千萬,51.85,2.10,0.75%,318.19億,06979.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06979.HK,77.07億,N/A,23.19億,30.092%,25.51億,33.100%,0.855,N/A,2023/12,6979.HK,31819000000.0,L
07618.HK,京東工業,100105,12.440,0.000,0.000%,61.24萬,7.60百萬,10.02,2.68,0.00%,337.75億,07618.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,07618.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,7618.HK,33775000000.0,L
09618.HK,京東集團－ＳＷ,070201,113.200,+0.200,+0.177%,1.01千萬,11.43億,14.75,1.44,3.44%,"3,608.31億",09618.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09618.HK,"11,890.06億",N/A,285.29億,2.399%,264.92億,2.228%,8.430,125.077%,2023/12,9618.HK,360831000000.0,L
09633.HK,農夫山泉,020205,46.920,+1.720,+3.805%,1.31千萬,6.10億,29.87,12.01,2.35%,"2,362.27億",09633.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09633.HK,467.72億,24.000%,171.97億,36.769%,132.42億,28.311%,1.173,36.808%,2023/12,9633.HK,236227000000.0,L
09863.HK,零跑汽車,020101,47.020,-1.340,-2.771%,1.22千萬,5.75億,109.02,4.25,0.00%,531.82億,09863.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09863.HK,183.58億,31.000%,-47.99億,-26.139%,-46.22億,-25.177%,-3.968,28.065%,2023/12,9863.HK,53182000000.00001,L
09866.HK,蔚來－ＳＷ,020101,43.860,+0.280,+0.642%,5.46百萬,2.40億,無盈利,21.34,0.00%,988.10億,09866.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09866.HK,609.68億,9.000%,-248.35億,-40.734%,-231.81億,-38.022%,-13.637,-35.976%,2023/12,9866.HK,98810000000.0,L
09868.HK,小鵬汽車－Ｗ,020101,65.450,-1.400,-2.094%,1.22千萬,8.04億,無盈利,3.70,0.00%,"1,252.62億",09868.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09868.HK,336.27億,10.000%,-119.37億,-35.498%,-113.74億,-33.824%,-6.533,-8.454%,2023/12,9868.HK,125261999999.99998,L
09888.HK,百度集團－ＳＷ,070201,105.700,+0.100,+0.095%,9.18百萬,9.68億,46.32,1.04,0.00%,"3,067.96億",09888.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09888.HK,"1,475.46億",5.000%,239.59億,16.238%,222.69億,15.093%,7.651,171.305%,2023/12,9888.HK,306796000000.0,L
