sno,TP12,TP1,TP2,TP1C,CL1,BY1,,,
1142.HK,1,0,0,1,1,0,3,33.33%,
1171.HK,6,0,0,2,9,0,17,35.29%,
1177.HK,3,0,1,0,2,0,6,66.67%,
1179.HK,1,0,0,0,1,0,2,50.00%,
1193.HK,4,2,0,2,6,0,14,42.86%,
1208.HK,1,0,1,2,1,0,5,40.00%,
1209.HK,0,1,0,0,0,0,1,100.00%,
1211.HK,2,0,0,0,5,0,7,28.57%,
1258.HK,2,0,0,0,2,0,4,50.00%,
1288.HK,2,0,1,1,3,0,7,42.86%,
1299.HK,1,0,0,0,1,0,2,50.00%,
1308.HK,2,1,0,1,2,0,6,50.00%,
1336.HK,0,1,0,0,1,1,3,33.33%,
1339.HK,2,0,0,1,1,1,5,40.00%,
1347.HK,4,0,0,0,4,1,9,44.44%,
1357.HK,1,0,0,0,2,1,4,25.00%,
1378.HK,1,0,0,0,1,0,2,50.00%,
1398.HK,5,1,0,1,4,0,11,54.55%,
1519.HK,0,0,0,1,0,1,2,0.00%,
1530.HK,1,0,0,0,2,0,3,33.33%,
1548.HK,1,0,0,0,2,3,6,16.67%,
1585.HK,1,0,0,0,1,1,3,33.33%,
1658.HK,2,0,1,1,3,0,7,42.86%,
1729.HK,1,0,0,0,0,1,2,50.00%,
1735.HK,3,1,0,1,1,0,6,66.67%,
1776.HK,2,0,0,0,2,0,4,50.00%,
1787.HK,2,0,0,1,2,0,5,40.00%,
1788.HK,0,1,0,0,2,0,3,33.33%,
1801.HK,3,0,0,0,1,1,5,60.00%,
1810.HK,0,0,0,1,1,0,2,0.00%,
1816.HK,2,0,0,1,2,1,6,33.33%,
1818.HK,2,0,0,1,3,0,6,33.33%,
1833.HK,1,0,0,2,1,0,4,25.00%,
1876.HK,1,1,0,0,2,0,4,50.00%,
1882.HK,4,0,0,2,5,1,12,33.33%,
1888.HK,1,1,0,1,1,2,6,33.33%,
1898.HK,4,0,0,0,4,1,9,44.44%,
1913.HK,2,0,0,1,2,0,5,40.00%,
1919.HK,2,0,0,0,2,2,6,33.33%,
1928.HK,1,0,0,0,2,0,3,33.33%,
1929.HK,2,0,0,0,2,1,5,40.00%,
1988.HK,2,1,0,0,2,0,5,60.00%,
2015.HK,0,0,0,0,1,0,1,0.00%,
2018.HK,0,0,0,0,4,1,5,0.00%,
2020.HK,4,0,0,0,2,0,6,66.67%,
2057.HK,0,1,0,1,0,0,2,50.00%,
2076.HK,0,0,0,0,1,1,2,0.00%,
2096.HK,0,0,0,0,1,1,2,0.00%,
2099.HK,3,0,0,0,4,0,7,42.86%,
2269.HK,1,0,0,0,1,0,2,50.00%,
2282.HK,0,0,3,0,2,0,5,60.00%,
2318.HK,1,0,0,0,0,0,1,100.00%,
2319.HK,4,1,0,2,3,1,11,45.45%,
2328.HK,2,0,1,1,4,0,8,37.50%,
2331.HK,1,0,0,0,7,0,8,12.50%,
2333.HK,2,0,0,0,2,1,5,40.00%,
2359.HK,0,0,0,0,1,1,2,0.00%,
2367.HK,0,0,0,1,1,0,2,0.00%,
2378.HK,1,0,1,0,7,0,9,22.22%,
2380.HK,4,0,0,0,1,0,5,80.00%,
2382.HK,1,0,0,0,4,0,5,20.00%,
2388.HK,5,0,0,0,1,0,6,83.33%,
2400.HK,0,0,0,0,0,1,1,0.00%,
2588.HK,2,0,0,0,0,0,2,100.00%,
2600.HK,5,0,0,0,5,0,10,50.00%,
2601.HK,0,0,0,2,2,0,4,0.00%,
2618.HK,0,0,0,0,3,0,3,0.00%,
2628.HK,4,0,0,0,1,0,5,80.00%,
2638.HK,0,0,0,0,4,0,4,0.00%,
2688.HK,3,0,0,0,0,1,4,75.00%,
2799.HK,2,0,0,0,0,0,2,100.00%,
2888.HK,2,0,0,0,5,1,8,25.00%,
2899.HK,2,0,0,0,2,1,5,40.00%,
3328.HK,4,0,0,1,5,1,11,36.36%,
3606.HK,0,0,0,0,1,0,1,0.00%,
3668.HK,1,0,0,0,0,0,1,100.00%,
3690.HK,0,0,0,0,1,0,1,0.00%,
3800.HK,0,0,1,1,0,0,2,50.00%,
3808.HK,3,1,0,0,6,0,10,40.00%,
3939.HK,1,0,0,0,3,0,4,25.00%,
3968.HK,3,0,0,0,2,2,7,42.86%,
6088.HK,1,0,0,0,2,1,4,25.00%,
6186.HK,0,0,0,0,2,0,2,0.00%,
6690.HK,1,0,0,1,2,0,4,25.00%,
6823.HK,2,0,1,0,3,0,6,50.00%,
6862.HK,1,0,0,0,0,0,1,100.00%,
6969.HK,2,0,0,2,0,0,4,50.00%,
6979.HK,1,0,0,0,0,2,3,33.33%,
9618.HK,0,0,0,0,1,0,1,0.00%,
9633.HK,1,0,0,0,0,0,1,100.00%,
9863.HK,0,0,0,0,1,0,1,0.00%,
9866.HK,0,0,0,0,1,0,1,0.00%,
9868.HK,0,0,0,1,1,0,2,0.00%,
9888.HK,1,0,0,0,2,0,3,33.33%,
9896.HK,2,0,0,0,1,0,3,66.67%,
9961.HK,1,0,0,1,1,0,3,33.33%,
9988.HK,2,0,0,1,0,0,3,66.67%,
9992.HK,1,0,0,0,2,0,3,33.33%,
,347,54,31,79,454,78,1043,41.42%,278
