sno,TP12,TP1,TP2,TP1C,CL1,BY1
0327.HK,1,0,0,0,2,0
0331.HK,0,0,0,0,0,1
0336.HK,3,0,0,0,1,0
0338.HK,1,0,0,0,1,0
0340.HK,0,0,0,0,1,2
0341.HK,0,0,0,1,1,1
0345.HK,4,0,0,0,1,0
0347.HK,1,0,0,1,4,1
0354.HK,1,1,0,0,1,0
0357.HK,0,2,1,0,1,0
0363.HK,3,0,0,0,2,0
0369.HK,1,0,0,0,0,0
0370.HK,0,0,0,0,1,0
0371.HK,1,0,0,1,1,1
0373.HK,3,0,2,0,2,0
0376.HK,1,0,1,0,2,1
0390.HK,2,1,0,0,2,0
0400.HK,0,0,0,0,0,1
0410.HK,0,0,0,0,2,2
0411.HK,0,0,1,0,1,0
0412.HK,0,2,0,0,0,1
0434.HK,0,1,0,0,1,0
0440.HK,2,0,1,1,0,0
0460.HK,0,0,0,0,2,0
0467.HK,1,0,1,0,2,0
0468.HK,2,0,0,0,0,0
0489.HK,2,0,0,0,0,0
0506.HK,4,0,1,1,0,0
0512.HK,4,1,1,0,1,1
0521.HK,0,1,0,0,2,0
0525.HK,2,0,0,0,0,1
0546.HK,1,1,0,1,1,0
0547.HK,1,1,0,0,0,0
0548.HK,3,0,1,2,2,0
0551.HK,1,0,0,0,1,0
0552.HK,2,0,0,0,0,0
0558.HK,0,1,0,0,1,0
0564.HK,1,0,0,2,0,0
0565.HK,2,1,0,1,1,0
0570.HK,2,0,1,1,1,0
0576.HK,1,0,0,1,3,0
0579.HK,1,0,0,0,0,0
0580.HK,0,0,0,0,1,1
0581.HK,1,0,0,2,0,0
0586.HK,0,0,0,0,1,0
0590.HK,4,0,0,0,1,0
0596.HK,2,1,0,1,1,0
0598.HK,3,0,0,1,2,0
0604.HK,0,0,0,1,0,0
0631.HK,2,0,0,0,1,1
0636.HK,1,0,0,0,1,0
0639.HK,2,0,0,0,3,1
0658.HK,0,0,0,0,1,0
0662.HK,3,0,0,0,1,1
0667.HK,0,0,0,0,2,1
0670.HK,2,2,0,2,4,0
0686.HK,3,0,0,0,2,0
0694.HK,1,0,0,0,1,1
0695.HK,2,0,0,0,0,0
0696.HK,3,0,0,0,3,0
0697.HK,2,0,0,1,0,1
0709.HK,1,1,0,0,1,1
0710.HK,2,0,0,0,4,2
0732.HK,2,0,0,1,1,1
0737.HK,1,1,0,2,3,1
0743.HK,1,0,0,0,1,0
0746.HK,1,0,0,0,0,0
0751.HK,1,0,0,0,5,0
0752.HK,1,0,0,0,0,1
0753.HK,0,1,0,0,1,0
0763.HK,1,0,0,0,1,2
0775.HK,0,1,0,1,0,1
0777.HK,1,0,0,0,3,2
0797.HK,0,1,0,0,0,1
0799.HK,0,0,0,0,1,0
0806.HK,4,1,0,2,3,2
0807.HK,0,0,0,0,1,1
0811.HK,2,0,0,0,3,0
0816.HK,0,0,0,0,0,1
0819.HK,2,0,0,0,1,0
0826.HK,4,0,0,1,1,0
0830.HK,0,0,0,0,1,0
0838.HK,1,0,0,0,0,0
0839.HK,1,0,0,0,0,1
0842.HK,1,1,0,0,2,0
0853.HK,2,0,0,0,0,0
0855.HK,5,0,0,0,2,0
0856.HK,1,0,0,0,0,1
0861.HK,3,0,2,0,0,0
0866.HK,1,0,0,1,0,1
0874.HK,1,0,0,0,1,1
0880.HK,0,0,0,0,1,0
0881.HK,0,0,0,0,2,0
0887.HK,0,1,0,0,0,0
0900.HK,1,2,0,0,0,1
0909.HK,0,0,0,0,1,0
0916.HK,2,0,0,1,0,1
0921.HK,1,0,0,0,0,0
0931.HK,0,0,1,0,0,0
0934.HK,5,0,0,1,0,1
0956.HK,1,1,0,0,1,0
0975.HK,1,0,0,0,0,1
0990.HK,0,0,1,0,1,0
0991.HK,1,1,0,0,4,2
0995.HK,3,3,0,0,2,0
1033.HK,0,2,0,0,2,0
1050.HK,2,2,1,2,1,1
1052.HK,2,0,0,1,1,1
1055.HK,4,2,0,0,1,0
1060.HK,0,0,1,0,0,1
1061.HK,2,0,0,0,0,0
1066.HK,0,1,0,0,2,1
1070.HK,1,0,0,0,4,1
1071.HK,3,0,0,0,2,0
1072.HK,4,0,0,1,1,1
1083.HK,2,1,0,2,2,1
1099.HK,0,1,0,0,0,0
1104.HK,0,0,0,0,5,3
1112.HK,0,1,0,0,2,1
1114.HK,3,0,0,0,3,0
1115.HK,1,0,0,0,1,0
1117.HK,0,1,0,0,0,0
1121.HK,0,0,0,0,1,1
1126.HK,0,0,0,1,1,1
1133.HK,1,1,0,1,0,0
1138.HK,3,1,0,0,3,1
1140.HK,0,0,1,0,0,1
1142.HK,0,0,0,0,1,0
1157.HK,0,0,0,0,5,1
1164.HK,1,0,1,0,3,0
1167.HK,1,0,0,0,0,0
1168.HK,1,0,0,0,0,0
1184.HK,1,0,0,0,0,0
1186.HK,1,0,0,1,1,0
1196.HK,2,0,0,0,1,0
1199.HK,4,1,0,1,1,0
1205.HK,0,0,0,0,1,0
1216.HK,0,0,0,0,0,1
1223.HK,1,0,0,0,3,1
1224.HK,1,0,0,0,1,1
1234.HK,1,0,0,0,0,1
1250.HK,0,0,0,0,1,1
1263.HK,1,0,0,0,0,0
1268.HK,1,0,0,0,0,0
1286.HK,0,0,0,0,1,0
1302.HK,0,0,2,0,2,0
1310.HK,2,2,1,0,1,0
1313.HK,0,0,0,0,2,1
1316.HK,3,0,0,1,1,1
1330.HK,0,0,1,0,0,0
1345.HK,1,1,0,0,1,0
1358.HK,0,0,0,0,0,2
1359.HK,0,1,1,0,1,1
1361.HK,1,1,0,0,1,0
1368.HK,1,0,0,1,2,0
1375.HK,0,0,0,0,1,0
1382.HK,1,0,0,0,1,2
1385.HK,1,0,0,0,1,1
1415.HK,0,0,1,0,2,0
1428.HK,1,0,1,0,1,0
1448.HK,0,2,1,0,1,0
1456.HK,0,0,0,0,0,1
1458.HK,0,0,0,1,0,1
1475.HK,0,0,0,0,1,0
1477.HK,0,0,0,0,1,0
1478.HK,0,0,0,0,1,0
1501.HK,1,0,1,0,0,1
1508.HK,1,0,0,0,1,0
1513.HK,1,0,0,0,2,0
1515.HK,0,0,0,0,2,0
1521.HK,0,0,0,1,0,0
1551.HK,0,0,0,0,0,1
1571.HK,0,0,0,1,0,0
1578.HK,0,0,0,0,1,0
1579.HK,1,0,0,0,1,0
1600.HK,1,1,0,0,1,0
1606.HK,0,0,0,1,0,0
1610.HK,0,0,0,0,2,1
1618.HK,5,0,0,1,1,2
1635.HK,0,0,0,1,0,0
1640.HK,0,0,0,1,1,1
1651.HK,1,0,0,0,0,0
1660.HK,0,0,0,1,0,0
1666.HK,1,0,0,0,2,1
1681.HK,1,0,0,0,1,1
1686.HK,0,1,0,0,2,1
1691.HK,1,0,0,0,2,0
1696.HK,0,0,0,0,1,0
1709.HK,0,0,0,0,1,0
1713.HK,0,0,0,0,1,0
1717.HK,0,0,0,0,1,0
1733.HK,1,0,0,0,1,0
1760.HK,0,0,0,0,0,1
1766.HK,4,0,1,1,0,1
1772.HK,2,0,0,0,0,0
1773.HK,1,0,0,0,0,0
1789.HK,2,0,0,1,0,0
1797.HK,1,1,0,0,1,0
1798.HK,0,0,0,0,1,1
1799.HK,1,0,0,0,0,0
1800.HK,1,0,0,0,1,0
1811.HK,0,0,0,0,2,0
1815.HK,1,1,0,0,0,1
1833.HK,1,0,0,0,1,0
1836.HK,0,0,2,2,1,0
1837.HK,0,0,0,0,0,1
1848.HK,0,1,0,0,1,0
1854.HK,0,0,0,1,0,0
1857.HK,1,0,0,0,0,1
1860.HK,0,1,0,0,0,0
1866.HK,2,0,1,0,1,0
1872.HK,0,1,0,0,1,0
1873.HK,0,0,0,1,0,0
1877.HK,0,0,1,0,0,1
1880.HK,0,0,0,0,0,1
1883.HK,1,0,0,0,1,0
1890.HK,0,0,0,1,0,0
1896.HK,1,0,0,1,0,0
1899.HK,0,0,0,0,1,0
1907.HK,0,0,0,0,2,0
1910.HK,1,0,0,0,1,0
1921.HK,0,0,0,0,0,1
1931.HK,2,0,0,1,0,0
1958.HK,0,0,0,0,0,1
1963.HK,2,0,0,0,0,1
1969.HK,1,1,0,0,0,0
1979.HK,0,0,1,0,0,0
1981.HK,1,0,0,0,0,0
1982.HK,0,0,0,0,0,1
1999.HK,0,0,0,1,2,1
2001.HK,1,0,0,1,1,0
2005.HK,2,0,0,0,1,0
2016.HK,0,0,0,0,1,1
2038.HK,1,0,1,0,2,0
2039.HK,0,0,2,0,1,0
2066.HK,0,1,0,0,0,0
2121.HK,1,0,0,1,0,0
2128.HK,0,0,0,0,2,0
2145.HK,0,0,0,0,1,0
2157.HK,0,0,0,0,1,0
2158.HK,0,0,1,0,1,0
2160.HK,0,0,0,0,1,0
2161.HK,1,0,0,0,0,0
2171.HK,0,0,1,0,0,0
2172.HK,0,0,0,0,1,0
2181.HK,0,0,1,0,0,0
2192.HK,1,0,0,0,0,0
2196.HK,1,0,0,0,1,2
2197.HK,1,0,0,0,0,0
2198.HK,0,0,0,0,2,0
2208.HK,2,0,0,0,1,0
2225.HK,0,1,0,0,0,0
2233.HK,2,1,0,0,2,1
2238.HK,7,1,0,1,0,1
2252.HK,0,1,0,0,0,0
2255.HK,1,0,1,0,0,1
2273.HK,0,0,0,1,0,0
2299.HK,0,0,1,0,0,1
2302.HK,4,1,0,0,0,1
2314.HK,0,0,0,0,1,1
2315.HK,0,0,0,0,1,0
2342.HK,3,0,0,0,2,0
2343.HK,1,0,0,0,5,2
2356.HK,1,0,1,0,0,0
2357.HK,0,0,0,1,2,1
2360.HK,0,0,0,0,2,0
2362.HK,1,0,0,0,1,2
2368.HK,1,0,0,0,3,0
2385.HK,1,0,0,0,0,0
2386.HK,2,1,0,0,1,0
2469.HK,0,0,0,0,0,1
2517.HK,0,0,0,0,1,0
2518.HK,1,0,0,0,2,0
2552.HK,1,0,0,0,0,0
2660.HK,2,0,0,0,0,1
2678.HK,0,0,0,0,2,0
2689.HK,0,0,0,0,3,0
2722.HK,0,1,0,0,1,0
2727.HK,1,1,0,0,0,1
2858.HK,1,0,0,0,0,0
2866.HK,2,0,0,0,2,0
2880.HK,2,0,1,0,1,1
2883.HK,2,0,1,0,1,0
3323.HK,0,0,0,0,0,3
3330.HK,0,0,0,0,2,1
3336.HK,1,0,0,0,0,0
3337.HK,1,0,0,0,1,1
3339.HK,0,0,0,0,2,0
3347.HK,0,0,0,1,0,0
3382.HK,1,0,0,0,0,0
3396.HK,1,0,0,0,0,1
3600.HK,1,0,1,0,0,0
3613.HK,2,0,0,0,1,1
3618.HK,2,0,0,0,2,1
3633.HK,1,0,1,0,0,0
3669.HK,1,1,0,0,2,0
3698.HK,1,0,0,0,2,0
3700.HK,1,0,0,0,0,0
3759.HK,0,0,0,0,2,0
3813.HK,1,0,0,0,1,1
3818.HK,1,0,0,0,1,0
3833.HK,0,0,1,0,2,1
3866.HK,0,1,0,0,0,0
3868.HK,0,0,0,0,1,0
3877.HK,1,1,0,2,0,0
3898.HK,3,1,0,0,0,1
3899.HK,2,0,0,0,1,2
3918.HK,0,0,0,1,0,1
3931.HK,0,0,0,0,0,1
3969.HK,1,1,0,0,1,0
3983.HK,2,0,0,0,0,0
3996.HK,0,1,0,0,1,0
6055.HK,1,0,1,0,2,0
6060.HK,0,0,0,0,1,1
6198.HK,0,0,0,0,3,0
6288.HK,0,0,0,0,2,0
6601.HK,0,0,0,0,0,1
6638.HK,0,0,0,0,0,1
6808.HK,0,0,0,0,1,1
6865.HK,0,1,0,0,1,0
6868.HK,0,0,1,0,0,0
6869.HK,1,0,0,0,1,0
6889.HK,0,0,0,0,1,0
6896.HK,0,0,1,0,1,0
6979.HK,0,0,0,0,0,1
8137.HK,2,0,0,0,1,0
8279.HK,0,0,0,0,2,1
8299.HK,2,0,1,0,0,1
9638.HK,1,0,1,0,0,0
9663.HK,0,0,0,1,0,0
9676.HK,0,0,0,0,1,0
9898.HK,0,0,0,0,1,0
9911.HK,0,0,0,0,1,1
9996.HK,0,0,0,0,0,1
9997.HK,0,1,0,0,1,0
