股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值
01823.HK,華昱高速,020204,1.220,+0.020,+1.667%,8.00萬,9.32萬,無盈利,0.63,9.92%,5.03億,01823.HK,5.78,3.72,26.37%,40.98%,28.25%,80.92%,N/A,0.18%,2023/12,01823.HK,4.46億,-3.000%,4.46千萬,10.005%,3.61億,80.921%,0.875,553.050%,2023/12,1823.HK,503000000.0
01876.HK,百威亞太,020204,8.240,+0.020,+0.243%,9.93百萬,8.16千萬,19.28,1.38,5.34%,"1,091.26億",01876.HK,0.92,0.82,5.25%,7.90%,50.36%,12.43%,82.02%,3.07%,2023/12,01876.HK,535.52億,5.000%,100.68億,18.801%,66.55億,12.427%,0.504,-6.621%,2023/12,1876.HK,109126000000.0
06979.HK,珍酒李渡,020204,9.300,-0.300,-3.125%,5.81百萬,5.34千萬,21.66,2.12,2.26%,315.14億,06979.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06979.HK,77.07億,N/A,23.19億,30.092%,25.51億,33.100%,0.855,N/A,2023/12,6979.HK,31514000000.0
08146.HK,怡園酒業,020204,0.113,0.000,0.000%,0.00,0.00,無盈利,0.38,0.00%,9.05千萬,08146.HK,5.46,2.26,3.09%,3.83%,73.32%,15.73%,N/A,13.84%,2023/12,08146.HK,7.12千萬,1.000%,1.26千萬,17.636%,1.12千萬,15.727%,0.014,N/A,2023/12,8146.HK,90500000.0
08179.HK,百利達集團控股,020204,0.013,-0.001,-7.143%,1.92百萬,2.56萬,14.44,0.06,0.00%,2.48千萬,08179.HK,3.47,0.43,-1.75%,-2.38%,100.00%,-2.62%,N/A,34.73%,2023/12,08179.HK,3.33億,25.000%,-8.56百萬,-2.575%,-8.70百萬,-2.618%,-0.008,N/A,2023/12,8179.HK,24800000.0
08300.HK,今米房集團,020204,0.076,-0.001,-1.299%,42.00萬,3.17萬,無盈利,N/A,0.00%,2.01億,08300.HK,0.69,0.51,-161.07%,325.31%,59.35%,-58.72%,N/A,-166.64%,2024/03,08300.HK,5.17千萬,73.000%,-2.85千萬,-55.101%,-3.04千萬,-58.718%,-0.012,-38.554%,2024/03,8300.HK,200999999.99999997
08509.HK,威揚酒業控股,020204,0.710,-0.040,-5.333%,41.20萬,29.08萬,7.14,0.85,0.00%,2.84億,08509.HK,1.95,0.95,6.96%,10.55%,35.44%,14.41%,N/A,45.39%,2024/03,08509.HK,2.17億,46.000%,3.94千萬,18.174%,3.12千萬,14.408%,0.078,87.952%,2024/03,8509.HK,284000000.0
80291.HK,華潤啤酒－Ｒ,020204,26.120,-0.380,-1.434%,7.50千,19.60萬,16.43,2.80,3.58%,847.38億,80291.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,80291.HK,389.32億,10.000%,70.78億,18.180%,51.53億,13.236%,1.590,18.657%,2023/12,80291.HK,84738000000.0
00220.HK,統一企業中國,020205,8.530,-0.040,-0.467%,4.33百萬,3.70千萬,18.74,2.59,5.47%,368.44億,00220.HK,0.95,0.69,7.53%,12.46%,30.47%,5.83%,109.97%,8.07%,2023/12,00220.HK,313.42億,-1.000%,21.89億,6.983%,18.27億,5.831%,0.423,32.539%,2023/12,0220.HK,36844000000.0
00345.HK,維他奶國際,020205,7.340,-0.030,-0.407%,1.30百萬,9.52百萬,33.52,2.56,1.94%,77.04億,00345.HK,1.01,0.76,2.06%,3.87%,50.05%,1.87%,70.64%,18.60%,2024/03,00345.HK,62.17億,-1.000%,1.85億,2.983%,1.16億,1.872%,0.109,153.488%,2024/03,0345.HK,7704000000.000001
00506.HK,中國食品,020205,4.220,-0.030,-0.706%,1.15百萬,4.87百萬,12.90,1.72,3.93%,118.04億,00506.HK,1.00,0.71,5.13%,13.84%,35.18%,3.88%,49.73%,1.32%,2023/12,00506.HK,235.10億,N/A,20.27億,8.621%,9.13億,3.882%,0.326,22.588%,2023/12,0506.HK,11804000000.0
00756.HK,森美控股,020205,0.510,+0.085,+20.000%,2.40萬,1.30萬,無盈利,N/A,0.00%,1.74億,00756.HK,0.13,0.04,-18.42%,9.73%,26.35%,-30.44%,N/A,-100.10%,2024/06,00756.HK,8.63千萬,274.000%,-2.63千萬,-30.442%,-2.63千萬,-30.436%,-0.085,33.073%,2024/06,0756.HK,174000000.0
01364.HK,古茗,020205,22.300,-0.100,-0.446%,4.59百萬,1.04億,N/A,N/A,0.00%,530.34億,01364.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01364.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1364.HK,53034000000.0
01446.HK,鴻福堂,020205,0.405,0.000,0.000%,14.00萬,5.61萬,無盈利,1.02,0.00%,2.66億,01446.HK,0.62,0.51,-4.85%,-12.45%,58.49%,-5.15%,N/A,69.01%,2023/12,01446.HK,6.73億,-2.000%,-3.64千萬,-5.408%,-3.46千萬,-5.146%,-0.053,N/A,2023/12,1446.HK,266000000.0
02097.HK,蜜雪集團,020205,414.800,-3.000,-0.718%,31.40萬,1.33億,N/A,N/A,0.00%,625.86億,02097.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02097.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2097.HK,62586000000.0
02119.HK,捷榮國際控股,020205,0.560,-0.010,-1.754%,3.40萬,1.90萬,6.83,0.79,8.79%,4.04億,02119.HK,4.11,3.06,6.63%,8.25%,33.00%,6.68%,265.24%,4.25%,2023/12,02119.HK,7.29億,4.000%,5.90千萬,8.094%,4.87千萬,6.683%,0.068,2.736%,2023/12,2119.HK,404000000.0
02218.HK,安德利果汁,020205,15.190,-0.400,-2.566%,29.41萬,4.51百萬,19.05,1.88,1.80%,10.73億,02218.HK,22.75,11.05,9.79%,10.10%,32.99%,29.17%,21.13%,N/A,2023/12,02218.HK,9.60億,-20.000%,2.90億,30.170%,2.80億,29.165%,0.778,27.763%,2023/12,2218.HK,1073000000.0
02460.HK,華潤飲料,020205,10.810,-0.110,-1.007%,1.81百萬,1.97千萬,12.88,2.16,4.88%,259.25億,02460.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02460.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2460.HK,25925000000.0
02555.HK,茶百道,020205,7.320,-0.090,-1.215%,1.49百萬,1.10千萬,20.46,2.60,8.28%,108.16億,02555.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02555.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2555.HK,10816000000.0
02589.HK,滬上阿姨,020205,108.700,-4.000,-3.549%,1.56百萬,1.78億,N/A,N/A,0.00%,64.60億,02589.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02589.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2589.HK,6459999999.999999
06603.HK,IFBH,020205,20.960,-2.020,-8.790%,2.82百萬,6.04千萬,N/A,N/A,0.00%,55.89億,06603.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06603.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,6603.HK,5589000000.0
06683.HK,巨星傳奇,020205,6.960,-0.240,-3.333%,3.49千萬,2.42億,96.13,5.72,0.00%,62.45億,06683.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06683.HK,4.72億,N/A,7.07千萬,14.997%,3.78千萬,8.023%,0.055,N/A,2023/12,6683.HK,6245000000.0
06868.HK,天福,020205,2.820,-0.370,-11.599%,11.20萬,33.08萬,20.74,1.63,3.90%,30.54億,06868.HK,1.70,0.62,7.10%,11.94%,54.23%,12.30%,77.54%,38.16%,2023/12,06868.HK,19.01億,-1.000%,3.36億,17.655%,2.34億,12.297%,0.219,2.287%,2023/12,6868.HK,3054000000.0
06911.HK,瀾滄古茶,020205,2.700,0.000,0.000%,0.00,0.00,無盈利,0.48,0.00%,1.50億,06911.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06911.HK,5.78億,N/A,1.15億,19.890%,8.78千萬,15.186%,0.921,N/A,2023/12,6911.HK,150000000.0
06980.HK,八馬茶業,020205,69.950,-1.000,-1.409%,59.47萬,4.20千萬,N/A,N/A,0.00%,37.06億,06980.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06980.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,6980.HK,3706000000.0
08241.HK,英記茶莊集團,020205,0.116,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,4.20千萬,08241.HK,0.53,0.25,-14.45%,-223.50%,77.10%,-43.26%,N/A,"1,403.76%",2024/03,08241.HK,3.39千萬,-9.000%,-1.47千萬,-43.263%,-1.47千萬,-43.263%,-0.041,-141.667%,2024/03,8241.HK,42000000.0
09633.HK,農夫山泉,020205,54.250,-0.750,-1.364%,2.34百萬,1.28億,47.32,17.77,1.51%,"2,731.31億",09633.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09633.HK,467.72億,24.000%,171.97億,36.769%,132.42億,28.311%,1.173,36.808%,2023/12,9633.HK,273131000000.0
02160.HK,心通醫療－Ｂ,050203,1.180,0.000,0.000%,5.89百萬,6.96百萬,無盈利,1.22,0.00%,28.47億,02160.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02160.HK,3.69億,30.000%,-3.44億,-93.289%,-5.17億,-140.248%,-0.219,-2.287%,2023/12,2160.HK,2847000000.0
02185.HK,百心安－Ｂ,050203,7.430,+0.100,+1.364%,45.88萬,3.47百萬,無盈利,2.58,0.00%,17.51億,02185.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02185.HK,9.39百萬,-64.000%,-2.05億,N/A,-1.93億,N/A,-0.789,16.710%,2023/12,2185.HK,1751000000.0000002
02190.HK,歸創通橋,050203,26.500,+1.640,+6.597%,5.69百萬,1.39億,80.35,2.62,0.41%,87.32億,02190.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02190.HK,5.79億,53.000%,-1.72億,-29.658%,-8.63千萬,-14.919%,-0.263,31.408%,2023/12,2190.HK,8732000000.0
02216.HK,堃博醫療－Ｂ,050203,2.690,-0.050,-1.825%,1.97百萬,5.29百萬,無盈利,1.08,0.00%,14.16億,02216.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02216.HK,8.01千萬,8.000%,-2.19億,-273.905%,-2.19億,-273.925%,-0.469,-0.038%,2023/12,2216.HK,1416000000.0
02235.HK,微泰醫療－Ｂ,050203,6.670,-0.230,-3.333%,15.81萬,1.03百萬,無盈利,1.34,0.00%,11.11億,02235.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02235.HK,2.78億,41.000%,-1.32億,-47.496%,-1.37億,-49.369%,-0.318,-252.249%,2023/12,2235.HK,1111000000.0
02251.HK,鷹瞳科技－Ｂ,050203,11.960,+0.240,+2.048%,3.92萬,46.85萬,無盈利,0.92,0.00%,12.33億,02251.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02251.HK,2.24億,74.000%,-1.60億,-71.512%,-1.45億,-64.979%,-1.403,28.925%,2023/12,2251.HK,1233000000.0
02252.HK,微創機器人－Ｂ,050203,23.580,-0.840,-3.440%,3.34百萬,7.88千萬,無盈利,80.20,0.00%,241.63億,02252.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02252.HK,1.15億,370.000%,-10.69億,-932.325%,-11.10億,-967.736%,-1.162,13.443%,2023/12,2252.HK,24163000000.0
02297.HK,潤邁德－Ｂ,050203,0.290,0.000,0.000%,1.83百萬,53.08萬,無盈利,0.78,0.00%,4.06億,02297.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02297.HK,8.03千萬,-14.000%,-1.41億,-175.069%,-1.27億,-158.197%,-0.110,93.522%,2023/12,2297.HK,405999999.99999994
06609.HK,心瑋醫療－Ｂ,050203,52.050,+2.050,+4.100%,5.49萬,2.85百萬,無盈利,1.79,0.00%,16.16億,06609.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06609.HK,2.55億,23.000%,-1.13億,-44.296%,-1.03億,-40.462%,-2.708,54.196%,2023/12,6609.HK,1616000000.0
06669.HK,先瑞達醫療－Ｂ,050203,13.910,+0.430,+3.190%,45.39萬,6.23百萬,75.31,3.04,0.00%,43.59億,06669.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06669.HK,5.19億,16.000%,2.74千萬,5.278%,1.59千萬,3.057%,0.055,-78.876%,2023/12,6669.HK,4359000000.0
06826.HK,昊海生物科技,050203,28.000,-0.120,-0.427%,26.27萬,7.34百萬,14.60,1.09,3.91%,10.79億,06826.HK,5.24,4.50,5.86%,7.36%,70.34%,15.79%,40.98%,7.22%,2023/12,06826.HK,28.88億,21.000%,5.57億,19.272%,4.56億,15.793%,1.911,127.981%,2023/12,6826.HK,1079000000.0
06922.HK,康灃生物－Ｂ,050203,6.690,+0.010,+0.150%,5.48萬,36.84萬,無盈利,20.37,0.00%,9.60億,06922.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06922.HK,4.49千萬,46.000%,-1.16億,-258.232%,-1.07億,-238.061%,-0.449,18.693%,2023/12,6922.HK,960000000.0
09877.HK,健世科技－Ｂ,050203,10.060,-0.390,-3.732%,58.56萬,6.00百萬,無盈利,4.24,0.00%,31.22億,09877.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09877.HK,4.80千萬,-21.000%,-4.33億,N/A,-4.07億,N/A,-0.976,27.931%,2023/12,9877.HK,3122000000.0
09996.HK,沛嘉醫療－Ｂ,050203,5.740,-0.070,-1.205%,68.90萬,3.98百萬,無盈利,1.78,0.00%,38.54億,09996.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09996.HK,4.84億,70.000%,-4.72億,-97.650%,-4.30億,-88.983%,-0.636,7.607%,2023/12,9996.HK,3854000000.0
00013.HK,和黃醫藥,050201,23.780,-0.420,-1.736%,5.51百萬,1.32億,69.45,3.51,0.00%,207.40億,00013.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,00013.HK,65.46億,96.000%,4.55億,6.958%,7.87億,12.026%,0.937,N/A,2023/12,0013.HK,20740000000.0
00455.HK,天大藥業,050201,0.125,0.000,0.000%,0.00,0.00,無盈利,0.53,0.00%,2.69億,00455.HK,1.10,0.89,-2.63%,-4.08%,48.02%,-4.54%,-23.21%,19.19%,2023/12,00455.HK,5.32億,29.000%,-2.57千萬,-4.829%,-2.42千萬,-4.540%,-0.011,41.361%,2023/12,0455.HK,269000000.0
00575.HK,勵晶太平洋,050201,0.680,+0.010,+1.493%,1.00萬,6.70千,無盈利,N/A,0.00%,1.98億,00575.HK,0.78,0.78,-896.21%,"1,615.02%",100.00%,"-8,607.90%",N/A,-77.05%,2023/12,00575.HK,2.48百萬,42.000%,-2.37億,"-10,440.893%",-1.96億,"-8,607.904%",-0.869,63.326%,2023/12,0575.HK,198000000.0
00690.HK,聯康生物科技集團,050201,0.115,-0.005,-4.167%,9.44百萬,1.10百萬,8.52,2.11,2.44%,6.87億,00690.HK,2.07,1.76,17.29%,27.56%,81.04%,14.62%,N/A,20.56%,2023/12,00690.HK,4.85億,10.000%,7.59千萬,15.659%,7.09千萬,14.622%,0.011,81.967%,2023/12,0690.HK,687000000.0
01061.HK,億勝生物科技,050201,4.470,-0.140,-3.037%,35.30萬,1.59百萬,8.26,1.19,2.69%,25.35億,01061.HK,1.54,1.46,9.73%,14.31%,90.20%,16.13%,18.65%,15.28%,2023/12,01061.HK,17.07億,29.000%,3.48億,20.372%,2.75億,16.130%,0.483,22.918%,2023/12,1061.HK,2535000000.0
01177.HK,中國生物製藥,050201,7.340,-0.030,-0.407%,9.19千萬,6.78億,36.07,4.06,0.95%,"1,377.04億",01177.HK,1.05,0.96,3.67%,7.65%,80.95%,8.90%,36.23%,41.73%,2023/12,01177.HK,287.20億,-2.000%,65.07億,22.656%,25.56億,8.901%,0.138,-10.439%,2023/12,1177.HK,137704000000.0
01312.HK,華控康泰,050201,0.027,0.000,0.000%,3.64百萬,9.67萬,無盈利,0.15,0.00%,1.51億,01312.HK,1.53,1.28,-1.67%,-2.73%,58.25%,-3.56%,N/A,31.57%,2023/12,01312.HK,8.09億,-9.000%,-4.39千萬,-5.428%,-2.88千萬,-3.565%,-0.005,29.730%,2023/12,1312.HK,151000000.0
01349.HK,復旦張江,050201,3.360,+0.040,+1.205%,2.67百萬,8.93百萬,82.35,1.42,1.60%,10.95億,01349.HK,3.70,3.62,3.78%,4.61%,91.70%,12.77%,63.64%,0.73%,2023/12,01349.HK,9.33億,-19.000%,1.06億,11.412%,1.19億,12.769%,0.121,-17.777%,2023/12,1349.HK,1095000000.0
01530.HK,三生製藥,050201,34.380,+0.600,+1.776%,5.42千萬,18.73億,37.48,5.02,0.73%,836.32億,01530.HK,2.47,2.26,6.56%,11.04%,84.98%,19.82%,35.63%,34.47%,2023/12,01530.HK,85.68億,10.000%,22.03億,25.708%,16.98億,19.822%,0.702,-20.269%,2023/12,1530.HK,83632000000.0
01541.HK,宜明昂科－Ｂ,050201,7.910,+0.260,+3.399%,2.78百萬,2.21千萬,無盈利,4.46,0.00%,33.26億,01541.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01541.HK,2.24千萬,N/A,-3.87億,"-98,305.440%",-4.16億,"-98,305.440%",-1.151,N/A,2023/12,1541.HK,3326000000.0
01801.HK,信達生物,050201,92.250,+0.300,+0.326%,9.77百萬,9.07億,無盈利,10.83,0.00%,"1,580.97億",01801.HK,3.00,2.78,-4.98%,-8.21%,81.69%,-16.56%,N/A,28.90%,2023/12,01801.HK,68.03億,32.000%,-12.55億,-18.440%,-11.27億,-16.563%,-0.723,56.073%,2023/12,1801.HK,158097000000.0
01875.HK,東曜藥業－Ｂ,050201,1.920,-0.020,-1.031%,1.32萬,2.58萬,37.65,1.91,0.00%,14.84億,01875.HK,1.81,1.48,-2.65%,-5.50%,73.53%,-4.84%,N/A,50.34%,2023/12,01875.HK,8.56億,71.000%,-3.62千萬,-4.235%,-4.14千萬,-4.837%,-0.055,39.267%,2023/12,1875.HK,1484000000.0
01877.HK,君實生物,050201,25.840,-0.460,-1.749%,3.10百萬,8.08千萬,無盈利,4.07,0.00%,67.26億,01877.HK,2.24,2.02,-20.08%,-31.82%,55.59%,-151.85%,N/A,24.94%,2023/12,01877.HK,16.47億,N/A,-26.69億,-162.020%,-25.01億,-151.850%,-2.543,13.292%,2023/12,1877.HK,6726000000.000001
02126.HK,藥明巨諾－Ｂ,050201,3.620,-0.080,-2.162%,1.26百萬,4.57百萬,無盈利,1.21,0.00%,15.08億,02126.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02126.HK,1.91億,15.000%,-8.66億,-454.173%,-8.42億,-441.743%,-2.050,11.790%,2023/12,2126.HK,1508000000.0
02157.HK,樂普生物－Ｂ,050201,6.160,-0.070,-1.124%,1.16千萬,7.24千萬,無盈利,14.10,0.00%,111.15億,02157.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02157.HK,2.47億,"1,306.000%",5.26百萬,2.128%,-2.42千萬,-9.805%,-0.011,97.686%,2023/12,2157.HK,11115000000.0
02181.HK,邁博藥業－Ｂ,050201,0.520,0.000,0.000%,5.80萬,3.03萬,無盈利,22.71,0.00%,21.45億,02181.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02181.HK,9.55千萬,51.000%,-2.29億,-240.195%,-2.29億,-240.195%,-0.055,2.828%,2023/12,2181.HK,2145000000.0
02186.HK,綠葉製藥,050201,3.180,-0.060,-1.852%,3.59千萬,1.15億,23.84,0.80,0.00%,127.03億,02186.HK,1.32,1.21,2.09%,4.25%,68.44%,8.67%,N/A,67.22%,2023/12,02186.HK,67.34億,N/A,7.67億,11.384%,5.84億,8.670%,0.157,-20.104%,2023/12,2186.HK,12703000000.0
02268.HK,藥明合聯,050201,69.550,-1.250,-1.766%,3.76百萬,2.63億,73.27,11.82,0.00%,872.13億,02268.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02268.HK,23.28億,N/A,4.53億,19.455%,3.11億,13.350%,0.307,N/A,2023/12,2268.HK,87213000000.0
02410.HK,同源康醫藥－Ｂ,050201,13.800,+0.120,+0.877%,3.96百萬,5.49千萬,無盈利,10.26,0.00%,51.81億,02410.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02410.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2410.HK,5181000000.0
02480.HK,綠竹生物－Ｂ,050201,21.780,0.000,0.000%,1.60千,3.45萬,無盈利,4.82,0.00%,43.32億,02480.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02480.HK,4.19千萬,N/A,-2.44億,N/A,-2.73億,N/A,-1.370,N/A,2023/12,2480.HK,4332000000.0
02487.HK,科笛－Ｂ,050201,7.160,+0.630,+9.648%,97.65萬,6.80百萬,無盈利,2.20,0.00%,26.02億,02487.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02487.HK,1.51億,N/A,-21.25億,"-1,426.911%",-21.53億,"-1,426.911%",-10.524,N/A,2023/12,2487.HK,2602000000.0
02496.HK,友芝友生物－Ｂ,050201,7.010,0.000,0.000%,0.00,0.00,無盈利,41.85,0.00%,7.81億,02496.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02496.HK,1.43千萬,N/A,-1.83億,N/A,-2.10億,N/A,-1.140,N/A,2023/12,2496.HK,781000000.0
02509.HK,荃信生物－Ｂ,050201,21.040,+0.680,+3.340%,61.26萬,1.31千萬,無盈利,19.19,0.00%,47.78億,02509.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02509.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2509.HK,4778000000.0
02511.HK,君聖泰醫藥－Ｂ,050201,2.990,-0.050,-1.645%,37.85萬,1.14百萬,無盈利,3.41,0.00%,17.08億,02511.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02511.HK,3.75千萬,N/A,-10.30億,N/A,-10.30億,N/A,-3.968,N/A,2023/12,2511.HK,1707999999.9999998
02561.HK,維昇藥業－Ｂ,050201,33.020,-1.440,-4.179%,4.59萬,1.55百萬,N/A,N/A,0.00%,37.62億,02561.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02561.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2561.HK,3761999999.9999995
02563.HK,華昊中天醫藥－Ｂ,050201,3.110,-0.040,-1.270%,1.34萬,4.15萬,無盈利,1.35,0.00%,6.74億,02563.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02563.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2563.HK,674000000.0
02565.HK,派格生物醫藥－Ｂ,050201,63.250,+6.850,+12.145%,47.90萬,2.90千萬,N/A,N/A,0.00%,176.57億,02565.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02565.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2565.HK,17657000000.0
02575.HK,軒竹生物－Ｂ,050201,63.950,-0.150,-0.234%,36.81萬,2.32千萬,N/A,N/A,0.00%,102.77億,02575.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02575.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2575.HK,10277000000.0
02592.HK,撥康視雲－Ｂ,050201,4.460,-0.070,-1.545%,10.25萬,45.85萬,N/A,N/A,0.00%,37.67億,02592.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02592.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2592.HK,3767000000.0
02595.HK,勁方醫藥－Ｂ,050201,32.000,+0.740,+2.367%,1.61百萬,5.23千萬,N/A,N/A,0.00%,108.17億,02595.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02595.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2595.HK,10817000000.0
00767.HK,中基長壽科學,050204,0.620,+0.060,+10.714%,57.60萬,33.54萬,無盈利,0.91,0.00%,3.95億,00767.HK,4.41,4.38,0.45%,0.57%,86.60%,3.56%,N/A,5.01%,2023/12,00767.HK,6.50千萬,-27.000%,4.75百萬,7.301%,2.31百萬,3.559%,0.002,N/A,2023/12,0767.HK,395000000.0
01167.HK,加科思－Ｂ,050204,7.130,+0.230,+3.333%,5.19百萬,3.72千萬,無盈利,5.73,0.00%,56.12億,01167.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01167.HK,6.96千萬,-35.000%,-4.36億,-626.382%,-3.94億,-565.364%,-0.504,8.777%,2023/12,1167.HK,5612000000.0
01228.HK,北海康成－Ｂ,050204,1.870,+0.010,+0.538%,48.70萬,91.06萬,無盈利,N/A,0.00%,9.55億,01228.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01228.HK,1.13億,26.000%,-4.15億,-368.264%,-4.15億,-368.264%,-0.976,24.137%,2023/12,1228.HK,955000000.0000001
01244.HK,思路迪醫藥股份,050204,5.210,+0.150,+2.964%,12.85萬,66.41萬,無盈利,1.61,0.00%,13.45億,01244.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01244.HK,6.96億,8.000%,-6.17億,-88.584%,-5.75億,-82.636%,-2.521,90.076%,2023/12,1244.HK,1345000000.0
01477.HK,歐康維視生物－Ｂ,050204,8.500,-0.260,-2.968%,1.01百萬,8.65百萬,無盈利,1.73,0.00%,69.31億,01477.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01477.HK,2.70億,50.000%,-4.16億,-154.030%,-4.16億,-154.155%,-0.647,10.419%,2023/12,1477.HK,6931000000.0
01521.HK,方達控股,050204,1.070,-0.020,-1.835%,3.20萬,3.45萬,356.67,0.84,0.00%,21.78億,01521.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01521.HK,20.30億,3.000%,1.27億,6.276%,8.44千萬,4.159%,0.041,-57.920%,2023/12,1521.HK,2178000000.0
01548.HK,金斯瑞生物科技,050204,17.290,+0.780,+4.724%,2.44千萬,4.21億,1.60,1.11,0.00%,377.90億,01548.HK,4.76,4.65,-2.82%,-6.86%,48.78%,-11.37%,N/A,35.39%,2023/12,01548.HK,65.58億,34.000%,-27.41億,-41.807%,-7.46億,-11.373%,-0.354,58.117%,2023/12,1548.HK,37790000000.0
01672.HK,歌禮製藥－Ｂ,050204,13.740,+1.840,+15.462%,1.86千萬,2.49億,無盈利,6.38,0.00%,136.30億,01672.HK,16.58,16.54,-5.81%,-6.18%,45.92%,-255.70%,N/A,0.36%,2023/12,01672.HK,6.20千萬,1.000%,-1.36億,-219.874%,-1.59億,-255.698%,-0.148,54.803%,2023/12,1672.HK,13630000000.000002
01873.HK,維亞生物,050204,2.120,-0.060,-2.752%,4.31百萬,9.26百萬,25.45,1.12,0.00%,45.15億,01873.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01873.HK,23.63億,-11.000%,-5.24千萬,-2.219%,-1.27億,-5.387%,-0.066,79.177%,2023/12,1873.HK,4515000000.0
