sno,TP123,TP12,TP1,TP2,TP3,TP1C,CL1,TU1,TU2,BY1,TOTAL,WR
0120.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0
0122.HK,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,60.0
0124.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0125.HK,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,40.0
0126.HK,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,8.0,37.5
0128.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0
0129.HK,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,40.0
0130.HK,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0
0131.HK,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,66.67
0132.HK,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,60.0
0137.HK,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,7.0,71.43
0138.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,33.33
0139.HK,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,50.0
0145.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0146.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,25.0
0149.HK,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,8.0,62.5
0154.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
0156.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,25.0
0157.HK,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,9.0,55.56
0159.HK,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,7.0,42.86
0162.HK,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,25.0
0163.HK,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,60.0
0164.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,33.33
0166.HK,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,6.0,33.33
0167.HK,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,8.0,37.5
0169.HK,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,60.0
0171.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,25.0
0174.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0
0176.HK,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0
0178.HK,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,20.0
0180.HK,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,71.43
0181.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0
0183.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,25.0
0184.HK,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0185.HK,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,66.67
0186.HK,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,66.67
0187.HK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,66.67
0188.HK,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,80.0
0191.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0193.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,25.0
0194.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
0195.HK,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,5.0,20.0
0196.HK,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0197.HK,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,100.0
0199.HK,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,66.67
0201.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0202.HK,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,33.33
0204.HK,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,7.0,14.29
0205.HK,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,7.0,57.14
0206.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0209.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0210.HK,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,85.71
0211.HK,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,60.0
0213.HK,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,40.0
0214.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
0216.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0217.HK,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,7.0,14.29
0219.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,33.33
0222.HK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0223.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0224.HK,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,80.0
0227.HK,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,10.0,70.0
0228.HK,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,66.67
0229.HK,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,75.0
0232.HK,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,10.0,70.0
0234.HK,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0
0235.HK,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,66.67
0236.HK,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,66.67
0237.HK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,50.0
0239.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0240.HK,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,66.67
0243.HK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,66.67
0244.HK,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,100.0
0248.HK,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,7.0,57.14
0251.HK,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,66.67
0252.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0253.HK,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,6.0,33.33
0254.HK,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,33.33
0255.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0256.HK,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,9.0,44.44
0261.HK,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,8.0,62.5
0262.HK,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,66.67
0264.HK,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,6.0,50.0
0265.HK,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,80.0
0269.HK,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,25.0
0271.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0274.HK,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,6.0,33.33
0276.HK,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,50.0
0279.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0
0280.HK,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,71.43
0286.HK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,50.0
0295.HK,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0
0296.HK,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,60.0
0298.HK,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,60.0
0299.HK,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,8.0,37.5
0302.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0305.HK,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,60.0
0306.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,33.33
0309.HK,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,6.0,33.33
0310.HK,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,7.0,42.86
0311.HK,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,40.0
0312.HK,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0
0313.HK,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,33.33
0314.HK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0318.HK,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,100.0
0320.HK,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,75.0
0321.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,20.0
0328.HK,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,50.0
0329.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
0330.HK,3.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,9.0,55.56
0332.HK,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,9.0,44.44
0333.HK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0
0334.HK,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,8.0,25.0
0335.HK,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,40.0
0339.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,33.33
0343.HK,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,9.0,44.44
0346.HK,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,8.0,50.0
0348.HK,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,11.0,63.64
0351.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0
0352.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0353.HK,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,60.0
0355.HK,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,7.0,42.86
0356.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0360.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,50.0
0361.HK,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,75.0
0362.HK,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0
0365.HK,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,50.0
0366.HK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0367.HK,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,100.0
0368.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0370.HK,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,6.0,33.33
0372.HK,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,10.0,30.0
0374.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0375.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0377.HK,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,50.0
0379.HK,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,80.0
0380.HK,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,33.33
0381.HK,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,66.67
0382.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,50.0
0383.HK,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,8.0,50.0
0385.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,50.0
0387.HK,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,100.0
0389.HK,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0,50.0
0391.HK,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,50.0
0396.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,50.0
0397.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,20.0
0398.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0399.HK,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,50.0
0403.HK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0406.HK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,66.67
0408.HK,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,66.67
0413.HK,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,33.33
0417.HK,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,6.0,16.67
0418.HK,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,7.0,71.43
0420.HK,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,50.0
0422.HK,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,80.0
0423.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0426.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
0428.HK,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,57.14
0430.HK,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0
0432.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,33.33
0433.HK,1.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,10.0,50.0
0436.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
0438.HK,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,25.0
0439.HK,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,33.33
0442.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0444.HK,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,12.0,58.33
0451.HK,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,50.0
0455.HK,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,40.0
0459.HK,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,75.0
0464.HK,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,5.0,40.0
0465.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,33.33
0471.HK,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,6.0,16.67
0472.HK,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,80.0
0474.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,33.33
0475.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,50.0
0476.HK,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,7.0,42.86
0482.HK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
0483.HK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
0484.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0487.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0
0488.HK,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0
0491.HK,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,100.0
0493.HK,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,80.0
0495.HK,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,50.0
0496.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
0498.HK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0500.HK,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,75.0
0505.HK,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,50.0
0509.HK,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,50.0
0510.HK,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,100.0
0511.HK,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,33.33
0513.HK,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,80.0
0515.HK,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,7.0,57.14
0520.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0524.HK,1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,9.0,66.67
0526.HK,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,7.0,71.43
0527.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0528.HK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,33.33
0529.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
0532.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0533.HK,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,6.0,33.33
0536.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
0538.HK,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,50.0
