股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值,type
02528.HK,尚晉國際控股,100301,0.270,0.000,0.000%,0.00,0.00,無盈利,0.72,0.00%,1.08億,02528.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02528.HK,10.08億,4.000%,11.70萬,0.012%,-1.69千萬,-1.672%,-0.040,50.000%,2023/12,2528.HK,108000000.0,S
02530.HK,紐曼思,050103,0.600,0.000,0.000%,1.60萬,9.52千,5.65,1.50,8.95%,6.00億,02530.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02530.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2530.HK,600000000.0,S
02536.HK,百樂皇宮,100405,2.390,0.000,0.000%,2.39百萬,5.71百萬,125.13,3.51,1.21%,19.28億,02536.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02536.HK,5.64億,N/A,5.17千萬,9.162%,8.54百萬,1.514%,0.012,N/A,2024/03,2536.HK,1928000000.0,S
02543.HK,大行科工,020501,46.080,+0.040,+0.087%,15.13萬,6.95百萬,N/A,N/A,0.00%,15.11億,02543.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02543.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2543.HK,1511000000.0,S
02545.HK,中贛通信,070301,0.455,-0.005,-1.087%,2.40萬,1.11萬,24.60,0.65,0.00%,2.91億,02545.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02545.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2545.HK,291000000.0,S
02551.HK,晶科電子股份,060105,3.020,0.000,0.000%,4.70萬,14.37萬,13.65,1.18,2.45%,16.22億,02551.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02551.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2551.HK,1622000000.0,S
02558.HK,晉商銀行,040101,1.330,0.000,0.000%,0.00,0.00,4.16,0.28,6.59%,12.91億,02558.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02558.HK,63.60億,7.000%,22.16億,34.845%,21.96億,34.520%,0.373,6.576%,2023/12,2558.HK,1291000000.0,S
02560.HK,海螺材料科技,080201,1.780,-0.020,-1.111%,20.80萬,36.91萬,5.79,0.98,10.36%,10.32億,02560.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02560.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2560.HK,1032000000.0,S
02563.HK,華昊中天醫藥－Ｂ,050201,3.350,-1.720,-33.925%,7.37百萬,2.34千萬,無盈利,1.45,0.00%,12.21億,02563.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02563.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2563.HK,1221000000.0,S
02567.HK,七牛智能,070205,0.780,-0.010,-1.266%,1.10百萬,84.27萬,無盈利,3.36,0.00%,15.57億,02567.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02567.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2567.HK,1557000000.0,S
02569.HK,舒寶國際,020302,0.960,-0.020,-2.041%,41.50萬,40.39萬,N/A,N/A,0.00%,9.60億,02569.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02569.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2569.HK,960000000.0,S
02573.HK,新琪安,020207,9.700,+0.070,+0.727%,400.00,3.91千,N/A,N/A,0.00%,9.33億,02573.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02573.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2573.HK,933000000.0,S
02593.HK,草姬集團,050103,1.210,-0.010,-0.820%,3.44萬,4.15萬,9.44,0.86,12.40%,1.61億,02593.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02593.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2593.HK,161000000.0,S
02613.HK,匯舸環保,100507,26.960,0.000,0.000%,0.00,0.00,6.29,3.59,6.02%,10.78億,02613.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02613.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2613.HK,1078000000.0,S
02619.HK,香江電器,020402,1.930,+0.050,+2.660%,15.10萬,28.94萬,N/A,N/A,0.00%,5.27億,02619.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02619.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2619.HK,526999999.99999994,S
02621.HK,手回集團,040302,3.930,+0.010,+0.255%,3.16萬,12.15萬,N/A,N/A,0.00%,8.90億,02621.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02621.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2621.HK,890000000.0,S
02623.HK,愛德新能源,080403,0.800,0.000,0.000%,0.00,0.00,4.26,0.48,0.00%,2.80億,02623.HK,0.90,0.87,5.81%,10.27%,11.19%,4.00%,N/A,6.48%,2023/12,02623.HK,13.85億,-34.000%,6.91千萬,4.991%,5.54千萬,3.998%,0.179,-27.228%,2023/12,2623.HK,280000000.0,S
02625.HK,江蘇宏信,100305,3.370,+0.070,+2.121%,28.00萬,95.40萬,N/A,N/A,0.00%,7.22億,02625.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02625.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2625.HK,722000000.0,S
02682.HK,潤利海事,100506,0.142,0.000,0.000%,1.60萬,2.27千,7.17,0.52,7.04%,1.42億,02682.HK,1.98,1.98,7.13%,11.92%,26.72%,9.44%,31.65%,12.33%,2024/03,02682.HK,3.35億,39.000%,3.44千萬,10.267%,3.16千萬,9.439%,0.032,-12.222%,2024/03,2682.HK,142000000.0,S
02683.HK,華新手袋國際控股,020606,0.870,0.000,0.000%,29.00萬,25.35萬,5.53,1.21,11.49%,3.56億,02683.HK,3.07,2.38,7.68%,10.99%,17.66%,4.80%,85.71%,8.31%,2024/03,02683.HK,5.94億,33.000%,3.40千萬,5.714%,2.85千萬,4.795%,0.070,233.333%,2024/03,2683.HK,356000000.0,S
02728.HK,金泰能源控股,030204,0.029,0.000,0.000%,0.00,0.00,無盈利,2.16,0.00%,1.29億,02728.HK,3.69,3.69,-7.96%,-28.62%,1.86%,-1.85%,N/A,213.80%,2023/12,02728.HK,13.11億,772.000%,1.49千萬,1.140%,-2.43千萬,-1.850%,-0.005,25.000%,2023/12,2728.HK,129000000.0,S
02738.HK,華津國際控股,080403,0.244,-0.011,-4.314%,15.20萬,3.77萬,無盈利,0.33,0.00%,1.46億,02738.HK,0.88,0.74,2.26%,16.70%,4.50%,1.30%,N/A,446.03%,2023/12,02738.HK,72.24億,37.000%,1.11億,1.535%,9.39千萬,1.300%,0.157,N/A,2023/12,2738.HK,146000000.0,S
02779.HK,中國新華教育,100104,0.650,-0.020,-2.985%,35.00萬,22.51萬,2.98,0.26,0.00%,10.46億,02779.HK,1.46,1.46,6.86%,8.87%,58.81%,47.79%,30.20%,15.77%,2023/12,02779.HK,7.04億,N/A,3.59億,50.953%,3.37億,47.786%,0.209,26.709%,2023/12,2779.HK,1046000000.0000001,S
02798.HK,久泰邦達能源,030101,1.010,+0.010,+1.000%,25.00萬,24.99萬,3.45,0.48,0.00%,16.16億,02798.HK,0.85,0.80,11.65%,18.08%,55.04%,29.39%,14.48%,32.82%,2023/12,02798.HK,18.81億,-6.000%,6.63億,35.276%,5.53億,29.388%,0.345,-34.153%,2023/12,2798.HK,1616000000.0,S
02878.HK,晶門半導體,070101,0.500,-0.010,-1.961%,1.36百萬,68.06萬,15.87,1.17,0.00%,12.49億,02878.HK,4.96,4.03,12.35%,15.31%,30.26%,12.70%,N/A,2.49%,2023/12,02878.HK,11.96億,-19.000%,1.52億,12.734%,1.52億,12.695%,0.062,-27.245%,2023/12,2878.HK,1249000000.0,S
02881.HK,武漢有機,080101,4.900,+0.070,+1.449%,16.70萬,81.87萬,3.18,0.64,21.49%,4.57億,02881.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02881.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2881.HK,457000000.0,S
02882.HK,金至尊集團,020604,0.640,+0.020,+3.226%,1.57萬,1.00萬,無盈利,N/A,0.00%,1.73億,02882.HK,0.55,0.07,-12.15%,43.03%,29.01%,-23.06%,N/A,-467.56%,2024/06,02882.HK,5.87億,-5.000%,-1.28億,-21.813%,-1.35億,-23.056%,-0.502,-50.751%,2024/06,2882.HK,173000000.0,S
02886.HK,濱海投資,120102,1.080,0.000,0.000%,0.00,0.00,7.40,0.72,7.04%,14.83億,02886.HK,0.46,0.44,2.99%,11.49%,11.69%,4.01%,40.00%,175.48%,2023/12,02886.HK,64.07億,4.000%,5.00億,7.809%,2.57億,4.005%,0.190,-21.162%,2023/12,2886.HK,1483000000.0,S
02948.HK,ALCO,070302,3.350,0.000,0.000%,200.00,670.00,N/A,N/A,0.00%,1.92億,02948.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02948.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2948.HK,192000000.0,S
02951.HK,通達集團（舊）,070304,4.620,0.000,0.000%,0.00,0.00,N/A,N/A,0.00%,9.00億,02951.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02951.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2951.HK,900000000.0,S
02954.HK,阿爾法企業－二千,020206,0.265,0.000,0.000%,0.00,0.00,N/A,N/A,0.00%,9.26千萬,02954.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02954.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2954.HK,92600000.0,S
02955.HK,星謙發展,080101,2.740,+0.120,+4.580%,42.20萬,1.14百萬,N/A,N/A,0.00%,7.72億,02955.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02955.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2955.HK,772000000.0,S
02957.HK,基石控股,080201,0.295,-0.005,-1.667%,2.55萬,7.61千,N/A,N/A,0.00%,7.12千萬,02957.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02957.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2957.HK,71200000.0,S
03300.HK,中國玻璃,060104,0.460,+0.060,+15.000%,4.18千萬,1.84千萬,無盈利,3.00,0.00%,8.45億,03300.HK,0.35,0.25,-2.74%,-26.99%,5.64%,-7.72%,-6.75%,626.29%,2023/12,03300.HK,58.19億,19.000%,-1.79億,-3.073%,-4.49億,-7.720%,-0.267,N/A,2023/12,3300.HK,844999999.9999999,S
03303.HK,巨濤海洋石油服務,030202,0.570,+0.010,+1.786%,20.60萬,11.81萬,5.93,0.53,5.26%,12.15億,03303.HK,1.53,1.47,6.24%,12.68%,25.29%,9.84%,N/A,16.56%,2023/12,03303.HK,28.41億,43.000%,4.45億,15.664%,2.80億,9.838%,0.141,N/A,2023/12,3303.HK,1215000000.0,S
03313.HK,雅高控股,080201,0.140,-0.003,-2.098%,63.75萬,8.98萬,無盈利,0.31,0.00%,1.66億,03313.HK,1.56,1.45,-29.64%,-51.88%,12.98%,-510.94%,N/A,44.44%,2023/12,03313.HK,8.50千萬,-15.000%,-4.23億,-497.196%,-4.34億,-510.944%,-1.129,-61.431%,2023/12,3313.HK,166000000.0,S
03318.HK,中國波頓,020207,1.820,+0.030,+1.676%,24.60萬,44.18萬,100.55,0.59,0.00%,19.67億,03318.HK,1.06,0.87,2.44%,4.68%,38.67%,7.09%,N/A,49.96%,2023/12,03318.HK,22.62億,-13.000%,2.73億,12.067%,1.60億,7.092%,0.153,240.103%,2023/12,3318.HK,1967000000.0000002,S
03322.HK,永嘉集團,020605,0.199,+0.003,+1.531%,11.40萬,2.23萬,無盈利,0.19,0.00%,2.56億,03322.HK,1.40,0.77,-13.26%,-25.68%,16.40%,-12.21%,N/A,50.97%,2023/12,03322.HK,30.74億,-24.000%,-2.31億,-7.527%,-3.75億,-12.210%,-0.292,N/A,2023/12,3322.HK,256000000.0,S
03326.HK,保發集團,020604,0.248,0.000,0.000%,0.00,0.00,34.44,0.54,4.03%,3.31億,03326.HK,4.52,1.50,4.10%,5.35%,29.31%,9.85%,78.13%,4.04%,2023/12,03326.HK,3.49億,-6.000%,4.33千萬,12.405%,3.44千萬,9.855%,0.026,17.431%,2023/12,3326.HK,331000000.0,S
03332.HK,中生聯合,050103,0.375,0.000,0.000%,4.00千,1.50千,9.67,0.85,0.00%,3.55億,03332.HK,3.36,2.03,10.41%,13.91%,67.32%,9.33%,N/A,9.30%,2023/12,03332.HK,6.18億,99.000%,6.37千萬,10.301%,5.77千萬,9.327%,0.061,N/A,2023/12,3332.HK,355000000.0,S
03348.HK,中國鵬飛集團,060202,1.120,+0.020,+1.818%,3.40萬,3.81萬,7.83,0.56,3.91%,5.60億,03348.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03348.HK,18.96億,5.000%,1.99億,10.485%,1.57億,8.260%,0.313,13.593%,2023/12,3348.HK,560000000.0,S
03363.HK,正業國際,080302,0.370,0.000,0.000%,0.00,0.00,4.78,0.16,5.95%,1.85億,03363.HK,1.04,0.89,-0.59%,-1.61%,11.29%,-0.73%,-25.00%,96.38%,2023/12,03363.HK,26.20億,-22.000%,-1.94千萬,-0.740%,-1.92千萬,-0.734%,-0.044,N/A,2023/12,3363.HK,185000000.0,S
03368.HK,百盛集團,100304,0.209,+0.019,+10.000%,8.98百萬,1.80百萬,無盈利,0.17,10.48%,5.51億,03368.HK,1.07,0.92,0.60%,2.05%,12.10%,1.82%,40.00%,169.79%,2023/12,03368.HK,45.79億,8.000%,5.54億,13.866%,7.28千萬,1.822%,0.027,N/A,2023/12,3368.HK,551000000.0,S
03389.HK,亨得利,100307,0.119,0.000,0.000%,0.00,0.00,無盈利,0.15,0.00%,5.24億,03389.HK,6.90,6.08,0.94%,1.06%,15.14%,2.38%,N/A,3.88%,2023/12,03389.HK,15.58億,32.000%,2.44千萬,1.566%,3.71千萬,2.384%,0.009,N/A,2023/12,3389.HK,524000000.0,S
03390.HK,滿貫集團,050103,0.285,-0.015,-5.000%,60.60萬,17.58萬,67.86,0.48,0.00%,2.55億,03390.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03390.HK,11.99億,1.000%,3.37億,28.077%,2.97億,24.805%,0.380,533.333%,2023/12,3390.HK,254999999.99999997,S
03395.HK,吉星新能源,030203,0.305,+0.005,+1.667%,12.70萬,3.85萬,無盈利,N/A,0.00%,1.85億,03395.HK,0.14,0.14,-59.55%,384.48%,-12.00%,-169.76%,N/A,-292.26%,2023/12,03395.HK,7.34千萬,-43.000%,-1.11億,-151.529%,-1.25億,-169.761%,-0.295,-411.589%,2023/12,3395.HK,185000000.0,S
03399.HK,粵運交通,100508,1.770,0.000,0.000%,43.80萬,77.88萬,5.63,0.64,5.59%,3.66億,03399.HK,0.96,0.91,2.35%,10.55%,8.95%,2.79%,N/A,178.89%,2023/12,03399.HK,79.22億,20.000%,3.24億,4.093%,2.21億,2.793%,0.274,N/A,2023/12,3399.HK,366000000.0,S
03601.HK,魯大師,070204,1.010,0.000,0.000%,6.50萬,6.57萬,7.32,0.38,9.90%,2.72億,03601.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03601.HK,8.67億,113.000%,6.21千萬,7.167%,4.67千萬,5.394%,0.174,-31.517%,2023/12,3601.HK,272000000.0,S
03626.HK,HSSP,100102,3.200,-5.090,-61.399%,2.00千萬,1.00億,222.22,26.12,3.38%,5.89億,03626.HK,2.36,2.23,-3.52%,-5.94%,29.52%,-3.42%,N/A,37.15%,2024/06,03626.HK,7.00千萬,28.000%,-2.40百萬,-3.433%,-2.40百萬,-3.420%,-0.013,90.787%,2024/06,3626.HK,589000000.0,S
03628.HK,仁恆實業控股,060108,0.210,+0.020,+10.526%,2.00萬,4.20千,23.86,1.32,0.00%,1.69億,03628.HK,1.90,1.24,5.76%,10.99%,36.75%,10.90%,N/A,0.17%,2023/12,03628.HK,1.24億,80.000%,1.79千萬,14.401%,1.36千萬,10.897%,0.017,N/A,2023/12,3628.HK,169000000.0,S
03638.HK,亨利加集團,070303,13.880,+0.170,+1.240%,37.48萬,5.13百萬,無盈利,5.57,0.00%,10.75億,03638.HK,1.22,1.18,3.09%,5.22%,3.98%,4.13%,N/A,46.88%,2024/03,03638.HK,3.57億,-21.000%,2.28千萬,6.387%,1.48千萬,4.133%,0.276,N/A,2024/03,3638.HK,1075000000.0,S
03639.HK,億達中國,090201,0.052,+0.001,+1.961%,7.40萬,3.89千,無盈利,0.02,0.00%,1.34億,03639.HK,0.65,0.11,-1.86%,-6.52%,23.39%,-16.25%,N/A,107.08%,2022/12,03639.HK,51.14億,-22.000%,-2.51億,-4.916%,-8.31億,-16.254%,-0.322,N/A,2022/12,3639.HK,134000000.00000001,S
03666.HK,上海小南國,100402,0.035,-0.001,-2.778%,38.80萬,1.39萬,無盈利,N/A,0.00%,9.29千萬,03666.HK,0.28,0.25,-17.74%,60.28%,66.36%,-10.08%,N/A,-234.93%,2023/12,03666.HK,4.94億,34.000%,-4.40千萬,-8.914%,-4.98千萬,-10.081%,-0.023,36.231%,2023/12,3666.HK,92899999.99999999,S
03680.HK,瑞和數智,070205,2.170,-0.020,-0.913%,38.40萬,82.69萬,無盈利,65.96,0.00%,17.16億,03680.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03680.HK,4.03億,-5.000%,-1.14億,-28.179%,-1.20億,-29.687%,-0.206,40.879%,2023/12,3680.HK,1716000000.0,S
03683.HK,榮豐億控股,100506,0.079,0.000,0.000%,0.00,0.00,無盈利,1.49,0.00%,7.53千萬,03683.HK,0.06,0.06,-6.19%,-39.48%,3.79%,-52.97%,N/A,349.42%,2024/03,03683.HK,1.05億,-26.000%,-4.15百萬,-3.940%,-5.58千萬,-52.974%,-0.059,58.245%,2024/03,3683.HK,75300000.0,S
03718.HK,北控城市資源,100103,0.420,0.000,0.000%,62.00萬,25.76萬,54.55,0.46,5.95%,14.94億,03718.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03718.HK,55.44億,30.000%,4.66億,8.411%,3.12億,5.630%,0.087,15.932%,2023/12,3718.HK,1494000000.0,S
03768.HK,滇池水務,120103,0.800,-0.010,-1.235%,5.50萬,4.40萬,2.94,0.15,0.00%,2.72億,03768.HK,1.02,1.02,2.62%,6.37%,44.16%,17.51%,N/A,106.13%,2023/12,03768.HK,19.81億,-14.000%,6.75億,34.058%,3.47億,17.511%,0.340,-2.828%,2023/12,3768.HK,272000000.0,S
03773.HK,銀盛數惠,070306,1.710,+0.010,+0.588%,2.80萬,4.76萬,20.88,2.14,0.00%,7.10億,03773.HK,3.30,3.20,3.96%,5.85%,81.10%,17.96%,N/A,11.40%,2023/12,03773.HK,9.98千萬,2.000%,2.72千萬,27.221%,1.79千萬,17.964%,0.043,-41.726%,2023/12,3773.HK,710000000.0,S
03778.HK,中國織材控股,020603,0.300,0.000,0.000%,0.00,0.00,無盈利,0.52,0.00%,3.76億,03778.HK,0.72,0.41,-1.77%,-3.85%,1.02%,-2.40%,N/A,69.16%,2023/12,03778.HK,12.14億,-18.000%,-2.21千萬,-1.825%,-2.91千萬,-2.396%,-0.023,-106.005%,2023/12,3778.HK,376000000.0,S
03798.HK,家鄉互動,070204,1.410,-0.160,-10.191%,1.50百萬,2.24百萬,無盈利,0.90,0.00%,18.10億,03798.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03798.HK,19.51億,10.000%,5.35億,27.444%,4.79億,24.552%,0.380,-9.431%,2023/12,3798.HK,1810000000.0000002,S
03816.HK,ＫＦＭ金德,060203,0.450,-0.025,-5.263%,12.40萬,5.56萬,7.44,0.49,2.89%,2.70億,03816.HK,2.57,1.96,2.99%,4.38%,18.18%,3.94%,20.67%,10.94%,2024/03,03816.HK,5.90億,-2.000%,3.26千萬,5.534%,2.32千萬,3.939%,0.039,2.381%,2024/03,3816.HK,270000000.0,S
03828.HK,明輝國際,020302,0.990,+0.020,+2.062%,18.80萬,18.34萬,5.00,0.55,10.10%,7.27億,03828.HK,1.88,1.44,5.30%,8.33%,24.27%,5.04%,48.61%,4.60%,2023/12,03828.HK,20.67億,15.000%,1.44億,6.969%,1.04億,5.040%,0.144,38.462%,2023/12,3828.HK,727000000.0,S
03830.HK,童園國際,020502,0.062,-0.002,-3.125%,0.00,0.00,無盈利,3.37,0.00%,6.20千萬,03830.HK,1.12,0.78,-12.59%,-28.57%,15.19%,-3.41%,N/A,10.91%,2024/04,03830.HK,2.15億,22.000%,-7.90百萬,-3.671%,-7.34百萬,-3.411%,-0.007,86.275%,2024/04,3830.HK,62000000.0,S
03836.HK,和諧汽車,100302,1.250,-0.030,-2.344%,1.26百萬,1.57百萬,無盈利,0.35,0.00%,19.04億,03836.HK,1.47,1.13,-2.33%,-4.53%,5.81%,-1.52%,N/A,55.87%,2023/12,03836.HK,181.74億,-1.000%,-4.13千萬,-0.227%,-2.76億,-1.521%,-0.186,84.704%,2023/12,3836.HK,1904000000.0,S
03838.HK,中國澱粉,020702,0.191,+0.001,+0.526%,3.68百萬,70.06萬,2.22,0.26,5.13%,11.39億,03838.HK,2.26,1.65,2.02%,2.95%,4.72%,0.92%,34.97%,15.28%,2023/12,03838.HK,129.32億,-4.000%,1.73億,1.335%,1.18億,0.915%,0.020,-70.203%,2023/12,3838.HK,1139000000.0,S
03882.HK,天彩控股,020501,0.740,+0.020,+2.778%,2.17百萬,1.58百萬,無盈利,8.06,0.00%,7.46億,03882.HK,1.21,0.65,-25.63%,-57.13%,20.48%,-25.33%,N/A,36.12%,2023/12,03882.HK,3.22億,-22.000%,-1.30億,-40.300%,-8.15千萬,-25.335%,-0.082,-215.385%,2023/12,3882.HK,746000000.0,S
03889.HK,大成玉米集團,020702,0.089,+0.001,+1.136%,0.00,0.00,2.34,N/A,0.00%,1.72億,03889.HK,0.23,0.20,50.32%,-77.01%,8.31%,65.68%,N/A,-127.53%,2023/12,03889.HK,4.41億,22.000%,-1.44億,-32.709%,2.90億,65.678%,0.189,N/A,2023/12,3889.HK,172000000.0,S
03893.HK,易緯集團,020404,0.900,+0.050,+5.882%,86.40萬,76.21萬,無盈利,N/A,0.00%,1.68億,03893.HK,0.74,0.74,-20.51%,29.36%,20.00%,-17.67%,N/A,-190.77%,2024/06,03893.HK,7.38千萬,53.000%,-1.30千萬,-17.672%,-1.30千萬,-17.672%,-0.097,83.319%,2024/06,3893.HK,168000000.0,S
03919.HK,金力集團,060103,1.700,+0.050,+3.030%,10.80萬,18.97萬,無盈利,0.16,0.00%,5.51千萬,03919.HK,0.49,0.33,-1.73%,-3.70%,26.18%,-4.04%,N/A,71.84%,2023/12,03919.HK,2.70億,-18.000%,-57.50萬,-0.213%,-1.09千萬,-4.040%,-0.023,64.013%,2023/12,3919.HK,55100000.0,S
03989.HK,首創環境,120105,0.085,0.000,0.000%,1.44百萬,12.05萬,4.89,0.17,0.00%,12.15億,03989.HK,1.79,1.77,1.41%,4.44%,34.02%,7.00%,N/A,163.22%,2023/12,03989.HK,44.69億,-13.000%,3.20億,7.170%,3.13億,7.000%,0.022,-82.937%,2023/12,3989.HK,1215000000.0,S
03991.HK,長虹佳華,070307,1.130,0.000,0.000%,12.60萬,14.14萬,7.66,0.56,4.43%,16.44億,03991.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,03991.HK,371.71億,-3.000%,4.29億,1.153%,2.04億,0.549%,0.140,-1.405%,2023/12,3991.HK,1644000000.0000002,S
03997.HK,電訊首科,070306,0.720,0.000,0.000%,0.00,0.00,無盈利,1.70,5.56%,9.24千萬,03997.HK,2.48,2.13,-10.72%,-12.97%,20.69%,-16.87%,N/A,9.55%,2024/03,03997.HK,5.44千萬,5.000%,-9.23百萬,-16.978%,-9.17百萬,-16.868%,-0.072,-29.061%,2024/03,3997.HK,92400000.0,S
03999.HK,大成食品,020703,0.630,+0.010,+1.613%,1.30萬,8.14千,10.23,0.28,0.00%,6.40億,03999.HK,1.56,1.09,1.24%,2.22%,10.32%,0.73%,N/A,26.53%,2023/12,03999.HK,70.36億,N/A,1.11億,1.584%,5.15千萬,0.733%,0.050,-50.554%,2023/12,3999.HK,640000000.0,S
06033.HK,電訊數碼控股,110101,0.700,+0.010,+1.449%,0.00,0.00,12.50,0.58,7.14%,2.83億,06033.HK,0.29,0.18,4.60%,11.42%,100.00%,4.11%,50.00%,132.08%,2024/03,06033.HK,13.73億,-10.000%,6.22千萬,4.528%,5.64千萬,4.107%,0.140,-26.316%,2024/03,6033.HK,283000000.0,S
06036.HK,光麗科技,070305,0.425,-0.005,-1.163%,16.00萬,6.88萬,67.46,1.64,0.00%,4.57億,06036.HK,1.18,0.95,-1.20%,-5.78%,6.48%,-0.64%,N/A,295.12%,2023/12,06036.HK,25.30億,-5.000%,-5.20百萬,-0.206%,-1.62千萬,-0.641%,-0.015,51.118%,2023/12,6036.HK,457000000.0,S
06083.HK,環宇物流（亞洲）,100508,0.640,-0.010,-1.538%,6.00萬,3.72萬,16.93,3.04,7.81%,3.21億,06083.HK,1.46,0.84,6.75%,17.88%,100.00%,6.05%,100.25%,24.35%,2023/12,06083.HK,3.33億,N/A,2.51千萬,7.593%,2.00千萬,6.046%,0.040,-2.206%,2023/12,6083.HK,321000000.0,S
06100.HK,同道獵聘,100105,3.190,-0.020,-0.623%,34.76萬,1.12百萬,10.71,0.50,13.17%,16.41億,06100.HK,2.29,2.29,0.02%,0.03%,74.30%,0.03%,N/A,4.63%,2023/12,06100.HK,25.02億,-15.000%,3.70千萬,1.479%,82.22萬,0.033%,0.002,-98.241%,2023/12,6100.HK,1641000000.0,S
06117.HK,日照港裕廊,100507,0.720,-0.020,-2.703%,3.20萬,2.31萬,5.46,0.39,4.51%,5.90億,06117.HK,2.81,2.80,6.61%,7.98%,38.88%,26.43%,18.25%,12.08%,2023/12,06117.HK,9.05億,-3.000%,3.20億,35.340%,2.39億,26.429%,0.144,5.430%,2023/12,6117.HK,590000000.0,S
06119.HK,天源集團,100507,0.660,+0.030,+4.762%,64.20萬,41.35萬,17.69,1.18,8.06%,3.96億,06119.HK,4.84,1.46,4.96%,6.52%,16.26%,6.31%,N/A,0.05%,2023/12,06119.HK,3.32億,-7.000%,4.09千萬,12.319%,2.10千萬,6.310%,0.035,6.522%,2023/12,6119.HK,396000000.0,S
06123.HK,圓通國際快遞,100508,1.100,0.000,0.000%,3.80萬,4.22萬,無盈利,0.38,0.00%,4.62億,06123.HK,2.35,2.35,4.43%,7.55%,9.10%,1.83%,9.94%,3.18%,2023/12,06123.HK,52.92億,-21.000%,1.22億,2.297%,9.68千萬,1.829%,0.232,-29.227%,2023/12,6123.HK,462000000.0,S
