股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值,type
01251.HK,華油能源,030201,0.197,0.000,0.000%,77.20萬,15.21萬,無盈利,0.35,0.00%,3.85億,01251.HK,1.50,1.06,0.58%,1.29%,100.00%,0.86%,N/A,39.81%,2023/12,01251.HK,21.48億,8.000%,5.92千萬,2.774%,1.84千萬,0.860%,0.010,24.936%,2023/12,1251.HK,385000000.0,S
01252.HK,中國天瑞水泥,080201,0.315,-0.020,-5.970%,1.12千萬,3.56百萬,3.12,0.06,0.00%,9.71億,01252.HK,1.45,1.41,-1.56%,-4.10%,20.65%,-8.04%,N/A,116.23%,2023/12,01252.HK,86.48億,-30.000%,-5.88億,-6.798%,-6.95億,-8.035%,-0.241,N/A,2023/12,1252.HK,971000000.0000001,S
01253.HK,中國綠地博大綠澤,090102,0.021,0.000,0.000%,8.61百萬,18.09萬,無盈利,0.99,0.00%,1.27億,01253.HK,0.46,0.46,-25.21%,-935.40%,46.03%,"-1,991.67%",N/A,"1,456.55%",2023/12,01253.HK,2.95千萬,-76.000%,-1.70億,-576.241%,-5.87億,"-1,991.668%",-0.176,-23.136%,2023/12,1253.HK,127000000.0,S
01255.HK,ＴＡＴＡ健康,100301,0.300,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,7.29千萬,01255.HK,0.67,0.53,5.46%,28.57%,78.80%,6.65%,N/A,119.22%,2022/12,01255.HK,1.45億,-10.000%,4.50百萬,3.115%,9.61百萬,6.648%,0.040,N/A,2022/12,1255.HK,72900000.0,S
01257.HK,中國光大綠色環保,120105,0.940,0.000,0.000%,1.18百萬,1.09百萬,無盈利,0.20,1.49%,19.42億,01257.HK,1.12,1.09,-0.76%,-2.68%,21.51%,-4.07%,-17.12%,205.46%,2023/12,01257.HK,74.17億,-7.000%,-3.40億,-4.587%,-3.02億,-4.068%,-0.146,N/A,2023/12,1257.HK,1942000000.0000002,S
01259.HK,未來發展控股,020203,0.034,0.000,0.000%,56.10萬,1.85萬,無盈利,0.11,0.00%,7.49千萬,01259.HK,3.36,3.11,-4.78%,-6.46%,22.83%,-7.49%,N/A,3.48%,2023/12,01259.HK,5.17億,3.000%,-3.10千萬,-5.988%,-3.87千萬,-7.489%,-0.017,56.410%,2023/12,1259.HK,74900000.0,S
01260.HK,皓天財經集團,040205,0.415,0.000,0.000%,8.20萬,3.41萬,11.59,0.32,0.00%,4.78億,01260.HK,6.93,6.93,-4.21%,-4.56%,51.14%,-27.82%,N/A,N/A,2024/03,01260.HK,2.39億,-13.000%,-5.48千萬,-22.915%,-6.65千萬,-27.818%,-0.058,N/A,2024/03,1260.HK,478000000.0,S
01262.HK,蠟筆小新食品,020203,1.850,0.000,0.000%,0.00,0.00,無盈利,1.77,0.00%,4.04億,01262.HK,0.84,0.73,-12.92%,-47.07%,28.64%,-13.70%,N/A,182.06%,2023/12,01262.HK,8.38億,8.000%,-9.00千萬,-10.735%,-1.15億,-13.704%,-0.877,-29.563%,2023/12,1262.HK,404000000.0,S
01265.HK,天津津燃公用,120102,0.205,-0.009,-4.206%,17.00萬,3.63萬,無盈利,0.26,0.00%,1.03億,01265.HK,1.66,1.66,-7.13%,-10.85%,-4.02%,-8.71%,N/A,0.08%,2023/12,01265.HK,19.52億,-2.000%,-1.81億,-9.259%,-1.70億,-8.715%,-0.092,-120.607%,2023/12,1265.HK,103000000.0,S
01269.HK,首控集團,040202,0.053,-0.001,-1.852%,25.60萬,1.38萬,無盈利,N/A,0.00%,9.79千萬,01269.HK,0.52,0.48,-12.37%,23.63%,21.87%,-18.93%,N/A,-181.50%,2023/12,01269.HK,20.10億,48.000%,-1.27億,-6.332%,-3.81億,-18.933%,-0.208,34.062%,2023/12,1269.HK,97899999.99999999,S
01270.HK,朗廷－ＳＳ,100401,0.510,-0.020,-3.774%,1.11百萬,57.09萬,7.47,0.18,3.14%,17.57億,01270.HK,0.03,0.03,6.82%,11.75%,96.25%,210.19%,N/A,65.84%,2023/12,01270.HK,5.14億,54.000%,11.00億,213.992%,10.80億,210.193%,0.330,153.846%,2023/12,1270.HK,1757000000.0,S
01272.HK,大唐環境,060106,1.210,+0.010,+0.833%,1.00千,1.21千,6.15,0.44,7.36%,7.55億,01272.HK,1.23,1.21,2.89%,6.99%,20.02%,9.13%,N/A,74.84%,2023/12,01272.HK,62.70億,4.000%,6.77億,10.797%,5.73億,9.132%,0.197,94.344%,2023/12,1272.HK,755000000.0,S
01273.HK,香港信貸,040201,0.550,+0.010,+1.852%,17.60萬,9.52萬,4.94,0.27,4.73%,2.28億,01273.HK,2.17,2.17,3.76%,5.23%,100.00%,26.86%,25.24%,37.60%,2024/03,01273.HK,1.60億,-2.000%,7.14千萬,44.952%,4.27千萬,26.862%,0.103,-27.465%,2024/03,1273.HK,227999999.99999997,S
01274.HK,知行科技,070205,7.470,-0.190,-2.480%,59.65萬,4.45百萬,無盈利,1.80,0.00%,19.23億,01274.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01274.HK,13.33億,N/A,-2.16億,-16.186%,-2.14億,-16.041%,-1.041,N/A,2023/12,1274.HK,1923000000.0,S
01281.HK,鑫達投資控股,120105,0.116,-0.003,-2.521%,1.20萬,1.27千,無盈利,0.20,0.00%,1.72億,01281.HK,6.53,6.48,-1.60%,-2.14%,21.80%,-15.94%,N/A,20.49%,2023/12,01281.HK,1.25億,-43.000%,-5.29千萬,-42.356%,-1.99千萬,-15.942%,-0.013,94.256%,2023/12,1281.HK,172000000.0,S
01282.HK,中澤豐,010101,0.155,0.000,0.000%,9.61千萬,1.39千萬,無盈利,0.08,0.00%,4.15億,01282.HK,1.58,0.72,0.88%,2.02%,18.72%,13.85%,N/A,33.99%,2023/12,01282.HK,7.40億,-8.000%,1.18億,15.890%,1.02億,13.846%,0.047,N/A,2023/12,1282.HK,415000000.00000006,S
01283.HK,高陞集團控股,090101,1.380,-0.010,-0.719%,45.00萬,62.19萬,23.92,2.48,1.45%,11.40億,01283.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01283.HK,5.54億,2.000%,4.88千萬,8.816%,4.08千萬,7.369%,0.051,-27.762%,2024/03,1283.HK,1140000000.0,S
01284.HK,新傳企劃,100201,0.340,0.000,0.000%,1.00萬,3.30千,15.11,1.04,12.27%,2.04億,01284.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01284.HK,2.25億,N/A,1.89千萬,8.543%,1.45千萬,6.576%,0.028,N/A,2023/12,1284.HK,204000000.0,S
01285.HK,嘉士利集團,020203,1.060,0.000,0.000%,2.00千,2.12千,7.59,0.42,9.43%,4.40億,01285.HK,1.03,0.84,2.93%,6.61%,29.82%,3.79%,59.24%,77.55%,2023/12,01285.HK,18.48億,-7.000%,10.00千萬,5.408%,7.01千萬,3.791%,0.169,-3.889%,2023/12,1285.HK,440000000.00000006,S
01289.HK,盛力達科技,060101,2.830,-0.010,-0.352%,7.35萬,20.82萬,6.88,0.48,3.10%,9.06千萬,01289.HK,2.31,1.55,2.85%,4.36%,30.60%,9.37%,34.89%,N/A,2023/12,01289.HK,3.43億,46.000%,3.08千萬,8.958%,3.22千萬,9.368%,0.251,26.170%,2023/12,1289.HK,90600000.0,S
01290.HK,中國匯融,040201,0.670,0.000,0.000%,0.00,0.00,13.62,0.36,4.48%,7.31億,01290.HK,3.55,3.55,1.41%,2.47%,37.46%,7.11%,42.43%,49.80%,2023/12,01290.HK,7.16億,1.000%,9.80千萬,13.691%,5.09千萬,7.112%,0.047,9.958%,2023/12,1290.HK,731000000.0,S
01292.HK,長安民生物流,100508,4.160,-0.120,-2.804%,3.40萬,14.09萬,10.57,0.31,5.27%,5.40億,01292.HK,1.34,1.33,1.09%,2.80%,4.66%,0.71%,57.14%,18.83%,2023/12,01292.HK,87.36億,N/A,8.24千萬,0.943%,6.19千萬,0.708%,0.384,41.710%,2023/12,1292.HK,540000000.0,S
01293.HK,廣匯寶信,100302,0.086,0.000,0.000%,0.00,0.00,1.76,0.03,0.00%,2.44億,01293.HK,1.32,1.01,0.54%,1.62%,4.06%,0.39%,N/A,117.24%,2023/12,01293.HK,349.76億,-2.000%,8.63億,2.469%,1.38億,0.394%,0.044,N/A,2023/12,1293.HK,244000000.0,S
01298.HK,雲能國際,050101,0.980,0.000,0.000%,0.00,0.00,544.44,1.65,0.00%,2.70億,01298.HK,2.08,1.81,-1.56%,-3.01%,2.95%,-1.45%,N/A,55.31%,2023/12,01298.HK,3.42億,18.000%,-4.63百萬,-1.354%,-4.97百萬,-1.454%,-0.018,43.750%,2023/12,1298.HK,270000000.0,S
01300.HK,俊知集團,070301,0.315,0.000,0.000%,1.64百萬,51.21萬,無盈利,0.15,0.00%,5.64億,01300.HK,2.70,2.61,-0.42%,-0.64%,12.63%,-0.90%,N/A,48.13%,2023/12,01300.HK,27.47億,-7.000%,-2.79千萬,-1.015%,-2.47千萬,-0.900%,-0.014,61.131%,2023/12,1300.HK,564000000.0,S
01301.HK,德基科技控股,080201,0.435,0.000,0.000%,0.00,0.00,59.59,0.46,0.00%,2.73億,01301.HK,3.54,2.29,-3.07%,-3.95%,30.69%,-8.59%,-171.20%,0.41%,2023/12,01301.HK,3.05億,-21.000%,-3.55千萬,-11.653%,-2.62千萬,-8.588%,-0.041,43.189%,2023/12,1301.HK,273000000.0,S
01303.HK,匯力資源,080402,0.214,-0.006,-2.727%,56.40萬,10.54萬,2.49,0.40,0.00%,4.50億,01303.HK,1.72,1.11,10.62%,21.27%,7.42%,5.88%,N/A,1.57%,2023/12,01303.HK,31.25億,37.000%,2.18億,6.976%,1.84億,5.879%,0.111,-12.371%,2023/12,1303.HK,450000000.0,S
01305.HK,偉志控股,020405,0.880,-0.020,-2.222%,1.30萬,1.11萬,4.14,0.22,0.00%,1.93億,01305.HK,1.30,1.12,1.52%,4.20%,13.53%,1.83%,N/A,32.17%,2023/12,01305.HK,19.86億,-10.000%,3.89千萬,1.959%,3.64千萬,1.834%,0.168,-39.130%,2023/12,1305.HK,193000000.0,S
01312.HK,華控康泰,050201,0.029,0.000,0.000%,39.60萬,1.14萬,無盈利,0.17,0.00%,1.62億,01312.HK,1.53,1.28,-1.67%,-2.73%,58.25%,-3.56%,N/A,31.57%,2023/12,01312.HK,8.09億,-9.000%,-4.39千萬,-5.428%,-2.88千萬,-3.565%,-0.005,29.730%,2023/12,1312.HK,162000000.0,S
01314.HK,翠華控股,100402,0.177,-0.002,-1.117%,27.40萬,4.87萬,19.24,0.54,5.65%,2.50億,01314.HK,1.28,1.24,4.39%,7.71%,100.00%,4.10%,122.38%,48.21%,2024/03,01314.HK,9.92億,5.000%,3.47千萬,3.642%,3.91千萬,4.097%,0.029,-35.147%,2024/03,1314.HK,250000000.0,S
01315.HK,綠色經濟,090102,0.129,0.000,0.000%,0.00,0.00,5.14,0.54,0.00%,8.02千萬,01315.HK,1.43,1.28,2.68%,16.83%,2.89%,0.62%,N/A,194.11%,2024/03,01315.HK,29.35億,19.000%,4.82千萬,1.642%,1.82千萬,0.621%,0.049,N/A,2024/03,1315.HK,80200000.0,S
01317.HK,楓葉教育,100104,0.385,-0.005,-1.282%,92.40萬,35.92萬,67.54,0.68,0.00%,11.29億,01317.HK,0.36,0.35,0.08%,0.34%,43.72%,0.44%,N/A,112.69%,2023/08,01317.HK,12.37億,9.000%,5.64千萬,4.558%,5.50百萬,0.445%,0.002,-91.628%,2023/08,1317.HK,1129000000.0,S
01319.HK,靄華押業信貸,040201,0.260,+0.012,+4.839%,4.84百萬,1.25百萬,8.97,0.45,5.58%,5.00億,01319.HK,11.12,11.12,7.27%,8.01%,100.00%,48.21%,40.00%,9.03%,2024/02,01319.HK,1.84億,8.000%,1.09億,61.019%,8.64千萬,48.212%,0.045,N/A,2024/02,1319.HK,500000000.0,S
01323.HK,華盛國際控股,080201,0.146,+0.014,+10.606%,16.00萬,2.28萬,無盈利,0.12,0.00%,1.10億,01323.HK,2.54,2.52,-1.92%,-3.27%,27.29%,-5.56%,N/A,35.24%,2024/03,01323.HK,5.66億,-14.000%,-2.56千萬,-4.517%,-3.14千萬,-5.556%,-0.062,50.161%,2024/03,1323.HK,110000000.00000001,S
01326.HK,傳遞娛樂,100202,0.027,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,7.01千萬,01326.HK,0.72,0.44,-88.65%,51.20%,-24.41%,-119.79%,N/A,-25.58%,2024/06,01326.HK,2.93億,75.000%,-1.16億,-39.764%,-3.51億,-119.790%,-0.135,-87.500%,2024/06,1326.HK,70100000.0,S
01327.HK,勵時集團,020604,0.640,-0.030,-4.478%,2.00萬,1.28萬,無盈利,1.99,0.00%,1.38億,01327.HK,10.62,4.40,-34.79%,-48.10%,17.54%,-124.85%,N/A,34.14%,2023/12,01327.HK,3.47千萬,-52.000%,-4.33千萬,-124.849%,-4.33千萬,-124.849%,-0.080,20.416%,2023/12,1327.HK,138000000.0,S
01328.HK,金涌投資,040205,5.020,-0.210,-4.015%,5.43萬,27.36萬,18.59,1.33,0.00%,12.89億,01328.HK,10.12,10.12,5.56%,5.97%,100.00%,105.35%,N/A,N/A,2023/12,01328.HK,9.13千萬,-442.000%,4.74千萬,107.630%,4.64千萬,105.352%,0.004,N/A,2023/12,1328.HK,1289000000.0,S
01332.HK,透雲生物,080301,0.385,+0.259,+205.556%,5.51千萬,1.40千萬,無盈利,N/A,0.00%,10.80億,01332.HK,0.43,0.39,-44.28%,"31,714.50%",28.28%,-135.81%,N/A,"-45,390.21%",2023/12,01332.HK,1.98億,-38.000%,-2.73億,-137.647%,-2.69億,-135.806%,-0.096,-35.694%,2023/12,1332.HK,1080000000.0,S
01334.HK,瑞昌國際控股,030202,1.110,0.000,0.000%,0.00,0.00,43.87,1.35,3.93%,5.55億,01334.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01334.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1334.HK,555000000.0,S
01335.HK,順泰控股,100103,0.133,+0.003,+2.308%,2.00千,274.00,無盈利,0.49,0.00%,3.24億,01335.HK,18.95,18.77,-1.74%,-1.86%,8.89%,-3.16%,N/A,1.79%,2023/12,01335.HK,4.24億,34.000%,-8.51百萬,-2.009%,-1.34千萬,-3.160%,-0.006,N/A,2023/12,1335.HK,324000000.0,S
01338.HK,霸王集團,020302,0.037,0.000,0.000%,84.40萬,3.10萬,16.82,0.76,0.00%,1.17億,01338.HK,1.91,1.56,5.92%,9.77%,50.38%,5.73%,N/A,17.99%,2023/12,01338.HK,2.61億,-6.000%,1.63千萬,6.262%,1.49千萬,5.734%,0.005,N/A,2023/12,1338.HK,117000000.0,S
01340.HK,惠生國際,020701,0.045,0.000,0.000%,0.00,0.00,無盈利,0.10,0.00%,4.15千萬,01340.HK,5.87,5.87,-29.62%,-34.30%,0.20%,-211.39%,N/A,0.02%,2023/12,01340.HK,7.49千萬,-9.000%,-1.61億,-215.141%,-1.58億,-211.388%,-0.180,"-2,388.520%",2023/12,1340.HK,41500000.0,S
01343.HK,偉源控股,090101,0.076,+0.004,+5.556%,91.50萬,6.92萬,8.26,0.26,0.00%,8.09千萬,01343.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01343.HK,6.01億,N/A,3.44千萬,5.726%,4.55百萬,0.756%,0.004,-64.405%,2023/12,1343.HK,80900000.0,S
01346.HK,利華控股集團,020601,1.540,+0.020,+1.316%,10.80萬,16.72萬,7.35,2.01,6.49%,9.84億,01346.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01346.HK,16.29億,-3.000%,1.43億,8.763%,1.22億,7.490%,0.191,7.497%,2023/12,1346.HK,984000000.0,S
01348.HK,滉達富控股,020502,0.130,0.000,0.000%,0.00,0.00,無盈利,5.02,0.00%,1.92億,01348.HK,2.07,1.87,-41.88%,-131.78%,15.80%,-41.71%,N/A,69.25%,2024/03,01348.HK,1.77億,-48.000%,-2.79千萬,-15.726%,-7.39千萬,-41.714%,-0.050,-2.240%,2024/03,1348.HK,192000000.0,S
01349.HK,復旦張江,050201,3.270,+0.020,+0.615%,3.38百萬,1.10千萬,80.15,1.38,1.64%,10.66億,01349.HK,3.70,3.62,3.78%,4.61%,91.70%,12.77%,63.64%,0.73%,2023/12,01349.HK,9.33億,-19.000%,1.06億,11.412%,1.19億,12.769%,0.121,-17.777%,2023/12,1349.HK,1066000000.0,S
01351.HK,輝煌明天,100201,0.540,-0.010,-1.818%,1.84百萬,98.80萬,無盈利,2.14,0.00%,3.24億,01351.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01351.HK,9.78億,95.000%,2.63千萬,2.693%,1.62千萬,1.660%,0.034,N/A,2023/12,1351.HK,324000000.0,S
01354.HK,經發物業,090203,4.300,-0.200,-4.444%,6.00千,2.78萬,3.99,1.05,0.00%,7.17千萬,01354.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01354.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1354.HK,71700000.0,S
01355.HK,朸濬國際,100401,0.130,0.000,0.000%,16.00萬,2.08萬,無盈利,N/A,0.00%,1.55億,01355.HK,0.11,0.11,-29.99%,105.03%,100.00%,-56.43%,N/A,-499.61%,2023/12,01355.HK,6.77千萬,7.000%,-5.29千萬,-78.157%,-3.82千萬,-56.425%,-0.062,-389.080%,2023/12,1355.HK,155000000.0,S
01362.HK,新龍移動,070306,0.495,0.000,0.000%,0.00,0.00,14.10,0.81,3.03%,1.39億,01362.HK,3.29,2.62,3.88%,5.52%,2.47%,0.47%,46.58%,3.90%,2023/12,01362.HK,19.36億,5.000%,1.10千萬,0.569%,9.01百萬,0.465%,0.032,-57.963%,2023/12,1362.HK,139000000.0,S
01370.HK,奧威控股,080403,0.249,+0.004,+1.633%,1.00千,249.00,無盈利,0.56,0.00%,4.07億,01370.HK,0.55,0.40,-24.95%,-56.87%,14.86%,-82.28%,N/A,94.63%,2023/12,01370.HK,7.32億,-30.000%,-5.75億,-78.636%,-6.02億,-82.284%,-0.373,N/A,2023/12,1370.HK,407000000.0,S
01371.HK,中國生態旅遊,100405,0.285,+0.005,+1.786%,10.23萬,2.92萬,無盈利,N/A,0.00%,4.40千萬,01371.HK,0.20,0.14,-237.32%,41.66%,40.76%,-404.00%,N/A,-10.75%,2024/06,01371.HK,6.73千萬,-67.000%,-2.59億,-385.454%,-2.72億,-403.997%,-1.760,-23.944%,2024/06,1371.HK,44000000.0,S
01372.HK,中國碳中和,090101,1.200,-0.010,-0.826%,1.65千萬,1.95千萬,無盈利,34.38,0.00%,7.72億,01372.HK,0.90,0.89,-36.47%,"-6,104.78%",5.20%,-13.85%,N/A,"8,078.72%",2024/06,01372.HK,9.59億,35.000%,-1.31億,-13.678%,-1.33億,-13.851%,-0.289,N/A,2024/06,1372.HK,772000000.0,S
01373.HK,國際家居零售,100305,0.790,+0.010,+1.282%,29.30萬,23.01萬,11.92,0.66,6.96%,5.69億,01373.HK,1.51,0.80,5.80%,11.36%,46.94%,3.76%,80.00%,64.59%,2024/04,01373.HK,26.87億,-4.000%,1.37億,5.114%,1.01億,3.761%,0.140,-44.664%,2024/04,1373.HK,569000000.0,S
01376.HK,RAFFLESI,090102,0.244,-0.011,-4.314%,1.06百萬,25.76萬,無盈利,5.20,0.00%,2.44億,01376.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01376.HK,5.40億,39.000%,8.95百萬,1.658%,8.30百萬,1.539%,0.008,N/A,2023/12,1376.HK,244000000.0,S
01380.HK,中國金石,080402,0.147,-0.003,-2.000%,97.00萬,14.17萬,無盈利,0.46,0.00%,5.72千萬,01380.HK,1.09,1.08,-28.07%,-39.50%,37.02%,-101.90%,N/A,10.09%,2023/12,01380.HK,6.41千萬,-21.000%,-6.55千萬,-102.134%,-6.53千萬,-101.896%,-0.424,13.946%,2023/12,1380.HK,57200000.0,S
01388.HK,安莉芳控股,020601,0.380,0.000,0.000%,2.00千,775.00,無盈利,0.09,0.00%,1.61億,01388.HK,2.39,1.07,-2.52%,-3.34%,74.59%,-5.63%,N/A,15.86%,2023/12,01388.HK,12.82億,-3.000%,-9.33千萬,-7.276%,-7.22千萬,-5.630%,-0.171,-40.808%,2023/12,1388.HK,161000000.0,S
01389.HK,美捷匯控股,020204,0.570,-0.050,-8.065%,16.80萬,9.72萬,無盈利,2.88,0.00%,3.16億,01389.HK,11.25,5.84,-11.54%,-12.75%,8.67%,-24.88%,N/A,3.90%,2024/03,01389.HK,6.30千萬,-15.000%,-1.51千萬,-24.009%,-1.57千萬,-24.878%,-0.040,7.692%,2024/03,1389.HK,316000000.0,S
01393.HK,恆鼎實業,030103,0.052,-0.006,-10.345%,1.73千萬,91.34萬,無盈利,0.21,0.00%,2.39億,01393.HK,0.29,0.22,-5.97%,-43.24%,11.06%,-30.47%,N/A,358.94%,2023/12,01393.HK,26.85億,-44.000%,-8.02億,-29.874%,-8.18億,-30.469%,-0.205,N/A,2023/12,1393.HK,239000000.0,S
01395.HK,強泰環保,120105,0.152,0.000,0.000%,0.00,0.00,無盈利,0.65,0.00%,1.68億,01395.HK,1.06,1.01,-1.57%,-2.91%,35.90%,-7.30%,N/A,65.01%,2023/12,01395.HK,1.13億,-44.000%,70.00萬,0.618%,-8.27百萬,-7.296%,-0.008,48.980%,2023/12,1395.HK,168000000.0,S
01397.HK,碧瑤綠色集團,100103,1.200,+0.010,+0.840%,76.40萬,91.66萬,9.25,1.21,3.17%,4.98億,01397.HK,1.19,1.18,4.66%,12.73%,8.86%,2.02%,29.96%,59.24%,2023/12,01397.HK,23.27億,29.000%,7.63千萬,3.276%,4.71千萬,2.024%,0.114,-12.287%,2023/12,1397.HK,498000000.00000006,S
01399.HK,銳信控股,060103,0.216,-0.010,-4.425%,17.80萬,3.81萬,無盈利,0.21,0.00%,2.35億,01399.HK,1.14,0.98,0.41%,1.84%,6.81%,0.33%,N/A,120.15%,2023/12,01399.HK,67.36億,-6.000%,1.20千萬,0.178%,2.20千萬,0.327%,0.020,-19.096%,2023/12,1399.HK,235000000.0,S
01400.HK,滿地科技股份,020603,0.020,+0.001,+5.263%,1.23百萬,2.36萬,無盈利,N/A,0.00%,7.60千萬,01400.HK,0.23,0.12,-261.38%,510.78%,10.56%,-578.34%,N/A,-129.29%,2023/12,01400.HK,1.54億,50.000%,-8.72億,-567.247%,-8.89億,-578.340%,-2.631,89.203%,2023/12,1400.HK,76000000.0,S
01401.HK,未來機器有限公司,070306,0.680,+0.030,+4.615%,4.77百萬,3.14百萬,51.52,2.29,0.00%,10.20億,01401.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01401.HK,30.94億,89.000%,4.38千萬,1.415%,3.55千萬,1.147%,0.036,384.366%,2023/12,1401.HK,1019999999.9999999,S
01402.HK,超智能控股,070203,0.226,0.000,0.000%,0.00,0.00,無盈利,2.03,0.00%,2.37億,01402.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01402.HK,1.30億,-17.000%,-1.12千萬,-8.600%,-1.29千萬,-9.895%,-0.012,N/A,2024/03,1402.HK,237000000.0,S
01406.HK,清晰醫療,050102,0.355,0.000,0.000%,0.00,0.00,無盈利,0.99,0.00%,1.90億,01406.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01406.HK,1.97億,-10.000%,-7.99千萬,-41.832%,-7.58千萬,-39.696%,-0.144,"-2,300.000%",2024/03,1406.HK,190000000.0,S
01407.HK,交運燃氣,030204,0.630,0.000,0.000%,2.00千,1.26千,8.68,0.88,5.87%,2.77億,01407.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01407.HK,4.42億,-17.000%,3.76千萬,8.500%,2.69千萬,6.081%,0.066,-61.131%,2023/12,1407.HK,277000000.0,S
01408.HK,濠江機電,090102,0.234,0.000,0.000%,0.00,0.00,無盈利,0.59,0.00%,1.17億,01408.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01408.HK,1.25億,-10.000%,-3.69百萬,-2.965%,-3.65百萬,-2.930%,-0.007,N/A,2023/12,1408.HK,117000000.0,S
01410.HK,安領國際,070205,0.370,-0.030,-7.500%,14.00萬,5.24萬,15.16,1.99,0.00%,3.72億,01410.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01410.HK,6.25億,8.000%,3.10千萬,4.952%,2.97千萬,4.751%,0.029,N/A,2024/03,1410.HK,372000000.0,S
01412.HK,雋思集團,100102,1.710,-0.010,-0.581%,1.20萬,2.05萬,7.05,1.03,8.19%,9.10億,01412.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01412.HK,10.39億,-18.000%,9.04千萬,8.701%,8.01千萬,7.708%,0.151,-36.829%,2023/12,1412.HK,910000000.0,S
01413.HK,鑄帝控股,090102,0.096,+0.005,+5.495%,8.67千萬,8.13百萬,無盈利,0.52,0.00%,1.34億,01413.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01413.HK,6.18億,82.000%,2.12千萬,3.423%,1.73千萬,2.792%,0.017,"1,630.000%",2024/03,1413.HK,134000000.00000001,S
01416.HK,CTR,090102,0.222,-0.011,-4.721%,1.08百萬,24.26萬,6.94,0.90,0.00%,3.11億,01416.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01416.HK,8.75億,67.000%,1.98千萬,2.268%,1.56千萬,1.778%,0.011,-61.201%,2024/02,1416.HK,311000000.0,S
01417.HK,浦江中國,090203,0.240,0.000,0.000%,0.00,0.00,無盈利,0.60,0.00%,9.72千萬,01417.HK,1.06,1.06,-7.99%,-36.70%,8.06%,-8.10%,N/A,187.03%,2023/12,01417.HK,10.08億,-2.000%,-1.23億,-12.224%,-8.16千萬,-8.097%,-0.208,N/A,2023/12,1417.HK,97200000.0,S
01418.HK,盛諾集團,020404,0.246,+0.020,+8.850%,89.60萬,21.80萬,3.12,0.44,9.35%,4.31億,01418.HK,1.27,0.87,2.60%,6.76%,25.48%,1.73%,47.49%,78.06%,2023/12,01418.HK,36.09億,14.000%,1.23億,3.397%,6.26千萬,1.734%,0.036,N/A,2023/12,1418.HK,430999999.99999994,S
01419.HK,盈健醫療,050102,0.850,-0.010,-1.163%,11.60萬,9.91萬,12.25,0.41,3.53%,3.23億,01419.HK,2.84,2.69,2.29%,3.16%,45.67%,4.09%,43.75%,19.10%,2024/06,01419.HK,5.91億,-41.000%,2.78千萬,4.711%,2.42千萬,4.094%,0.064,-86.555%,2024/06,1419.HK,323000000.0,S
01420.HK,川控股,090102,0.180,+0.001,+0.559%,1.03百萬,18.56萬,4.89,0.39,0.00%,2.27億,01420.HK,2.93,2.93,2.67%,3.52%,7.11%,2.69%,N/A,9.49%,2023/12,01420.HK,7.15億,38.000%,3.08千萬,4.301%,1.92千萬,2.686%,0.018,85.455%,2023/12,1420.HK,227000000.0,S
01421.HK,恒昌集團國際,090101,0.380,-0.010,-2.564%,6.00萬,2.28萬,無盈利,0.59,0.00%,6.34千萬,01421.HK,2.96,2.54,-20.79%,-39.27%,3.70%,-29.40%,N/A,4.38%,2024/06,01421.HK,1.61億,97.000%,-4.26千萬,-26.474%,-4.73千萬,-29.403%,-0.530,39.429%,2024/06,1421.HK,63400000.0,S
