sno,TP12,TP1,TP2,TP1C,CL1,BY1,,,
0369.HK,0,0,0,0,4,0,4,0.00%,
0370.HK,0,0,0,1,2,0,3,0.00%,
0371.HK,1,0,0,0,1,0,2,50.00%,
0373.HK,2,0,0,0,2,0,4,50.00%,
0376.HK,2,0,0,0,4,1,7,28.57%,
0390.HK,5,0,1,0,8,1,15,40.00%,
0393.HK,3,0,0,0,1,0,4,75.00%,
0400.HK,0,0,0,0,1,0,1,0.00%,
0410.HK,3,0,0,1,1,0,5,60.00%,
0411.HK,0,0,1,0,1,0,2,50.00%,
0412.HK,0,0,0,0,1,0,1,0.00%,
0434.HK,1,0,0,0,0,0,1,100.00%,
0440.HK,6,2,0,0,3,0,11,72.73%,
0460.HK,0,0,0,1,3,0,4,0.00%,
0467.HK,1,0,0,0,0,0,1,100.00%,
0468.HK,1,0,1,0,1,0,3,66.67%,
0489.HK,3,0,0,0,2,0,5,60.00%,
0506.HK,3,1,0,1,3,0,8,50.00%,
0512.HK,1,0,1,0,2,0,4,50.00%,
0517.HK,0,0,0,1,3,0,4,0.00%,
0521.HK,3,0,0,0,1,0,4,75.00%,
0525.HK,2,0,2,0,1,0,5,80.00%,
0546.HK,1,0,2,0,4,0,7,42.86%,
0547.HK,0,0,0,0,2,0,2,0.00%,
0548.HK,1,0,0,0,5,1,7,14.29%,
0551.HK,1,0,0,0,2,0,3,33.33%,
0552.HK,0,1,0,1,3,0,5,20.00%,
0558.HK,0,0,1,0,0,0,1,100.00%,
0564.HK,0,0,0,2,5,0,7,0.00%,
0565.HK,0,1,0,1,1,1,4,25.00%,
0570.HK,1,0,0,0,2,0,3,33.33%,
0576.HK,1,0,0,2,6,0,9,11.11%,
0579.HK,1,0,0,1,0,0,2,50.00%,
0580.HK,0,0,1,0,1,0,2,50.00%,
0581.HK,0,0,0,0,1,1,2,0.00%,
0586.HK,0,1,0,0,3,0,4,25.00%,
0590.HK,2,0,0,0,2,0,4,50.00%,
0596.HK,1,1,0,1,2,0,5,40.00%,
0598.HK,1,0,1,0,0,0,2,100.00%,
0604.HK,5,0,0,0,0,0,5,100.00%,
0622.HK,1,0,0,1,0,1,3,33.33%,
0631.HK,2,0,0,0,1,0,3,66.67%,
0636.HK,2,0,1,0,2,0,5,60.00%,
0639.HK,2,0,0,2,2,0,6,33.33%,
0658.HK,0,0,1,2,5,0,8,12.50%,
0662.HK,0,0,0,0,3,0,3,0.00%,
0666.HK,0,0,1,0,0,0,1,100.00%,
0667.HK,1,0,0,0,1,0,2,50.00%,
0670.HK,1,0,0,2,3,0,6,16.67%,
0686.HK,0,0,0,0,3,0,3,0.00%,
0691.HK,1,1,0,1,1,0,4,50.00%,
0693.HK,0,0,1,0,0,0,1,100.00%,
0694.HK,1,0,0,0,1,1,3,33.33%,
0695.HK,2,0,0,0,0,0,2,100.00%,
0696.HK,4,0,0,1,1,0,6,66.67%,
0697.HK,2,1,0,1,0,1,5,60.00%,
0709.HK,2,0,0,2,0,0,4,50.00%,
0710.HK,2,0,0,1,3,0,6,33.33%,
0732.HK,0,0,0,1,4,0,5,0.00%,
0737.HK,1,0,0,1,2,0,4,25.00%,
0743.HK,0,1,0,0,2,0,3,33.33%,
0746.HK,0,0,0,0,2,0,2,0.00%,
0751.HK,0,0,1,1,4,1,7,14.29%,
0752.HK,1,0,0,0,1,0,2,50.00%,
0777.HK,1,0,0,1,2,1,5,20.00%,
0797.HK,0,0,0,0,1,2,3,0.00%,
0799.HK,0,0,0,2,3,0,5,0.00%,
0806.HK,1,0,0,0,2,0,3,33.33%,
0807.HK,1,0,0,0,0,0,1,100.00%,
0811.HK,1,0,0,1,3,0,5,20.00%,
0816.HK,0,0,0,0,2,0,2,0.00%,
0819.HK,3,0,0,0,3,0,6,50.00%,
0826.HK,0,1,0,1,0,0,2,50.00%,
0830.HK,0,0,0,1,0,0,1,0.00%,
0837.HK,0,0,1,0,0,0,1,100.00%,
0839.HK,2,0,0,0,1,0,3,66.67%,
0842.HK,0,0,0,1,3,0,4,0.00%,
0853.HK,0,0,1,1,1,0,3,33.33%,
0855.HK,6,0,1,0,2,0,9,77.78%,
0856.HK,1,0,1,1,1,0,4,50.00%,
0861.HK,1,0,1,1,3,0,6,33.33%,
0866.HK,2,0,0,0,0,1,3,66.67%,
0874.HK,2,1,0,0,5,0,8,37.50%,
0880.HK,2,0,3,0,1,0,6,83.33%,
0882.HK,1,0,1,1,3,0,6,33.33%,
0900.HK,1,0,0,0,1,0,2,50.00%,
0902.HK,5,0,0,1,5,0,11,45.45%,
0909.HK,1,0,0,0,1,0,2,50.00%,
0916.HK,2,0,1,2,3,0,8,37.50%,
0921.HK,2,1,0,0,2,0,5,60.00%,
0931.HK,1,0,0,0,0,0,1,100.00%,
0933.HK,0,0,0,0,1,0,1,0.00%,
0934.HK,2,1,0,0,6,0,9,33.33%,
0956.HK,1,2,0,0,2,0,5,60.00%,
0975.HK,1,0,0,0,4,0,5,20.00%,
0990.HK,1,0,0,0,3,0,4,25.00%,
0991.HK,4,0,1,1,1,0,7,71.43%,
0995.HK,3,0,0,0,1,1,5,60.00%,
0999.HK,0,1,0,0,0,0,1,100.00%,
1033.HK,0,0,0,0,1,0,1,0.00%,
1050.HK,0,0,0,1,0,0,1,0.00%,
1051.HK,1,0,0,0,1,0,2,50.00%,
1052.HK,1,0,1,0,3,1,6,33.33%,
1055.HK,2,1,0,1,1,0,5,60.00%,
1061.HK,2,0,0,1,1,0,4,50.00%,
1066.HK,4,0,0,2,2,0,8,50.00%,
1070.HK,1,0,0,0,1,0,2,50.00%,
1071.HK,0,0,0,1,1,0,2,0.00%,
1072.HK,2,1,0,0,1,1,5,60.00%,
1083.HK,5,0,0,1,4,0,10,50.00%,
1086.HK,2,0,0,1,1,0,4,50.00%,
1091.HK,2,0,1,0,2,0,5,60.00%,
1104.HK,1,0,0,0,3,0,4,25.00%,
1112.HK,1,0,0,1,1,0,3,33.33%,
1114.HK,1,0,0,0,4,0,5,20.00%,
1115.HK,0,0,0,0,2,0,2,0.00%,
1117.HK,3,0,0,0,3,1,7,42.86%,
1121.HK,1,0,0,0,5,0,6,16.67%,
1126.HK,0,0,0,1,3,0,4,0.00%,
1133.HK,1,1,1,1,5,0,9,33.33%,
1138.HK,2,0,0,1,2,0,5,40.00%,
1140.HK,3,0,1,1,1,0,6,66.67%,
1142.HK,1,0,0,1,1,0,3,33.33%,
1157.HK,1,0,0,1,3,0,5,20.00%,
1164.HK,1,0,0,0,3,0,4,25.00%,
1167.HK,0,0,0,0,1,0,1,0.00%,
1168.HK,1,0,1,0,1,1,4,50.00%,
1184.HK,2,0,2,1,1,0,6,66.67%,
1186.HK,2,0,0,0,3,0,5,40.00%,
1196.HK,0,1,0,0,4,0,5,20.00%,
1199.HK,2,0,0,2,2,0,6,33.33%,
1205.HK,0,0,0,2,2,0,4,0.00%,
1216.HK,0,0,0,0,1,0,1,0.00%,
1223.HK,1,0,0,0,1,0,2,50.00%,
1224.HK,1,0,0,0,2,1,4,25.00%,
1234.HK,1,0,0,0,0,0,1,100.00%,
1250.HK,0,1,0,0,3,1,5,20.00%,
1263.HK,0,0,0,2,1,2,5,0.00%,
1268.HK,0,0,0,1,1,0,2,0.00%,
1277.HK,0,0,0,0,1,0,1,0.00%,
1280.HK,0,0,0,0,3,0,3,0.00%,
1286.HK,2,0,0,0,1,0,3,66.67%,
1302.HK,0,0,0,0,2,0,2,0.00%,
1304.HK,0,0,0,0,1,0,1,0.00%,
1310.HK,0,0,0,0,2,0,2,0.00%,
1313.HK,2,1,0,0,0,1,4,75.00%,
1316.HK,6,0,0,0,1,0,7,85.71%,
1330.HK,2,0,0,0,2,0,4,50.00%,
1341.HK,0,0,0,0,1,0,1,0.00%,
1345.HK,0,0,0,1,0,0,1,0.00%,
1358.HK,0,0,0,0,1,0,1,0.00%,
1359.HK,1,0,0,0,0,0,1,100.00%,
1361.HK,0,0,0,0,1,0,1,0.00%,
1368.HK,2,0,0,1,2,1,6,33.33%,
1382.HK,0,0,0,0,5,0,5,0.00%,
1385.HK,0,0,0,0,2,0,2,0.00%,
1415.HK,1,0,1,0,1,0,3,66.67%,
1432.HK,0,0,0,0,2,0,2,0.00%,
1448.HK,2,0,0,1,1,0,4,50.00%,
1456.HK,1,0,1,0,0,0,2,100.00%,
1458.HK,1,0,0,0,3,0,4,25.00%,
1475.HK,1,1,0,0,0,0,2,100.00%,
1477.HK,1,0,1,0,2,0,4,50.00%,
1478.HK,1,0,1,0,1,0,3,66.67%,
1497.HK,0,0,0,0,1,0,1,0.00%,
1501.HK,1,0,0,0,3,0,4,25.00%,
1508.HK,0,0,0,0,2,0,2,0.00%,
1513.HK,1,0,0,0,2,1,4,25.00%,
1515.HK,2,0,0,0,1,0,3,66.67%,
1516.HK,0,0,0,0,1,0,1,0.00%,
1551.HK,0,0,0,0,0,1,1,0.00%,
1578.HK,1,0,0,0,1,0,2,50.00%,
1579.HK,1,0,0,0,3,0,4,25.00%,
1600.HK,1,0,0,0,4,0,5,20.00%,
1606.HK,0,0,0,1,0,0,1,0.00%,
1610.HK,0,0,0,1,3,0,4,0.00%,
1611.HK,0,0,1,0,1,0,2,50.00%,
1618.HK,1,0,0,0,2,0,3,33.33%,
1640.HK,1,1,0,2,1,0,5,40.00%,
1651.HK,0,0,0,0,3,0,3,0.00%,
1660.HK,1,0,0,1,0,0,2,50.00%,
1666.HK,0,0,0,0,1,0,1,0.00%,
1672.HK,2,0,0,0,0,0,2,100.00%,
1675.HK,0,0,0,0,1,0,1,0.00%,
1681.HK,1,0,0,0,1,0,2,50.00%,
1686.HK,1,1,2,2,0,0,6,66.67%,
1691.HK,0,0,0,0,0,1,1,0.00%,
1696.HK,0,0,0,2,1,0,3,0.00%,
1709.HK,2,0,0,0,1,0,3,66.67%,
1717.HK,1,0,0,0,0,0,1,100.00%,
1730.HK,0,0,0,0,2,0,2,0.00%,
1733.HK,0,0,0,0,1,0,1,0.00%,
1755.HK,1,0,0,1,0,0,2,50.00%,
1766.HK,3,0,0,1,4,0,8,37.50%,
1772.HK,0,1,0,0,1,0,2,50.00%,
1773.HK,1,0,0,0,1,0,2,50.00%,
1782.HK,0,0,1,0,2,0,3,33.33%,
1789.HK,2,0,0,1,0,0,3,66.67%,
1797.HK,2,0,0,0,0,0,2,100.00%,
1798.HK,1,2,0,1,3,0,7,42.86%,
1799.HK,0,0,0,0,2,0,2,0.00%,
1800.HK,1,0,0,2,2,0,5,20.00%,
1809.HK,2,0,0,0,2,0,4,50.00%,
1811.HK,2,0,0,0,1,0,3,66.67%,
1815.HK,0,0,0,0,1,1,2,0.00%,
1836.HK,1,0,0,0,2,0,3,33.33%,
1837.HK,0,0,0,0,4,0,4,0.00%,
1848.HK,0,0,0,0,3,0,3,0.00%,
1857.HK,1,0,0,0,0,0,1,100.00%,
1860.HK,0,0,0,0,1,0,1,0.00%,
1866.HK,1,1,1,0,2,0,5,60.00%,
1872.HK,0,0,1,0,0,0,1,100.00%,
1873.HK,0,1,0,1,1,0,3,33.33%,
1877.HK,0,0,1,0,1,0,2,50.00%,
1880.HK,0,0,0,0,1,0,1,0.00%,
1883.HK,0,0,0,0,1,0,1,0.00%,
1890.HK,0,0,0,1,0,0,1,0.00%,
1896.HK,0,0,0,1,0,0,1,0.00%,
1899.HK,0,0,0,1,1,0,2,0.00%,
1910.HK,0,1,0,2,2,0,5,20.00%,
1911.HK,1,0,0,0,0,0,1,100.00%,
1921.HK,1,0,0,0,1,0,2,50.00%,
1931.HK,1,1,0,0,2,0,4,50.00%,
1948.HK,0,0,0,0,1,0,1,0.00%,
1951.HK,2,0,0,0,1,1,4,50.00%,
1963.HK,0,0,0,0,2,0,2,0.00%,
1969.HK,0,0,0,0,1,0,1,0.00%,
1970.HK,2,0,0,0,0,1,3,66.67%,
1979.HK,0,0,0,0,1,0,1,0.00%,
1981.HK,0,0,0,0,1,0,1,0.00%,
1982.HK,0,0,0,0,1,0,1,0.00%,
1995.HK,2,0,0,0,0,0,2,100.00%,
1999.HK,3,0,0,1,3,0,7,42.86%,
2001.HK,0,0,0,0,1,0,1,0.00%,
2005.HK,4,0,0,0,2,1,7,57.14%,
2013.HK,1,0,0,1,0,0,2,50.00%,
2016.HK,0,0,0,0,1,1,2,0.00%,
2025.HK,0,0,0,1,0,0,1,0.00%,
2038.HK,2,0,1,1,1,0,5,60.00%,
2039.HK,1,0,1,0,1,0,3,66.67%,
2066.HK,2,0,0,0,3,0,5,40.00%,
2121.HK,1,0,0,0,0,0,1,100.00%,
2128.HK,3,0,0,0,2,0,5,60.00%,
2157.HK,0,1,1,0,0,0,2,100.00%,
2158.HK,0,1,0,0,1,0,2,50.00%,
2162.HK,1,1,0,0,1,0,3,66.67%,
2169.HK,0,0,0,0,1,0,1,0.00%,
2171.HK,0,0,0,0,1,0,1,0.00%,
2172.HK,0,0,0,0,1,0,1,0.00%,
2179.HK,0,0,0,0,1,0,1,0.00%,
2186.HK,2,0,0,0,2,0,4,50.00%,
2190.HK,1,0,0,0,2,0,3,33.33%,
2192.HK,0,0,0,0,2,0,2,0.00%,
2196.HK,2,0,0,0,4,0,6,33.33%,
2198.HK,0,0,0,2,2,0,4,0.00%,
2208.HK,2,1,0,0,3,0,6,50.00%,
2233.HK,3,0,0,0,0,1,4,75.00%,
2238.HK,1,0,0,1,4,0,6,16.67%,
2252.HK,0,0,0,0,2,0,2,0.00%,
2255.HK,1,0,0,0,1,1,3,33.33%,
2273.HK,0,0,0,1,0,0,1,0.00%,
2276.HK,1,0,0,0,0,0,1,100.00%,
2291.HK,0,1,0,0,0,0,1,100.00%,
2299.HK,0,1,0,1,0,0,2,50.00%,
2302.HK,2,0,0,0,2,0,4,50.00%,
2314.HK,1,0,0,0,5,0,6,16.67%,
2338.HK,4,0,0,1,1,0,6,66.67%,
2342.HK,1,1,0,0,2,0,4,50.00%,
2343.HK,2,1,0,0,0,0,3,100.00%,
2356.HK,3,0,0,2,3,0,8,37.50%,
2357.HK,4,0,0,0,4,0,8,50.00%,
2362.HK,1,0,1,0,2,1,5,40.00%,
2368.HK,1,0,0,1,0,0,2,50.00%,
2385.HK,1,0,0,0,0,0,1,100.00%,
2386.HK,2,1,0,1,0,0,4,75.00%,
2390.HK,1,0,0,0,2,0,3,33.33%,
2409.HK,0,0,0,0,1,0,1,0.00%,
2410.HK,0,0,0,0,1,1,2,0.00%,
2429.HK,0,0,0,0,1,0,1,0.00%,
2465.HK,0,0,0,0,1,0,1,0.00%,
2473.HK,2,0,0,0,0,0,2,100.00%,
2507.HK,0,0,0,0,0,1,1,0.00%,
2511.HK,0,0,0,1,0,0,1,0.00%,
2518.HK,1,0,0,0,0,0,1,100.00%,
2549.HK,0,0,0,0,1,0,1,0.00%,
2552.HK,0,0,1,0,1,0,2,50.00%,
2585.HK,1,0,0,0,0,0,1,100.00%,
2598.HK,0,0,0,0,1,0,1,0.00%,
2616.HK,0,0,0,0,1,0,1,0.00%,
2678.HK,1,2,0,0,2,0,5,60.00%,
2689.HK,2,0,1,0,5,0,8,37.50%,
2727.HK,3,0,0,1,2,0,6,50.00%,
2858.HK,0,0,0,0,2,0,2,0.00%,
2866.HK,0,0,0,0,1,0,1,0.00%,
2880.HK,2,0,0,0,2,0,4,50.00%,
2883.HK,2,0,0,1,5,0,8,25.00%,
3323.HK,2,0,0,0,2,1,5,40.00%,
3330.HK,0,1,0,1,2,1,5,20.00%,
3337.HK,1,0,1,0,0,0,2,100.00%,
3339.HK,1,0,0,0,2,0,3,33.33%,
3369.HK,1,0,0,0,2,0,3,33.33%,
3382.HK,0,0,0,0,1,0,1,0.00%,
3396.HK,0,0,0,0,1,0,1,0.00%,
3600.HK,2,1,0,1,1,0,5,60.00%,
3613.HK,1,0,0,0,2,1,4,25.00%,
3618.HK,4,0,0,0,5,0,9,44.44%,
3633.HK,0,0,0,0,2,1,3,0.00%,
3669.HK,1,1,1,1,2,0,6,50.00%,
3681.HK,0,0,1,0,0,1,2,50.00%,
3698.HK,1,0,0,0,1,0,2,50.00%,
3700.HK,1,1,0,1,0,0,3,66.67%,
3759.HK,1,0,0,0,0,0,1,100.00%,
3788.HK,0,0,0,0,1,0,1,0.00%,
3798.HK,0,1,0,1,0,0,2,50.00%,
3813.HK,2,0,0,0,1,0,3,66.67%,
3818.HK,0,0,0,0,1,0,1,0.00%,
3833.HK,0,0,1,0,0,0,1,100.00%,
3866.HK,1,1,0,1,1,0,4,50.00%,
3868.HK,0,0,0,0,1,0,1,0.00%,
3877.HK,1,0,0,0,0,0,1,100.00%,
3896.HK,0,0,0,1,1,1,3,0.00%,
3898.HK,1,0,0,1,2,0,4,25.00%,
3899.HK,0,0,0,2,5,0,7,0.00%,
3918.HK,0,0,0,3,3,0,6,0.00%,
3969.HK,1,0,0,0,1,0,2,50.00%,
3983.HK,2,0,0,2,2,0,6,33.33%,
6055.HK,1,0,0,1,1,0,3,33.33%,
6060.HK,1,0,0,1,0,0,2,50.00%,
6110.HK,1,0,0,0,0,0,1,100.00%,
6198.HK,0,0,0,0,2,0,2,0.00%,
6288.HK,1,0,0,0,1,0,2,50.00%,
6601.HK,2,0,0,0,0,0,2,100.00%,
6606.HK,1,0,0,0,0,0,1,100.00%,
6616.HK,1,0,0,1,1,0,3,33.33%,
6655.HK,1,0,0,0,0,0,1,100.00%,
6808.HK,1,0,0,0,0,0,1,100.00%,
6865.HK,1,0,0,0,3,0,4,25.00%,
6868.HK,0,0,0,0,1,0,1,0.00%,
6869.HK,3,0,0,0,1,0,4,75.00%,
6883.HK,0,0,0,1,0,0,1,0.00%,
6889.HK,0,0,0,1,3,0,4,0.00%,
6929.HK,1,0,0,0,0,0,1,100.00%,
6963.HK,1,0,0,0,0,0,1,100.00%,
6979.HK,1,0,0,0,0,2,3,33.33%,
6993.HK,1,0,0,0,1,0,2,50.00%,
80737.HK,0,0,0,0,1,0,1,0.00%,
8137.HK,1,0,0,0,0,1,2,50.00%,
8279.HK,1,0,2,1,0,0,4,75.00%,
8299.HK,0,0,0,1,1,0,2,0.00%,
9638.HK,0,0,0,0,1,1,2,0.00%,
9676.HK,0,0,0,0,0,1,1,0.00%,
9690.HK,0,0,0,0,1,0,1,0.00%,
9858.HK,0,0,0,0,0,1,1,0.00%,
9878.HK,0,0,0,0,1,0,1,0.00%,
9890.HK,1,0,0,0,0,0,1,100.00%,
9898.HK,0,0,0,0,1,0,1,0.00%,
9956.HK,0,0,0,0,1,1,2,0.00%,
9997.HK,0,0,1,2,1,0,4,25.00%,
,441,66,81,168,695,58,1509,38.97%,357
